unit_id,source_group,source_id,title,author,source_archive,source_url,epoch_bucket,original_split,final_decision,routing_status,attribution_id,line_count,logical_character_count,logical_byte_count,logical_sha256,storage_kind,storage_path,byte_start,byte_end,activation_status,training_eligible,canonical_author_key,author_group_id,author_resolution_status,work_group_id,split_group_id,v7_split,v7_split_tier,v7_split_decision,v8_rendering_policy,source_tei_sha256,source_line_text_sha256,source_storage_path,source_byte_start,source_byte_end,source_logical_sha256,supersedes_logical_sha256,v8_normalization_policy,long_s_replacement_count,base_v7_split,base_v7_training_eligible,v8_split,v8_split_group_id,v8_split_decision,v8_training_eligible
bibit:sonnet:bibit000022:sonnet_0007,bibit,bibit000022:sonnet_0007,Lettere sull'arte,"Aretino, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000022,500,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000022,14,534,538,80266e59e696211f15fa3532cfdef48f842d8093acf56719bdca275b123d2baf,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,5474,6012,v8_validation,false,aretino pietro,author:a99295d5c34817d6,resolved_author,work:f78a43502c08066e,split_group:94856a9f04d8304c,validation,clean_v7_grouped,clean_author_work_disjoint_validation,derived_source_lines_4+4+3+3_v1,,,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,5484,6023,28578ee45618b8e5339f8c345a6360b3a4060d06e4439ace37dab8a55e7c6e21,,long_s_u017f_to_ascii_s_v1,0,validation,false,validation,v8split:ca7ff6dec66adf51,preserve_v7_assignment_after_v8_check,false
bibit:sonnet:bibit000022:sonnet_0008,bibit,bibit000022:sonnet_0008,Lettere sull'arte,"Aretino, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000022,500,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000022,14,528,534,6c4967c6c497d1bd9dc606cd2d2cbb2668051dc8f663e807769e7f82daca5dd4,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,6013,6547,v8_validation,false,aretino pietro,author:a99295d5c34817d6,resolved_author,work:f78a43502c08066e,split_group:94856a9f04d8304c,validation,clean_v7_grouped,clean_author_work_disjoint_validation,derived_source_lines_4+4+3+3_v1,,,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,6024,6559,40ed074d50171f0586e439124c0216c019fc8a2ee7a1641eea98310fabce8cc2,,long_s_u017f_to_ascii_s_v1,0,validation,false,validation,v8split:ca7ff6dec66adf51,preserve_v7_assignment_after_v8_check,false
bibit:sonnet:bibit000022:sonnet_0009,bibit,bibit000022:sonnet_0009,Lettere sull'arte,"Aretino, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000022,500,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000022,14,555,559,7c4c71604f687b21f7c7cc349f5fa8e7b80c1d4b4a79cf9cae43e39728a5dcbe,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,6548,7107,v8_validation,false,aretino pietro,author:a99295d5c34817d6,resolved_author,work:f78a43502c08066e,split_group:94856a9f04d8304c,validation,clean_v7_grouped,clean_author_work_disjoint_validation,derived_source_lines_4+4+3+3_v1,,,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,6560,7120,2679bb40bcb46e3627a4167dc5b70b67648ab1d65ea430879ef51829198f24ab,,long_s_u017f_to_ascii_s_v1,0,validation,false,validation,v8split:ca7ff6dec66adf51,preserve_v7_assignment_after_v8_check,false
bibit:sonnet:bibit000022:sonnet_0010,bibit,bibit000022:sonnet_0010,Lettere sull'arte,"Aretino, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000022,500,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000022,14,543,546,8e772896f2127c8e5ed700f12b3bb0dc03e09c9be420f4790495dfff0d034d72,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,7108,7654,v8_validation,false,aretino pietro,author:a99295d5c34817d6,resolved_author,work:f78a43502c08066e,split_group:94856a9f04d8304c,validation,clean_v7_grouped,clean_author_work_disjoint_validation,derived_source_lines_4+4+3+3_v1,,,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,7121,7668,fd4ab038c27745f01b157af2470cf925b18b21fe19f3c0838f31c2d036acb4a4,,long_s_u017f_to_ascii_s_v1,0,validation,false,validation,v8split:ca7ff6dec66adf51,preserve_v7_assignment_after_v8_check,false
bibit:sonnet:bibit000022:sonnet_0011,bibit,bibit000022:sonnet_0011,Lettere sull'arte,"Aretino, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000022,500,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000022,14,534,540,91d4a6790c9aa350864bdd963a6374eb1d2fd3a84bab825b7b8b2b09138e14cc,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,7655,8195,v8_validation,false,aretino pietro,author:a99295d5c34817d6,resolved_author,work:f78a43502c08066e,split_group:94856a9f04d8304c,validation,clean_v7_grouped,clean_author_work_disjoint_validation,derived_source_lines_4+4+3+3_v1,,,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,7669,8210,9de49835cd31d4b87cc52efe5be6fab00ffb0187b7f2c0690305a1e76dbf09b2,,long_s_u017f_to_ascii_s_v1,0,validation,false,validation,v8split:ca7ff6dec66adf51,preserve_v7_assignment_after_v8_check,false
bibit:sonnet:bibit000022:sonnet_0012,bibit,bibit000022:sonnet_0012,Lettere sull'arte,"Aretino, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000022,500,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000022,14,556,558,7706433514fd15914da3f81050cf7447e51bfb7ea60126eae49730aa4326052f,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,8196,8754,v8_validation,false,aretino pietro,author:a99295d5c34817d6,resolved_author,work:f78a43502c08066e,split_group:94856a9f04d8304c,validation,clean_v7_grouped,clean_author_work_disjoint_validation,derived_source_lines_4+4+3+3_v1,,,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,8211,8770,0fb58d7536557b619f95429a23a3dfd6a0761af5094511127477cd9aa4a7809d,,long_s_u017f_to_ascii_s_v1,0,validation,false,validation,v8split:ca7ff6dec66adf51,preserve_v7_assignment_after_v8_check,false
bibit:sonnet:bibit000022:sonnet_0013,bibit,bibit000022:sonnet_0013,Lettere sull'arte,"Aretino, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000022,500,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000022,14,544,546,df3c558c5ada22a9746f1343077a1a34debcfea14d27aad8d175f19e33091876,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,8755,9301,v8_validation,false,aretino pietro,author:a99295d5c34817d6,resolved_author,work:f78a43502c08066e,split_group:94856a9f04d8304c,validation,clean_v7_grouped,clean_author_work_disjoint_validation,derived_source_lines_4+4+3+3_v1,,,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,8771,9318,38d70f5c1a63d2a8402d8954c4051f86d2290f72b17b02d4bec95c33a31f303a,,long_s_u017f_to_ascii_s_v1,0,validation,false,validation,v8split:ca7ff6dec66adf51,preserve_v7_assignment_after_v8_check,false
bibit:sonnet:bibit000022:sonnet_0014,bibit,bibit000022:sonnet_0014,Lettere sull'arte,"Aretino, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000022,500,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000022,14,531,537,89bdc8acbc4517492804d3eaa4d672b2f5e4ed80e841dd6d1e70de02af74d4a3,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,9302,9839,v8_validation,false,aretino pietro,author:a99295d5c34817d6,resolved_author,work:f78a43502c08066e,split_group:94856a9f04d8304c,validation,clean_v7_grouped,clean_author_work_disjoint_validation,derived_source_lines_4+4+3+3_v1,,,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,9319,9857,7c1fd0309b143fcfbde46db2dd041b5d1efd6484b6750f66b2eafe0b0633d1a6,,long_s_u017f_to_ascii_s_v1,0,validation,false,validation,v8split:ca7ff6dec66adf51,preserve_v7_assignment_after_v8_check,false
bibit:sonnet:bibit000022:sonnet_0015,bibit,bibit000022:sonnet_0015,Lettere sull'arte,"Aretino, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000022,500,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000022,14,545,546,9f4b28b27ddbd959aad95fb2e599663850f13a60d7fa0022b6a1637b2cfe9388,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,9840,10386,v8_validation,false,aretino pietro,author:a99295d5c34817d6,resolved_author,work:f78a43502c08066e,split_group:94856a9f04d8304c,validation,clean_v7_grouped,clean_author_work_disjoint_validation,derived_source_lines_4+4+3+3_v1,,,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,9858,10405,1079d0f40b3247a7c3abcc127ff53da64c1734b25239d24a5cfab4017619c58a,,long_s_u017f_to_ascii_s_v1,0,validation,false,validation,v8split:ca7ff6dec66adf51,preserve_v7_assignment_after_v8_check,false
bibit:sonnet:bibit000022:sonnet_0016,bibit,bibit000022:sonnet_0016,Lettere sull'arte,"Aretino, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000022,500,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000022,14,513,515,9f63913d7d2daf5cc56c210738a914cf19d32bc7e6280aa9a298bf571e3d5245,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,10387,10902,v8_validation,false,aretino pietro,author:a99295d5c34817d6,resolved_author,work:f78a43502c08066e,split_group:94856a9f04d8304c,validation,clean_v7_grouped,clean_author_work_disjoint_validation,derived_source_lines_4+4+3+3_v1,,,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,10406,10922,5dcdf91fc3f029664e28ccae225b90cfd17f22645236cab5514cef9175e76359,,long_s_u017f_to_ascii_s_v1,0,validation,false,validation,v8split:ca7ff6dec66adf51,preserve_v7_assignment_after_v8_check,false
bibit:sonnet:bibit000022:sonnet_0017,bibit,bibit000022:sonnet_0017,Lettere sull'arte,"Aretino, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000022,500,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000022,14,520,523,371a99eb36676268a5d8ad32dd74ba720882683f3fcadadcd77ea596daf1cd74,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,10903,11426,v8_validation,false,aretino pietro,author:a99295d5c34817d6,resolved_author,work:f78a43502c08066e,split_group:94856a9f04d8304c,validation,clean_v7_grouped,clean_author_work_disjoint_validation,derived_source_lines_4+4+3+3_v1,,,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,10923,11447,5425b57a9b19ca6c59640da0b199838081ee834a68ce1098f5f627410303c172,,long_s_u017f_to_ascii_s_v1,0,validation,false,validation,v8split:ca7ff6dec66adf51,preserve_v7_assignment_after_v8_check,false
bibit:sonnet:bibit000022:sonnet_0018,bibit,bibit000022:sonnet_0018,Lettere sull'arte,"Aretino, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000022,500,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000022,14,551,554,4aeafb7df8d6586793632b8c90e9dc205a1222b5519af4e041019cf4d9e7c84b,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,11427,11981,v8_validation,false,aretino pietro,author:a99295d5c34817d6,resolved_author,work:f78a43502c08066e,split_group:94856a9f04d8304c,validation,clean_v7_grouped,clean_author_work_disjoint_validation,derived_source_lines_4+4+3+3_v1,,,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,11448,12003,1448236189cf8f75b556225e3894a3fda96e0225e65057be594bd86d42cfcf20,,long_s_u017f_to_ascii_s_v1,0,validation,false,validation,v8split:ca7ff6dec66adf51,preserve_v7_assignment_after_v8_check,false
bibit:sonnet:bibit000022:sonnet_0019,bibit,bibit000022:sonnet_0019,Lettere sull'arte,"Aretino, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000022,500,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000022,14,507,512,dc5951e9187785cb0131aabb0e27b569aa0aedccbe80fe3ecacd969496297378,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,11982,12494,v8_validation,false,aretino pietro,author:a99295d5c34817d6,resolved_author,work:f78a43502c08066e,split_group:94856a9f04d8304c,validation,clean_v7_grouped,clean_author_work_disjoint_validation,derived_source_lines_4+4+3+3_v1,,,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,12004,12517,c950ad321154a5a8c477b3a1fdecbaa8c55045658c7377da35cd0f21f67ae747,,long_s_u017f_to_ascii_s_v1,0,validation,false,validation,v8split:ca7ff6dec66adf51,preserve_v7_assignment_after_v8_check,false
bibit:sonnet:bibit000022:sonnet_0020,bibit,bibit000022:sonnet_0020,Lettere sull'arte,"Aretino, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000022,500,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000022,14,538,544,df4abf2be6c327c982a66f1b8d71d9cc3977e8f344537716ceb25a4abd1ae323,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,12495,13039,v8_validation,false,aretino pietro,author:a99295d5c34817d6,resolved_author,work:f78a43502c08066e,split_group:94856a9f04d8304c,validation,clean_v7_grouped,clean_author_work_disjoint_validation,derived_source_lines_4+4+3+3_v1,,,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,12518,13063,a523b8348a88c21497b1468bad6afb5c7ea8ec59969f5e956ba8b85175d20688,,long_s_u017f_to_ascii_s_v1,0,validation,false,validation,v8split:ca7ff6dec66adf51,preserve_v7_assignment_after_v8_check,false
bibit:sonnet:bibit000022:sonnet_0021,bibit,bibit000022:sonnet_0021,Lettere sull'arte,"Aretino, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000022,500,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000022,14,493,495,ca3b7fa29801362212951ec0498e9a236d77c5d9f78f7413ba8470e95b3c9c43,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,13040,13535,v8_validation,false,aretino pietro,author:a99295d5c34817d6,resolved_author,work:f78a43502c08066e,split_group:94856a9f04d8304c,validation,clean_v7_grouped,clean_author_work_disjoint_validation,derived_source_lines_4+4+3+3_v1,,,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,13064,13560,3065df517f78e6f917932a88fe9e72959ad2f58e19ce5924089c5d87b172ce40,,long_s_u017f_to_ascii_s_v1,0,validation,false,validation,v8split:ca7ff6dec66adf51,preserve_v7_assignment_after_v8_check,false
bibit:sonnet:bibit000022:sonnet_0022,bibit,bibit000022:sonnet_0022,Lettere sull'arte,"Aretino, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000022,500,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000022,14,528,535,333aa63818b34a207d5a3c669e36eab4f3050a06018b310089d9ee6257569901,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,13536,14071,v8_validation,false,aretino pietro,author:a99295d5c34817d6,resolved_author,work:f78a43502c08066e,split_group:94856a9f04d8304c,validation,clean_v7_grouped,clean_author_work_disjoint_validation,derived_source_lines_4+4+3+3_v1,,,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,13561,14097,8917de8109f4e96aa9612f1cff5465f0782ccc4cf11c3db0c3e35275e8de68d1,,long_s_u017f_to_ascii_s_v1,0,validation,false,validation,v8split:ca7ff6dec66adf51,preserve_v7_assignment_after_v8_check,false
bibit:sonnet:bibit000024:sonnet_0004,bibit,bibit000024:sonnet_0004,Rime,"Ariosto, Ludovico",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000024,500,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000024,14,545,551,2118887d0a779ad1cea6e1243c3de17c1011eee970157781869af9b186aa3553,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,14072,14623,v8_train,false,ariosto ludovico,author:506112ae4960c671,resolved_author,work:e700a224ccdc82cb,split_group:86647dcac85eb0dd,train,v7_training,approved_legacy_protected_author_overlap_train,derived_source_lines_4+4+3+3_v1,,,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,14098,14650,6e9da599af1b7998e8488bdffd53273c2759aee60645fedb469d64be8ea62a63,,long_s_u017f_to_ascii_s_v1,0,train,true,quarantine,v8split:561022f84e35ba3f,quarantine_author_or_work_collision_with_fixed_heldout,false
