segment_id,ebook_id,source_cleaned_sha256,character_start,character_end,character_count,segment_sha256,segment_decision,final_role,reason,reference_ids,start_anchor,end_anchor,artifact_status,artifact_kind,output_shard_path,output_byte_start,output_byte_end,output_sha256
pg6938:seg0001,6938,9c601b6e93492813716ad474fb5fcfeec7dc5ac4fbeb6e7337de2a0c5c3b9e88,0,82543,82543,2fe015aafb0ad8df0d499f549c7a58fe89ef42632d145699420ee0899984b2a1,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,"Produced by Claudio Paganelli, Carlo Traverso, Charles Franks and the Online Distributed Proofreading Team. This file wa",e di esso che il Rajna afferma essere Maestro Andrea de' Magnabotti da Barberino di Valdelsa maestro di canto.,materialized_in_record_artifact,historical_non_sonnet_poetry,data/processed/project_gutenberg_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,1587226,1670181,2fe015aafb0ad8df0d499f549c7a58fe89ef42632d145699420ee0899984b2a1
pg6938:seg0002,6938,9c601b6e93492813716ad474fb5fcfeec7dc5ac4fbeb6e7337de2a0c5c3b9e88,82543,229606,147063,ad95675f70c16a2a31427cd4622afaa99bacfafbfd15dbf36699b8a15025223f,exclude_embedded_canonical_text,excluded,embedded_text_exists_in_canonical_reference,bibit:bibit000859,RIME DI TULLIA D'ARAGONA A DONNA ELEONORA DI TOLEDO DUCHESSA DI FIRENZE *** TULLIA D'ARAGONA Io so bene nobilissi,"rivolga altrove, questa bella pianta sacrare intendo a lei, cui 'l petto ho sacro con la memoria de l'amato nome",not_materialized_by_segment_decision,excluded_or_quarantined_source_segment,,,,
pg6938:seg0003,6938,9c601b6e93492813716ad474fb5fcfeec7dc5ac4fbeb6e7337de2a0c5c3b9e88,229606,237219,7613,7ee5801a246ce1127f290b3c92a8b4d8b3586035d2c184079bd170e42fc77c3e,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,[5 O sante Dee.] [11 raccogliendo.] [15 ch'a quest'ora qui volto ho 'l] [20 m'è.] [23 Eccomi presto.] [24,sì nemica (MARTELLI L.) Voi che lieti pascete ad Arno intorno (ARRIGHI B.) Voi che volgete il vostro alto disio,materialized_in_record_artifact,historical_non_sonnet_poetry,data/processed/project_gutenberg_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,1670182,1677830,7ee5801a246ce1127f290b3c92a8b4d8b3586035d2c184079bd170e42fc77c3e
pg7121:seg0001,7121,17b92b7f169e18e37bd4456baff0a5b2bf74f94eb73313293a146c7ffc075fea,0,500253,500253,17b92b7f169e18e37bd4456baff0a5b2bf74f94eb73313293a146c7ffc075fea,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Charles Franks, and the Distributed Proofreading Team. Ringraziamo la ""Bibliothèque National",erno Italiano avrebbe usato a nostro riguardo!... Seguitiamo dunque i carabinieri e andiamo dal sor Delegato... FINE,materialized_in_record_artifact,nineteenth_century_bridge,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0001.txt,261824,765018,17b92b7f169e18e37bd4456baff0a5b2bf74f94eb73313293a146c7ffc075fea
pg7151:seg0001,7151,2146498b419dd49c651acc7d21b376a03f162f2be53b032f0c603765c8b54040,0,472432,472432,2146498b419dd49c651acc7d21b376a03f162f2be53b032f0c603765c8b54040,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Charles Franks, and the Distributed Proofreading Team. Giuseppe Garibaldi Cleli","compivano due osceni ed esecrandi tradimenti, ai quali riscontro non può offrire alcuna pagina della storia del mondo.",materialized_in_record_artifact,nineteenth_century_bridge,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0001.txt,765019,1240118,2146498b419dd49c651acc7d21b376a03f162f2be53b032f0c603765c8b54040
pg7781:seg0001,7781,bde0c83eece058be9e383ccc2ca9c75460b1663eeb808658539adb9c171ff82b,0,131489,131489,bde0c83eece058be9e383ccc2ca9c75460b1663eeb808658539adb9c171ff82b,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Claudio Paganelli, Carlo Traverso, Charles Franks and the Online Distributed Proofreading Team. This is a co","canal, Nuova York, 1906; Morse, Mars and its mystery, Boston, 1906; Lowell, Mars the abode of life. Nuova York, 1908.]",materialized_in_record_artifact,nineteenth_century_bridge,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0001.txt,1240119,1372650,bde0c83eece058be9e383ccc2ca9c75460b1663eeb808658539adb9c171ff82b
pg9641:seg0001,9641,42563191525d35036e2bfcf43997c747e94f43585cb59a13c3c682730adeec4a,0,221857,221857,42563191525d35036e2bfcf43997c747e94f43585cb59a13c3c682730adeec4a,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Claudio Paganelli, Carlo Traverso, Charles Franks and the Online Distributed Proofreading Team. Thi",balli. L'uomo baciò la figlia: poi la vide suggere da un seno avidissimamente: poi si volse ad Alzor:--Io sarò con te!,materialized_in_record_artifact,nineteenth_century_bridge,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0001.txt,1372651,1596324,42563191525d35036e2bfcf43997c747e94f43585cb59a13c3c682730adeec4a
pg10215:seg0001,10215,9940b9ffc4c9624e69c8235f338bededb7b68ea2cb709c41795a3c914376124a,0,1193927,1193927,9940b9ffc4c9624e69c8235f338bededb7b68ea2cb709c41795a3c914376124a,include_record_text,nineteenth_century_bridge,retained_primary_text,,"We thank the ""Biblioteca Sormani"" di Milano that has provided the images. This book has been completed in cooperation w","il lettore, anche tra il sonno e la veglia, non seppe coglierla da per sè, quando teneva il libro fra le mani. FINE",materialized_in_record_artifact,nineteenth_century_bridge,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0001.txt,1596325,2799986,9940b9ffc4c9624e69c8235f338bededb7b68ea2cb709c41795a3c914376124a
pg11206:seg0001,11206,a3336b06ac9178ab77b5b531220f7791a6b7e6bcfad89c33ae6a0140831cd5ed,0,129021,129021,a3336b06ac9178ab77b5b531220f7791a6b7e6bcfad89c33ae6a0140831cd5ed,include_record_text,nineteenth_century_bridge,retained_primary_text,,Please note: There were places where the subscripts of the chemical equations could not be read nor found on the interne,Urati Urea Ureometri Urobilina Urocromo Uroeritrina Xantina Worm-Muller (reattivo di) Zucchero di canna,materialized_in_record_artifact,nineteenth_century_bridge,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0001.txt,2799987,2929837,a3336b06ac9178ab77b5b531220f7791a6b7e6bcfad89c33ae6a0140831cd5ed
pg11492:seg0001,11492,879eeb1cabefea2530c69e8bcba0f8fd24d167719a789634d25339c6dd1cb622,0,209631,209631,879eeb1cabefea2530c69e8bcba0f8fd24d167719a789634d25339c6dd1cb622,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Gerolamo Rovetta Il Tenente dei Lancieri ROMANZO Sesto S. Giovanni, 1916. I. La ditta portava il nome del pad","vero il nostro figliuolo!... Chissà, a quest'ora, dove sarà! Maddalena... di', di'... Maddalena, dove sarà?... FINE.",materialized_in_record_artifact,nineteenth_century_bridge,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0001.txt,2929838,3141264,879eeb1cabefea2530c69e8bcba0f8fd24d167719a789634d25339c6dd1cb622
pg11497:seg0001,11497,e0869181aa7dbbdea5be49abcda434f2715174e377db140990a9aaabe2b44117,0,378346,378346,e0869181aa7dbbdea5be49abcda434f2715174e377db140990a9aaabe2b44117,include_record_text,nineteenth_century_bridge,retained_primary_text,,VALENZIA CANDIANO RACCONTO DI GIUSEPPE ROVANI AUTORE DEL LAMBERTO MALATESTA MILANO PRESSO LA TIPOGRAFIA DI VINCEN,"otto la tutela delle vigenti Leggi e Convenzioni fra gli Stati Italiani, essendosi adempiuto a quanto esse prescrivono.",materialized_in_record_artifact,nineteenth_century_bridge,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0001.txt,3141265,3525044,e0869181aa7dbbdea5be49abcda434f2715174e377db140990a9aaabe2b44117
pg11644:seg0001,11644,3d56d70b62f6230cf9bcd07099aef8c9a4646a09292cf3a53e52653acd69ea72,0,658035,658035,3d56d70b62f6230cf9bcd07099aef8c9a4646a09292cf3a53e52653acd69ea72,include_record_text,nineteenth_century_bridge,retained_primary_text,,LA NOTTE DEL COMMENDATORE Racconto di ANTON GIULIO BARRILI CAPITOLO PRIMO. Nel quale si vede che il diavolo non è,"re, dopo essersi voltato sul fianco buono, si pigliò un sonno che aveva pur meritato. Lettori, svegliatevi voi. FINE.",materialized_in_record_artifact,nineteenth_century_bridge,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0001.txt,3525045,4188264,3d56d70b62f6230cf9bcd07099aef8c9a4646a09292cf3a53e52653acd69ea72
pg11684:seg0001,11684,94c97c30ff39fb3cea6e24850ece1c1f4761d48bc382b126d7556cac5e233c34,0,17942,17942,94c97c30ff39fb3cea6e24850ece1c1f4761d48bc382b126d7556cac5e233c34,include_record_text,historical_general,retained_primary_text,,PIETRO METASTASIO IL SOGNO DI SCIPIONE Azione teatrale allusiva alle sfortunate campagne delle armi Austriache in Ita,"seren: E rispetti la diva incostante Quella fronda che porti sul crine, L'alma grande che chiudi nel sen.",materialized_in_record_artifact,historical_general,data/processed/project_gutenberg_resolved_v1/historical_general/part-0001.txt,0,18095,94c97c30ff39fb3cea6e24850ece1c1f4761d48bc382b126d7556cac5e233c34
pg11685:seg0001,11685,42b77233a10ade5a36490e666a8a3438b1be1b022d61e71f2b2c81bfc705acc4,0,29494,29494,42b77233a10ade5a36490e666a8a3438b1be1b022d61e71f2b2c81bfc705acc4,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,"PIETRO METASTASIO L'ENDIMIONE INTERLOCUTORI DIANA. ENDIMIONE. AMORE in abito di cacciatore, so",i resti in seno. Nè venga a disturbar Chi bene amar desia La fredda gelosia Col suo veleno. FINE.,materialized_in_record_artifact,historical_non_sonnet_poetry,data/processed/project_gutenberg_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,1677831,1707471,42b77233a10ade5a36490e666a8a3438b1be1b022d61e71f2b2c81bfc705acc4
pg11724:seg0001,11724,6580ee8cca414fc712eb981806de05bd294f5cbf340d2a96b6a7d761dc9efc72,0,268297,268297,6580ee8cca414fc712eb981806de05bd294f5cbf340d2a96b6a7d761dc9efc72,include_record_text,nineteenth_century_bridge,retained_primary_text,,"LUCIANO ZÙCCOLI ROBERTA MILANO FRATELLI TREVES, EDITORI 1919. PREFAZIONE. Sarebbe difficile dire quali foss","ra d'una galleria come in una voragine profonda. FINE. _Bogliasco, luglio 1896._ _Blevio, febbraio 1897._",materialized_in_record_artifact,nineteenth_century_bridge,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0001.txt,4188265,4458758,6580ee8cca414fc712eb981806de05bd294f5cbf340d2a96b6a7d761dc9efc72
pg12446:seg0001,12446,2950fa833e11c6b170deacfc98f1f006ce92afbbb80f3639fa89ff3ca9da56e6,0,378761,378761,2950fa833e11c6b170deacfc98f1f006ce92afbbb80f3639fa89ff3ca9da56e6,include_record_text,nineteenth_century_bridge,retained_primary_text,,"LUCIANO ZÙCCOLI IL DESIGNATO ROMANZO NUOVA EDIZIONE riveduta dall'autore MILANO FRATELLI TREVES, EDITORI Ottavo","e prove, dimostrarle come tutto io sapessi comprendere.... _Milano, ottobre 1893--aprile 1894._ FINE. [Blank page]",materialized_in_record_artifact,nineteenth_century_bridge,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0001.txt,4458759,4840001,2950fa833e11c6b170deacfc98f1f006ce92afbbb80f3639fa89ff3ca9da56e6
pg13627:seg0001,13627,6e5f864dbb6fa5f699e157def93e5740f8adea2e6d0ef01cfba2ce76ff25ba3a,0,424750,424750,6e5f864dbb6fa5f699e157def93e5740f8adea2e6d0ef01cfba2ce76ff25ba3a,include_record_text,nineteenth_century_bridge,retained_primary_text,,EMILIO PRAGA MEMORIE DEL PRESBITERIO SCENE DI PROVINCIA TORINO F. CASANOVA. LIBRAIO--EDITORE Via Accademia de,eva pena perchè mi pareva una irriverenza verso le tristi memorie che il suo incontro mi suscitava nell'animo. FINE.,materialized_in_record_artifact,nineteenth_century_bridge,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0001.txt,4840002,5267899,6e5f864dbb6fa5f699e157def93e5740f8adea2e6d0ef01cfba2ce76ff25ba3a
pg15136:seg0001,15136,2a57990aef0433d54525b42fbe7d3e855a8542b2cd2b7154e03c01e975388a05,0,533093,533093,2a57990aef0433d54525b42fbe7d3e855a8542b2cd2b7154e03c01e975388a05,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,"Carlo Traverso, Claudio Paganelli and Distributed Proofreaders AMEDEIDE POEMA EROICO DI GABRIELLO CHIABRERA.",geo le navi inghiotte. FINE. _V._ PAOLO AMEDEO GIOVANELLI Prev. a S. Don. _Rev. Arc._ _V._ Per la Stampa MARONE.,materialized_in_record_artifact,historical_non_sonnet_poetry,data/processed/project_gutenberg_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,1707472,2244623,2a57990aef0433d54525b42fbe7d3e855a8542b2cd2b7154e03c01e975388a05
pg15139:seg0001,15139,d1cab76111db2403a9c1b3ab2ef68ac87f9d0ff9eb355b5cd7f2e33f0652adcf,0,30497,30497,d1cab76111db2403a9c1b3ab2ef68ac87f9d0ff9eb355b5cd7f2e33f0652adcf,include_record_text,historical_general,retained_primary_text,,Produced In Memory of Sabine Glaser NOTIZIE DEL,"Padova non ha quindi, nemmeno per questa parte, _che invidiare a qualunque altro dei più ricchi e celebrati d'Europa_.",materialized_in_record_artifact,historical_general,data/processed/project_gutenberg_resolved_v1/historical_general/part-0001.txt,18096,48720,d1cab76111db2403a9c1b3ab2ef68ac87f9d0ff9eb355b5cd7f2e33f0652adcf
pg16489:seg0001,16489,57209a2dd291f451e0afab4aa9ff021b847b3ebe7339eed623cf1048b9c7a39e,0,162815,162815,57209a2dd291f451e0afab4aa9ff021b847b3ebe7339eed623cf1048b9c7a39e,include_record_text,nineteenth_century_bridge,retained_primary_text,,Produced by Massimiliano Zattera and the Distributed Proofreaders Europe team (http://dp.rastko.net),piaceri in primavera » II. Dei piaceri in estate » III. Dei piaceri in autunno » IV. Dei piaceri in inverno,materialized_in_record_artifact,nineteenth_century_bridge,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0001.txt,5267900,5432199,57209a2dd291f451e0afab4aa9ff021b847b3ebe7339eed623cf1048b9c7a39e
pg16920:seg0001,16920,be6ef9621cbd227dc0610681fb43f3bacd9fbcc172fc3d782ee3c6bbff2cb4f2,0,313070,313070,be6ef9621cbd227dc0610681fb43f3bacd9fbcc172fc3d782ee3c6bbff2cb4f2,include_record_text,nineteenth_century_bridge,retained_primary_text,,Produced by Massimiliano Zattera and the Distributed proofreaders Europe team (http://dp.rastko.net/),alla litografia f.a.r.a.p. S. Giovanni in Persiceto (Bo) Aprile 1974,materialized_in_record_artifact,nineteenth_century_bridge,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0001.txt,5432200,5748577,be6ef9621cbd227dc0610681fb43f3bacd9fbcc172fc3d782ee3c6bbff2cb4f2
pg16952:seg0001,16952,8ac5a57641245a7be66b818d788d255edcc98af166976f9906cc8408c18039d5,0,176274,176274,8ac5a57641245a7be66b818d788d255edcc98af166976f9906cc8408c18039d5,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Paganelli and the Online Distributed Proofreading Team at https://www.pgdp.net (This file wa",o!--domandarono ad un tempo il re dei Citrulli e il suo ministro. --Circondandolo di cretini--rispose Canella. FINE.,materialized_in_record_artifact,nineteenth_century_bridge,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0001.txt,5748578,5925754,8ac5a57641245a7be66b818d788d255edcc98af166976f9906cc8408c18039d5
pg16980:seg0001,16980,f8f2c75a860cb9b1898f5c3db1ff159eae12539cff6760a67fea9ebc2924272b,0,284872,284872,f8f2c75a860cb9b1898f5c3db1ff159eae12539cff6760a67fea9ebc2924272b,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Paganelli and the Online Distributed Proofreading Team at https://www.pgdp.net. (This file w","rollino. Lo spirito, all'estremo, s'era rifugiato in quel sogno, e aveva varcato il confine. FINE. [Illustration]",materialized_in_record_artifact,nineteenth_century_bridge,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0001.txt,5925755,6212723,f8f2c75a860cb9b1898f5c3db1ff159eae12539cff6760a67fea9ebc2924272b
pg17440:seg0001,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,0,2457,2457,a1ee61528911b6a8b1f03e7c68f582dc32dd612202637b07bd4696428f76641c,exclude_non_primary_or_english_text,excluded,english_dedication_and_front_matter,,"Produced by Louise Hope, Paul Murray and the Online Distributed Proofreading Team at http://www.pgdp.net (This file was","Obliged, and most _Faithful Servant,_ John James Heidegger. * * * * *",not_materialized_by_segment_decision,excluded_or_quarantined_source_segment,,,,
pg17440:seg0002,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,2457,2533,76,dddf5eb7ef959bf5c4d7ddd6b6e024f7cda78e40d37e164c023a8ea64c71b910,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,"Personaggi. Dramatis Personæ Amadigi di Gaula Eroe, amante di Oriana.","Personaggi. Dramatis Personæ Amadigi di Gaula Eroe, amante di Oriana.",materialized_in_record_artifact,historical_non_sonnet_poetry,data/processed/project_gutenberg_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,2244624,2244701,dddf5eb7ef959bf5c4d7ddd6b6e024f7cda78e40d37e164c023a8ea64c71b910
pg17440:seg0003,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,2533,2594,61,eb8a0e9289bcfb97a936588d88a36b9734c737b596e13dfa05e439b6ea7d836b,exclude_parallel_english_translation,excluded,parallel_english_block,,"_Amadis_ of _Gaul_, a famous Heroe, in love with _Oriana_.","_Amadis_ of _Gaul_, a famous Heroe, in love with _Oriana_.",not_materialized_by_segment_decision,excluded_or_quarantined_source_segment,,,,
pg17440:seg0004,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,2594,2804,210,af5a7ee35bb93dc5561e4674a7c20e134f5190122ed549baccced3975a6a50f7,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,"Sig. Cav. _Nicolino Grimaldi_. Dardano, Prencipe di Tracia. _Dardanus_, Prince of _Thracia_. Sig. _Dia","of _Thracia_. Sig. _Diana Vico_. Oriana, Figlia del' Rè dell' Isole fortunate. Sig. _Anastasia Robinson_.",materialized_in_record_artifact,historical_non_sonnet_poetry,data/processed/project_gutenberg_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,2244702,2244913,af5a7ee35bb93dc5561e4674a7c20e134f5190122ed549baccced3975a6a50f7
pg17440:seg0005,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,2804,2863,59,5e71f798e42a3ce3fa68f5c33bb8e67bcbfc7ccf2d3ea086dab372e73f39f349,exclude_parallel_english_translation,excluded,parallel_english_block,,"_Oriana_, Daughter of the King of the Fortunate Islands.","_Oriana_, Daughter of the King of the Fortunate Islands.",not_materialized_by_segment_decision,excluded_or_quarantined_source_segment,,,,
pg17440:seg0006,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,2863,3017,154,2428fb2496e944f1a14d355906b294c0536cecef3328d5e198ca04457d0f0e6f,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,"Mrs. _Anastasia Robinson_. Melissa, Maga Amante Di Amadigi. Sig. _Elisabetta Pilotta Schiavonetti, di S","Melissa, Maga Amante Di Amadigi. Sig. _Elisabetta Pilotta Schiavonetti, di S.A.R. la Principessa di Galles_.",materialized_in_record_artifact,historical_non_sonnet_poetry,data/processed/project_gutenberg_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,2244914,2245068,2428fb2496e944f1a14d355906b294c0536cecef3328d5e198ca04457d0f0e6f
pg17440:seg0007,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,3017,3069,52,382d8848bf9ab952a6bd738e0b381d07bbff28774fe20515ed3677a58503ed90,exclude_parallel_english_translation,excluded,parallel_english_block,,"_Melissa_, an Enchantress, in love with _Amadis_.","_Melissa_, an Enchantress, in love with _Amadis_.",not_materialized_by_segment_decision,excluded_or_quarantined_source_segment,,,,
pg17440:seg0008,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,3069,3070,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,,,materialized_in_record_artifact,historical_non_sonnet_poetry,data/processed/project_gutenberg_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,2245069,2245070,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
pg17440:seg0009,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,3070,3177,107,517d634eb40022a73199932ff47db307086d84691b44ee4ec7ba290abfa9edc2,exclude_parallel_english_translation,excluded,parallel_english_block,,"Sig. _Elizabetta Pilotta Schiavonetti_, Servant to her Royal Highness the Princess of _Wales_.","Sig. _Elizabetta Pilotta Schiavonetti_, Servant to her Royal Highness the Princess of _Wales_.",not_materialized_by_segment_decision,excluded_or_quarantined_source_segment,,,,
