candidate_id,ebook_id,title,source_record_authors,poem_author,poem_author_resolution,period_bucket,source_archive,source_url,source_kind,stanza_pattern,line_count,first_line,last_line,character_start,character_end,source_text_sha256,cleaned_source_text_sha256,candidate_decision,manual_review_resolution,manual_review_rationale,exact_reference_ids,near_reference_ids,heldout_reference_ids,duplicate_gutenberg_candidate_ids,final_role,activation_status,artifact_status,shard_path,byte_start,byte_end,cleaned_character_count,cleaned_byte_count,cleaned_line_count,cleaned_sha256
pg17687:char23046-23653,17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",,pending_candidate_level_attribution_audit,nineteenth_century_bridge,Project Gutenberg,https://www.gutenberg.org/ebooks/17687,structural_14_line,14,14,Innalzan l'incensier' l'aroma a spire,mentre indaga alle tombe il Villanuova.,23046,23653,13248106a7a9adf7134667e131c1f7b8baf95fed3c5c78507e61e8190899acd6,7ed87ea994d4b33b256d97ca7abc8c5d62176b220a73a3cc2a70845611dfc9ba,eligible_standard_sonnet_pending_processed_build,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,,,,,standard_sonnets,eligible_pending_v7_and_poem_attribution,standard_sonnet_materialized_pending_v7,data/processed/project_gutenberg_resolved_v1/standard_sonnets/part-0001.txt,0,525,525,525,14,7ed87ea994d4b33b256d97ca7abc8c5d62176b220a73a3cc2a70845611dfc9ba
pg17687:char23660-24237,17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",,pending_candidate_level_attribution_audit,nineteenth_century_bridge,Project Gutenberg,https://www.gutenberg.org/ebooks/17687,structural_14_line,8-6,14,Corse tra selve oscure e paurose,e cavalcate di Madonne e Magi.,23660,24237,c462b9eca08da91ea169d8afb817d4f7ceaf1a9154b34311702c7c9c0b2e31e0,ceeda8142fe096ec8fe81a50fdad9eeb9524788acec7e35773460ddcd5078f00,eligible_standard_sonnet_pending_processed_build,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,,,,,standard_sonnets,eligible_pending_v7_and_poem_attribution,standard_sonnet_materialized_pending_v7,data/processed/project_gutenberg_resolved_v1/standard_sonnets/part-0001.txt,526,1025,496,499,14,ceeda8142fe096ec8fe81a50fdad9eeb9524788acec7e35773460ddcd5078f00
pg17687:char24631-25234,17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",,pending_candidate_level_attribution_audit,nineteenth_century_bridge,Project Gutenberg,https://www.gutenberg.org/ebooks/17687,structural_14_line,8-6,14,"Io son la bella Oriana e il seggio mio,",vengan le Dame in lunga carovana.,24631,25234,851f6bdc4596b1a15bce297a35f1e22c52eb615e5e0351654716d47a4faa0c90,56180e6bab819d0f3c7595269c25ccb91b0147f6f211c538ad3f5060cd5fdcb3,eligible_standard_sonnet_pending_processed_build,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,,,,,standard_sonnets,eligible_pending_v7_and_poem_attribution,standard_sonnet_materialized_pending_v7,data/processed/project_gutenberg_resolved_v1/standard_sonnets/part-0001.txt,1026,1551,522,525,14,56180e6bab819d0f3c7595269c25ccb91b0147f6f211c538ad3f5060cd5fdcb3
pg17687:char25247-25851,17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",,pending_candidate_level_attribution_audit,nineteenth_century_bridge,Project Gutenberg,https://www.gutenberg.org/ebooks/17687,structural_14_line,8-6,14,"E noi veniamo a te, strana Maliarda,",squilla per noi la più ardita canzone.,25247,25851,f100b442ff53750af3ebba12fad740ae66069857cd7152a9830047ad8d07cb03,881e2c57d8e2b99ae9b9c608f7a452803885af42ad221baa3bf9314403945a95,eligible_standard_sonnet_pending_processed_build,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,,,,,standard_sonnets,eligible_pending_v7_and_poem_attribution,standard_sonnet_materialized_pending_v7,data/processed/project_gutenberg_resolved_v1/standard_sonnets/part-0001.txt,1552,2075,521,523,14,881e2c57d8e2b99ae9b9c608f7a452803885af42ad221baa3bf9314403945a95
pg17687:char25863-26470,17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",,pending_candidate_level_attribution_audit,nineteenth_century_bridge,Project Gutenberg,https://www.gutenberg.org/ebooks/17687,structural_14_line,8-6,14,"E noi veniamo a te, strana Sirena,",sotto il bacio dei tuoi fatali Eletti.,25863,26470,2d5b6ce2788ac3d9b066e3c04f4f9f51491e077316606dbbfb5a03ac6be4bc51,2ffc97080438e9fa0e8247cd99c45ffe4473cf3a79d582adf21c7f11ba49fdbb,eligible_standard_sonnet_pending_processed_build,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,,,,,standard_sonnets,eligible_pending_v7_and_poem_attribution,standard_sonnet_materialized_pending_v7,data/processed/project_gutenberg_resolved_v1/standard_sonnets/part-0001.txt,2076,2601,524,525,14,2ffc97080438e9fa0e8247cd99c45ffe4473cf3a79d582adf21c7f11ba49fdbb
pg17687:char26498-27090,17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",,pending_candidate_level_attribution_audit,nineteenth_century_bridge,Project Gutenberg,https://www.gutenberg.org/ebooks/17687,structural_14_line,8-6,14,"E noi ridiam di te, delle Chimere,",la triste forma della Maga Oriana.,26498,27090,d762e04b8f08c1fc1d9d1255d4c0135420917207df8acaaf401dcf0e0dc9d44f,9ae4045bdbc4e156ab24493170c01a5fd1c9bfb39267966345582203ab0a4c13,eligible_standard_sonnet_pending_processed_build,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,,,,,standard_sonnets,eligible_pending_v7_and_poem_attribution,standard_sonnet_materialized_pending_v7,data/processed/project_gutenberg_resolved_v1/standard_sonnets/part-0001.txt,2602,3111,509,509,14,9ae4045bdbc4e156ab24493170c01a5fd1c9bfb39267966345582203ab0a4c13
pg17687:char27208-27818,17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",,pending_candidate_level_attribution_audit,nineteenth_century_bridge,Project Gutenberg,https://www.gutenberg.org/ebooks/17687,structural_14_line,8-6,14,S'erge il trono di bronzo e stanno intorno,aspettan la Sua vista riverenti.,27208,27818,169d74b71bcbb6c3149a4cd9f60998a9a9af46dab9a714ed15fb77aaff97aeb3,1d8134293334497ef414c2c677700b004acf2bddb9727f1efc90b31e4899783f,eligible_standard_sonnet_pending_processed_build,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,,,,,standard_sonnets,eligible_pending_v7_and_poem_attribution,standard_sonnet_materialized_pending_v7,data/processed/project_gutenberg_resolved_v1/standard_sonnets/part-0001.txt,3112,3645,529,533,14,1d8134293334497ef414c2c677700b004acf2bddb9727f1efc90b31e4899783f
pg17687:char27989-28569,17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",,pending_candidate_level_attribution_audit,nineteenth_century_bridge,Project Gutenberg,https://www.gutenberg.org/ebooks/17687,structural_14_line,8-6,14,"Libero il cuore e con l'acuta mente,","«Mondo, al vegliar delle coscienze ardite.»",27989,28569,305d189ee159cec5f559793c5bda7050728d5908e6fb0b9219fd8124560498f2,404c4237c555e2a10fd4061b5af430df892e543932c77617a310e0a7b6a8ab6e,eligible_standard_sonnet_pending_processed_build,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,,,,,standard_sonnets,eligible_pending_v7_and_poem_attribution,standard_sonnet_materialized_pending_v7,data/processed/project_gutenberg_resolved_v1/standard_sonnets/part-0001.txt,3646,4154,497,508,14,404c4237c555e2a10fd4061b5af430df892e543932c77617a310e0a7b6a8ab6e
pg17687:char28746-29347,17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",,pending_candidate_level_attribution_audit,nineteenth_century_bridge,Project Gutenberg,https://www.gutenberg.org/ebooks/17687,structural_14_line,8-6,14,«I ricchi mercatanti di Tangeri,"«a ridur perle ed ambre e argento eletto,",28746,29347,c1bd2b635933297e5e08265e55f532d07e9bbd01ba10f1f8cca8d88228dec5d3,3f0b5d23163c013b317157516087804f895a8d11e258572a5ffbb493a0ecd5c8,eligible_standard_sonnet_pending_processed_build,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,,,,,standard_sonnets,eligible_pending_v7_and_poem_attribution,standard_sonnet_materialized_pending_v7,data/processed/project_gutenberg_resolved_v1/standard_sonnets/part-0001.txt,4155,4690,520,535,14,3f0b5d23163c013b317157516087804f895a8d11e258572a5ffbb493a0ecd5c8
pg17687:char29523-30128,17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",,pending_candidate_level_attribution_audit,nineteenth_century_bridge,Project Gutenberg,https://www.gutenberg.org/ebooks/17687,structural_14_line,8-6,14,"«Quindi, vagare le galee vermiglie,",«e guida nuda Oriana e strofe e coro.,29523,30128,c91241bb46109c2608e8801c44e7b0470d90b6aace70a57128746677b7a406c7,66fb55fca9ef1f81cd15a961742a4cccd55e753bc21bf06fabc997e6a5b5532f,eligible_standard_sonnet_pending_processed_build,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,,,,,standard_sonnets,eligible_pending_v7_and_poem_attribution,standard_sonnet_materialized_pending_v7,data/processed/project_gutenberg_resolved_v1/standard_sonnets/part-0001.txt,4691,5230,524,539,14,66fb55fca9ef1f81cd15a961742a4cccd55e753bc21bf06fabc997e6a5b5532f
pg17687:char30304-30903,17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",,pending_candidate_level_attribution_audit,nineteenth_century_bridge,Project Gutenberg,https://www.gutenberg.org/ebooks/17687,structural_14_line,8-6,14,"«Ma Oriana sta nelli ampi suoi verzieri,",«corrente mette capo ad Acheronte.»,30304,30903,c1e17a645d7af1b64e178a24c6f7e34e89b277c48ff147fa5d1c34ad7cdd91ea,cc3ee3c6ca3e73607818c2c475f21e659e8b2c3642b81c1f95898be8696bb7b9,eligible_standard_sonnet_pending_processed_build,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,,,,,standard_sonnets,eligible_pending_v7_and_poem_attribution,standard_sonnet_materialized_pending_v7,data/processed/project_gutenberg_resolved_v1/standard_sonnets/part-0001.txt,5231,5762,516,531,14,cc3ee3c6ca3e73607818c2c475f21e659e8b2c3642b81c1f95898be8696bb7b9
pg17687:char31066-31661,17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",,pending_candidate_level_attribution_audit,nineteenth_century_bridge,Project Gutenberg,https://www.gutenberg.org/ebooks/17687,structural_14_line,8-6,14,Ed ammonia: «Così io; dalla stanza,«dei biondi teschi accorrà lo sparviere.»,31066,31661,979edc795d1b4b8692d983160f0a32f8e22e2f8acccc223539d6b66f4c9c6fb2,28c768e73442669afdbf5129b221eee3c3665ac618cd202a6c43724fa4ab1eba,eligible_standard_sonnet_pending_processed_build,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,,,,,standard_sonnets,eligible_pending_v7_and_poem_attribution,standard_sonnet_materialized_pending_v7,data/processed/project_gutenberg_resolved_v1/standard_sonnets/part-0001.txt,5763,6295,514,532,14,28c768e73442669afdbf5129b221eee3c3665ac618cd202a6c43724fa4ab1eba
pg17687:char32034-32629,17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",,pending_candidate_level_attribution_audit,nineteenth_century_bridge,Project Gutenberg,https://www.gutenberg.org/ebooks/17687,structural_14_line,8-6,14,"Prostesa Ella fatale e sovrumana,","«Sempre sperando nel sogno, o Fratelli!»",32034,32629,ac1543480a1b5880ced8108495ec441b1f2e12317471b195c57760e602cf744f,c87619109e165c193d5a8b1481b8d1446a9a178bce4c5ddb34ffdafd9e5d1ad9,eligible_standard_sonnet_pending_processed_build,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,,,,,standard_sonnets,eligible_pending_v7_and_poem_attribution,standard_sonnet_materialized_pending_v7,data/processed/project_gutenberg_resolved_v1/standard_sonnets/part-0001.txt,6296,6818,512,522,14,c87619109e165c193d5a8b1481b8d1446a9a178bce4c5ddb34ffdafd9e5d1ad9
pg17687:char32809-33389,17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",,pending_candidate_level_attribution_audit,nineteenth_century_bridge,Project Gutenberg,https://www.gutenberg.org/ebooks/17687,structural_14_line,8-6,14,Videro le Galee rider dal mare,veleggiar per region' non pria tentate.,32809,33389,49f44eaef2aaa35469c49b0e6aeca4bf05a1887aa4fc58503108efbf20c2e8bd,4c75df881e57f6321199873aecc6b68d1f8ce37d8d0f89c7410a4dcfeb40ae02,eligible_standard_sonnet_pending_processed_build,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,,,,,standard_sonnets,eligible_pending_v7_and_poem_attribution,standard_sonnet_materialized_pending_v7,data/processed/project_gutenberg_resolved_v1/standard_sonnets/part-0001.txt,6819,7321,497,502,14,4c75df881e57f6321199873aecc6b68d1f8ce37d8d0f89c7410a4dcfeb40ae02
pg17687:char33574-34163,17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",,pending_candidate_level_attribution_audit,nineteenth_century_bridge,Project Gutenberg,https://www.gutenberg.org/ebooks/17687,structural_14_line,8-6,14,«Già le bracie splendettero ai fornelli,dell'Or che l'alambicco non appaga.,33574,34163,ceaccc66af0d7099db3ff4248fc08feba45201092e9eba59cf75b7ac997c135e,0f0b45afcafaed15468e856b6ec013f1d0a06b3eb2a3697df8dac66dc4d87f00,eligible_standard_sonnet_pending_processed_build,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,,,,,standard_sonnets,eligible_pending_v7_and_poem_attribution,standard_sonnet_materialized_pending_v7,data/processed/project_gutenberg_resolved_v1/standard_sonnets/part-0001.txt,7322,7835,508,513,14,0f0b45afcafaed15468e856b6ec013f1d0a06b3eb2a3697df8dac66dc4d87f00
pg17687:char34343-34933,17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",,pending_candidate_level_attribution_audit,nineteenth_century_bridge,Project Gutenberg,https://www.gutenberg.org/ebooks/17687,structural_14_line,8-6,14,Acrasia c'invitava ai suoi festini,"oltre al Signor, siede Illusione in groppa:",34343,34933,d96e53dde694a4e9ff7290abe91e45934fcd93b63cc664bae5690e173ba6b403,a2befbd3ca0cb4e0f1ebc15dab17d782a7c56d0fdcea0cd15c3656281672635a,eligible_standard_sonnet_pending_processed_build,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,,,,,standard_sonnets,eligible_pending_v7_and_poem_attribution,standard_sonnet_materialized_pending_v7,data/processed/project_gutenberg_resolved_v1/standard_sonnets/part-0001.txt,7836,8348,509,512,14,a2befbd3ca0cb4e0f1ebc15dab17d782a7c56d0fdcea0cd15c3656281672635a
pg17687:char35123-35704,17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",,pending_candidate_level_attribution_audit,nineteenth_century_bridge,Project Gutenberg,https://www.gutenberg.org/ebooks/17687,structural_14_line,8-6,14,Suonâr le note or meste ed or giulive,a ricercare il Verbo dell'Amore.,35123,35704,81f63655c4e3105d86b382c3bd6ae5dc5480f7ae67503d31d33ff5e000cab799,587aa437026a6c1c172582cf3f978ad0fb2348d5a9f77225df9e0210f028f989,eligible_standard_sonnet_pending_processed_build,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,,,,,standard_sonnets,eligible_pending_v7_and_poem_attribution,standard_sonnet_materialized_pending_v7,data/processed/project_gutenberg_resolved_v1/standard_sonnets/part-0001.txt,8349,8851,498,502,14,587aa437026a6c1c172582cf3f978ad0fb2348d5a9f77225df9e0210f028f989
pg17687:char35901-36511,17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",,pending_candidate_level_attribution_audit,nineteenth_century_bridge,Project Gutenberg,https://www.gutenberg.org/ebooks/17687,structural_14_line,8-6,14,"Disse Gloriana, e via per le fiorite","salutasse all'arrivo, erto in sul lito.",35901,36511,e9e3a2cc2c444abfd8bd373951151f30cb90fd27e67f57d048312e9847c94ce6,b3e7845f46d03d959c5639490a7c67d49424791fa22f916863a12eaf4a8778df,eligible_standard_sonnet_pending_processed_build,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,,,,,standard_sonnets,eligible_pending_v7_and_poem_attribution,standard_sonnet_materialized_pending_v7,data/processed/project_gutenberg_resolved_v1/standard_sonnets/part-0001.txt,8852,9382,527,530,14,b3e7845f46d03d959c5639490a7c67d49424791fa22f916863a12eaf4a8778df
pg17687:char36698-37296,17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",,pending_candidate_level_attribution_audit,nineteenth_century_bridge,Project Gutenberg,https://www.gutenberg.org/ebooks/17687,structural_14_line,8-6,14,"Più avanti, avanti ancora. I miei palazzi,",baci alle donne ed anima ai misteri!,36698,37296,62d99c8dd6b7b2a1391fff2bb49a10827292b75977ee57139463304962f62041,d7f7322cd4cc1ab2c03681cb747e639383a69602fea66bba1bfc90c00724bc24,eligible_standard_sonnet_pending_processed_build,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,,,,,standard_sonnets,eligible_pending_v7_and_poem_attribution,standard_sonnet_materialized_pending_v7,data/processed/project_gutenberg_resolved_v1/standard_sonnets/part-0001.txt,9383,9900,515,517,14,d7f7322cd4cc1ab2c03681cb747e639383a69602fea66bba1bfc90c00724bc24
pg17687:char37474-38085,17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",,pending_candidate_level_attribution_audit,nineteenth_century_bridge,Project Gutenberg,https://www.gutenberg.org/ebooks/17687,structural_14_line,8-6,14,E ancora e sempre avanti; e se i palagi,come vessillo per l'immensa piana.,37474,38085,2e7c5c982043cde4dc2f934c31858bcf73d319226ccd78853a0f4716928d9b1b,b520f04b469408587d4ad55cd71cdee63c3950898725cca121a4bfb6bcfecd11,eligible_standard_sonnet_pending_processed_build,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,,,,,standard_sonnets,eligible_pending_v7_and_poem_attribution,standard_sonnet_materialized_pending_v7,data/processed/project_gutenberg_resolved_v1/standard_sonnets/part-0001.txt,9901,10430,528,529,14,b520f04b469408587d4ad55cd71cdee63c3950898725cca121a4bfb6bcfecd11
