ebook_id,title,authors,source_archive,source_url,plain_text_url,catalog_snapshot_version,catalog_copyright,media_type,rights_basis,reuse_scope,terms_url,required_notice,acquired_date,acquisition_evidence,text_modifications,downstream_note,artifact_status
6938,"Rime di Tullia d'Aragona, cortigiana del secolo XVI","Aragona, Tullia d'",Project Gutenberg,https://www.gutenberg.org/ebooks/6938,https://www.gutenberg.org/ebooks/6938.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-09,reports/project_gutenberg_fulltext_probe_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
7121,Da Firenze a Digione: Impressioni di un reduce Garibaldino,"Socci, Ettore",Project Gutenberg,https://www.gutenberg.org/ebooks/7121,https://www.gutenberg.org/ebooks/7121.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-10,reports/project_gutenberg_fulltext_probe_pass_1b_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
7151,Clelia: Il governo dei preti - Romanzo storico politico,"Garibaldi, Giuseppe",Project Gutenberg,https://www.gutenberg.org/ebooks/7151,https://www.gutenberg.org/ebooks/7151.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-09,reports/project_gutenberg_fulltext_probe_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
7781,La Vita Sul Pianeta Marte,"Schiaparelli, G. V. (Giovanni Virginio)",Project Gutenberg,https://www.gutenberg.org/ebooks/7781,https://www.gutenberg.org/ebooks/7781.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-10,reports/project_gutenberg_fulltext_probe_pass_1b_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
9641,Ugo: Scene del secolo X,"Bazzero, Ambrogio",Project Gutenberg,https://www.gutenberg.org/ebooks/9641,https://www.gutenberg.org/ebooks/9641.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-09,reports/project_gutenberg_fulltext_probe_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
10215,"Manfredo Palavicino, o, I Francesi e gli Sforzeschi: Storia Italiana","Rovani, Giuseppe",Project Gutenberg,https://www.gutenberg.org/ebooks/10215,https://www.gutenberg.org/ebooks/10215.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-09,reports/project_gutenberg_fulltext_probe_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
11206,Compendio di Chimica Fisiologica,"Cominelli, A. (Alfredo)",Project Gutenberg,https://www.gutenberg.org/ebooks/11206,https://www.gutenberg.org/ebooks/11206.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-10,reports/project_gutenberg_fulltext_probe_pass_1b_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
11492,Il Tenente dei Lancieri: Romanzo,"Rovetta, Gerolamo",Project Gutenberg,https://www.gutenberg.org/ebooks/11492,https://www.gutenberg.org/ebooks/11492.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-10,reports/project_gutenberg_fulltext_probe_pass_1b_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
11497,Valenzia Candiano: Racconto,"Rovani, Giuseppe",Project Gutenberg,https://www.gutenberg.org/ebooks/11497,https://www.gutenberg.org/ebooks/11497.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-09,reports/project_gutenberg_fulltext_probe_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
11644,La notte del Commendatore,"Barrili, Anton Giulio",Project Gutenberg,https://www.gutenberg.org/ebooks/11644,https://www.gutenberg.org/ebooks/11644.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-10,reports/project_gutenberg_fulltext_probe_pass_1b_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
11684,Il sogno di Scipione,"Metastasio, Pietro",Project Gutenberg,https://www.gutenberg.org/ebooks/11684,https://www.gutenberg.org/ebooks/11684.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-09,reports/project_gutenberg_fulltext_probe_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
11685,L'Endimione,"Metastasio, Pietro",Project Gutenberg,https://www.gutenberg.org/ebooks/11685,https://www.gutenberg.org/ebooks/11685.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-09,reports/project_gutenberg_fulltext_probe_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
11724,Roberta,"Zùccoli, Luciano",Project Gutenberg,https://www.gutenberg.org/ebooks/11724,https://www.gutenberg.org/ebooks/11724.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-10,reports/project_gutenberg_fulltext_probe_pass_1b_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
12446,Il Designato: Romanzo,"Zùccoli, Luciano",Project Gutenberg,https://www.gutenberg.org/ebooks/12446,https://www.gutenberg.org/ebooks/12446.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-10,reports/project_gutenberg_fulltext_probe_pass_1b_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
13627,Memorie del Presbiterio: Scene di Provincia,"Praga, Emilio",Project Gutenberg,https://www.gutenberg.org/ebooks/13627,https://www.gutenberg.org/ebooks/13627.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-09,reports/project_gutenberg_fulltext_probe_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
15136,Amedeide: Poema eroico,"Chiabrera, Gabriello",Project Gutenberg,https://www.gutenberg.org/ebooks/15136,https://www.gutenberg.org/ebooks/15136.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-09,reports/project_gutenberg_fulltext_probe_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
15139,Notizie del pubblico giardino de' semplici di Padova compilate intorno l'anno 1771,"Marsili, Giovanni",Project Gutenberg,https://www.gutenberg.org/ebooks/15139,https://www.gutenberg.org/ebooks/15139.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-09,reports/project_gutenberg_fulltext_probe_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
16489,"Igiene dei piaceri secondo le età, i temperamenti e le stagioni","Debay, A. (Auguste)",Project Gutenberg,https://www.gutenberg.org/ebooks/16489,https://www.gutenberg.org/ebooks/16489.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-09,reports/project_gutenberg_fulltext_probe_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
16920,Venere ed Imene al tribunale della penitenza: manuale dei confessori,"Bouvier, J. B. (Jean Baptiste)",Project Gutenberg,https://www.gutenberg.org/ebooks/16920,https://www.gutenberg.org/ebooks/16920.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-09,reports/project_gutenberg_fulltext_probe_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
16952,In chiave di baritono,"Ghislanzoni, Antonio",Project Gutenberg,https://www.gutenberg.org/ebooks/16952,https://www.gutenberg.org/ebooks/16952.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-09,reports/project_gutenberg_fulltext_probe_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
16980,Mia: Romanzo,Memini,Project Gutenberg,https://www.gutenberg.org/ebooks/16980,https://www.gutenberg.org/ebooks/16980.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-09,reports/project_gutenberg_fulltext_probe_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
17440,"Amadis of Gaul, an opera: As it is perform'd at the King's Theatre in the Hay-market","Haym, Nicola Francesco",Project Gutenberg,https://www.gutenberg.org/ebooks/17440,https://www.gutenberg.org/ebooks/17440.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-09,reports/project_gutenberg_fulltext_probe_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_after_source_specific_extraction_pending_build
17671,Poesie scelte,"Pellico, Silvio",Project Gutenberg,https://www.gutenberg.org/ebooks/17671,https://www.gutenberg.org/ebooks/17671.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-09,reports/project_gutenberg_fulltext_probe_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",Project Gutenberg,https://www.gutenberg.org/ebooks/17687,https://www.gutenberg.org/ebooks/17687.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-10,reports/project_gutenberg_fulltext_probe_pass_1b_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
17834,La Zaffetta: Raccolta di rarissimi opuscoli italiani degli XV e XVI secoli II,"Venier, Lorenzo",Project Gutenberg,https://www.gutenberg.org/ebooks/17834,https://www.gutenberg.org/ebooks/17834.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-09,reports/project_gutenberg_fulltext_probe_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_after_source_specific_extraction_pending_build
17836,Nel paese dei dollari: Tre anni a New-York,"Rossi, Adolfo",Project Gutenberg,https://www.gutenberg.org/ebooks/17836,https://www.gutenberg.org/ebooks/17836.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-10,reports/project_gutenberg_fulltext_probe_pass_1b_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
17837,Beatrice Cenci: Storia del secolo XVI,"Guerrazzi, Francesco Domenico",Project Gutenberg,https://www.gutenberg.org/ebooks/17837,https://www.gutenberg.org/ebooks/17837.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-09,reports/project_gutenberg_fulltext_probe_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
17849,La contessa di Karolystria: Storia tragicomica,"Ghislanzoni, Antonio",Project Gutenberg,https://www.gutenberg.org/ebooks/17849,https://www.gutenberg.org/ebooks/17849.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-09,reports/project_gutenberg_fulltext_probe_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
17850,La pergamena distrutta: Romanzo del secolo XVI,"Mulazzi, Virginia",Project Gutenberg,https://www.gutenberg.org/ebooks/17850,https://www.gutenberg.org/ebooks/17850.txt.utf-8,project_gutenberg_italian_inventory_v1,False,Text,Gutendex copyright=False and record-level Project Gutenberg public-domain statement,underlying ebook marked public domain in the USA; jurisdiction-specific status must be checked,https://www.gutenberg.org/policy/permission.html,retain eBook landing-page provenance and do not imply Project Gutenberg endorsement,2026-08-10,reports/project_gutenberg_fulltext_probe_pass_1b_v1.json,Gutenberg boilerplate removed; audited source/segment exclusions applied; spelling and punctuation preserved,Project Gutenberg trademark and redistribution terms remain applicable to Gutenberg-branded distribution,eligible_standard_core_pending_processed_build
