unit_id,source_group,source_id,title,author,source_archive,source_url,epoch_bucket,final_role,canonical_priority,final_decision,quarantine_status,attribution_id,logical_character_count,logical_byte_count,logical_sha256,storage_kind,storage_path,byte_start,byte_end,activation_status,training_eligible
bibit:record:bibit000014,bibit,bibit000014,Agide,"Alfieri, Vittorio",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000014,700,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000014,62077,62687,4cbe5e8205f8f13d99c44fea90a37c312555957b5fd8cacf37eda965c96c0261,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,40048,102735,inactive_pending_v7,true
bibit:record:bibit000015,bibit,bibit000015,Bruto primo,"Alfieri, Vittorio",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000015,700,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000015,58094,58745,86968d05c5efbdbce049aed69e1c233e48656eafcb7f8e13fca8dcba74ea5e3d,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,1069539,1128284,inactive_pending_v7,true
bibit:record:bibit000016,bibit,bibit000016,Bruto secondo,"Alfieri, Vittorio",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000016,700,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000016,61593,62268,3fb0cd897b1f509c9793f190da7a62eb228f52627dc732f1e384a4e356a4a1ae,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,1128285,1190553,inactive_pending_v7,true
bibit:record:bibit000017,bibit,bibit000017,Agamennone,"Alfieri, Vittorio",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000017,700,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000017,59371,59983,7813241c57faf154e82210b039ef7b3ca9579cfbd9d8656d185e6b22486bb6ba,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,1190554,1250537,inactive_pending_v7,true
bibit:record:bibit000018,bibit,bibit000018,De vulgari eloquentia,"Alighieri, Dante",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000018,300,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000018,80554,80749,f4811c8e701bcae9a7630982dc0fa3789a2c13ba3ec03e216fef9ccc5784cfc1,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,1250538,1331287,inactive_pending_v7,true
bibit:record:bibit000019,bibit,bibit000019,Commedia,"Alighieri, Dante",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000019,300,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000019,529428,536116,c7dc08388fa5b8ca9f8c056e75b38de4af961f12b01d63f742cb87c7d14b1ce5,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,102736,638852,inactive_pending_v7,true
bibit:record:bibit000020,bibit,bibit000020,Il dedalione o ver del poeta,"Ammirato, Scipione",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000020,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000020,67941,68691,dcf80db3a06028c09ab402b32c09cfee48335357095d958535aa6a8a8c9c66db,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,1331288,1399979,inactive_pending_v7,true
bibit:record:bibit000021,bibit,bibit000021,Cronica,Anonimo romano,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000021,300,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000021,366364,369234,ff0e101aada3124ee5aabddac187f3a28603cce898102059ba691a7ea3a6d3c8,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,1399980,1769214,inactive_pending_v7,true
bibit:record:bibit000022,bibit,bibit000022,Lettere sull'arte,"Aretino, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000022,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000022,1119313,1131358,623c5eae7047c7fb8890cc3f068d6c5569f5839317ea7e4b8c868abfbefbbb85,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,1769215,2900573,inactive_pending_v7,true
bibit:record:bibit000023,bibit,bibit000023,I suppositi,"Ariosto, Ludovico",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000023,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000023,88924,89825,b5f8446729dce597bbcd29aabc23bd5b73a6840851250c037c02dd16d631068e,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,2900574,2990399,inactive_pending_v7,true
bibit:record:bibit000024,bibit,bibit000024,Rime,"Ariosto, Ludovico",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000024,500,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000024,106116,107360,5601331537cdd78c46adb7c105dd883bcf1909bb879b3e41f2e9a62bc67075cc,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,638853,746213,inactive_pending_v7,true
bibit:record:bibit000025,bibit,bibit000025,Satire,"Ariosto, Ludovico",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000025,500,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000025,72056,74135,516137a685144bb0c45961e208ee6fb2fa156dd040d50199be94af8cc2e4e6b4,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,746214,820349,inactive_pending_v7,true
bibit:record:bibit000026,bibit,bibit000026,Cinque canti,"Ariosto, Ludovico",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000026,500,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000026,170753,172416,0ffca05a7177765de0f5d1625f7ca8f60804ecf5ef9289790b447ee7e53c14da,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,820350,992766,inactive_pending_v7,true
bibit:record:bibit000027,bibit,bibit000027,Cassaria,"Ariosto, Ludovico",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000027,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000027,92251,93272,2cf71f135a665f85e03697ea258e7100cc5cb8cb1f6900cb06420faa391296e8,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,2990400,3083672,inactive_pending_v7,true
bibit:record:bibit000028,bibit,bibit000028,Iscrizioni obituarie della cattedrale,Non definito,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000028,200,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000028,8854,8902,8434e2fa421e626f50fb826649a719decf8ef1eb2df45b5b8f58d8849bd5f3c0,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,3083673,3092575,inactive_pending_v7,true
bibit:record:bibit000030,bibit,bibit000030,Novella del grasso legnaiuolo,Non definito,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000030,400,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000030,75448,76598,01d4d04f45cc3b61e4cccddd6265e03da17a554a45eb3d5543221786bc29bdfc,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,3092576,3169174,inactive_pending_v7,true
bibit:record:bibit000031,bibit,bibit000031,Della Eloquenza,"Barbaro, Daniele Matteo Alvise",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000031,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000031,228209,231311,0ebdc87c53f44ba80b80532d5891d4ec00e369105202ec956d47a5376a3b3b2c,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,3169175,3400486,inactive_pending_v7,true
bibit:record:bibit000032,bibit,bibit000032,Dei delitti e delle pene,"Beccaria, Cesare",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000032,800,nineteenth_century_bridge,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000032,163322,166031,a22ea0d095aa2ef97203670c7c45c6a54775011de4e5167ac36a036e1b6ac225,existing_committed_slice,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,0,166031,inactive_pending_v7,true
bibit:record:bibit000034,bibit,bibit000034,Prose della volgar lingua,"Bembo, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000034,500,historical_general,1,exclude_fully_covered_by_preferred_canonical,excluded,attr:bibit:bibit000034,0,0,,none,,,,inactive_excluded,false
bibit:record:bibit000035,bibit,bibit000035,Asolani,"Bembo, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000035,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000035,333730,337503,c8821d520d4b5ea98cc0e4ab2c5290602fa2b5316151c66d23b7d140723df680,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,3776253,4113756,inactive_pending_v7,true
bibit:record:bibit000036,bibit,bibit000036,Poesie politiche e romanze,"Berchet, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000036,800,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000036,106433,108756,1db81bef8e5cdf4f73b7e505592222bb87f625aecb0d883d05f1a3e3935ce815,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,992767,1101523,inactive_pending_v7,true
bibit:record:bibit000037,bibit,bibit000037,Breve considerazione intorno al componimento de la comedia de' nostri tempi,"Pino, Bernardino",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000037,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000037,41752,42390,9203e7fede5c6433b03794d256c83f264fcc51690b23914ade2a2ac8bf6d4a7a,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,4113757,4156147,inactive_pending_v7,true
bibit:record:bibit000038,bibit,bibit000038,Rime,"Berni, Francesco",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000038,500,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000038,126493,127908,b37c9c525c9bbd374123c3b645c81cdef61f995d5c2850a3cf792601f7e489ff,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,1101524,1229432,inactive_pending_v7,true
bibit:record:bibit000039,bibit,bibit000039,Corbaccio,"Boccaccio, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000039,300,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000039,169428,171330,92ca044c313cb37db38f8b3b3e89ec17af4175616d5dcfdb05186a987c317b54,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,4156148,4327478,inactive_pending_v7,true
bibit:record:bibit000040,bibit,bibit000040,Rime,"Boccaccio, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000040,300,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000040,44332,44726,fe1d5974c61fc6f3953ea323a29278a11fed522b1a0f5a3ce189f700ccf789ed,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,1229433,1274159,inactive_pending_v7,true
bibit:record:bibit000041,bibit,bibit000041,Teseida,"Boccaccio, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000041,300,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000041,364731,368543,2384e9ef565a84ed2a43b3374ea2645159a162e9978ad7fd964c95c62b9f2b8b,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,1274160,1642703,inactive_pending_v7,true
bibit:record:bibit000042,bibit,bibit000042,Filocolo,"Boccaccio, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000042,300,historical_general,1,exclude_fully_covered_by_preferred_canonical,excluded,attr:bibit:bibit000042,0,0,,none,,,,inactive_excluded,false
bibit:record:bibit000043,bibit,bibit000043,Elegia di Madonna Fiammetta,"Boccaccio, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000043,300,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000043,333739,337527,dd4d3d9780f47ae17db262e83dcb562882de0c8211c356a3965d1a7e7cd18d91,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,5553361,5890888,inactive_pending_v7,true
bibit:record:bibit000044,bibit,bibit000044,Caccia di Diana,"Boccaccio, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000044,300,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000044,37900,38293,19e95fc2b0a2dcabab8adbf97c8a5d6b46a080a964378472d41dba56d44dadee,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,1642704,1680997,inactive_pending_v7,true
bibit:record:bibit000045,bibit,bibit000045,Amorosa visione,"Boccaccio, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000045,300,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000045,158117,159949,aa7307ebd61d87f8c3bfdd63d664d54da0e518ee63cbb8f0987fa781f3561794,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,1680998,1840947,inactive_pending_v7,true
bibit:record:bibit000046,bibit,bibit000046,Filostrato,"Boccaccio, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000046,300,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000046,209881,212812,e13df871fae4dc31943e54a00bc714848685591e73933707d95fbb0c9696a7ba,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,1840948,2053760,inactive_pending_v7,true
bibit:record:bibit000047,bibit,bibit000047,Ninfale fiesolano,"Boccaccio, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000047,300,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000047,143975,147917,c70b988fc066321af453b03088403ad30653fb39fca13d0574a69fdc841def58,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,2053761,2201678,inactive_pending_v7,true
bibit:record:bibit000048,bibit,bibit000048,Amorum libri,"Boiardo, Matteo Maria",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000048,400,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000048,48898,49414,d5d436ed7f9849cd33995c878971128d9236f375c444fb7f9bc81a1b2c1e64b1,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,2201679,2251093,inactive_pending_v7,true
bibit:record:bibit000049,bibit,bibit000049,Orlando innamorato,"Boiardo, Matteo Maria",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000049,400,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000049,1349040,1361767,137f65aeb0f5116bd99bb83be6147f46860c5bb219c5d17f3343660eca827d3c,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,2251094,3612861,inactive_pending_v7,true
bibit:record:bibit000050,bibit,bibit000050,Candelaio,"Bruno, Giordano",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000050,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000050,213850,218751,f02a39a2bd9ce3befe31194f7beb2335dd7fa38be209cc1f7c6fda67cb16cd2a,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,5890889,6109640,inactive_pending_v7,true
bibit:record:bibit000051,bibit,bibit000051,Prologhi,"Tasso, Torquato",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000051,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000051,11660,11772,ca7fe86a9381c907ff9f1ad282de4775d2f844da4273933140d9578bef3e0d71,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,6109641,6121413,inactive_pending_v7,true
bibit:record:bibit000052,bibit,bibit000052,Caio Gracco,"Monti, Vincenzo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000052,700,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000052,86108,86762,0671576fd850bf92dcee1941c044c21dcf6a9f3e7ad5a4a02fa881044eaa72af,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,6121414,6208176,inactive_pending_v7,true
bibit:record:bibit000053,bibit,bibit000053,Poesie,"Corsellini, Pietro (detto Canterino)",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000053,400,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000053,3583,3630,fc5bcf5dc78080d9c1fe37be24b1ddfd3d7fabe380a5ad818a647fe75de0746d,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,3612862,3616492,inactive_pending_v7,true
bibit:record:bibit000055,bibit,bibit000055,Novellino,Non definito,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000055,200,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000055,146361,148955,761b0f4189dab1a82ecc727b63a6d9e573fa4de3cda63b5baa198cf6c4f57ca8,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,6208177,6357132,inactive_pending_v7,true
bibit:record:bibit000056,bibit,bibit000056,Relazione di Marino Cavalli (1551),"Cavalli, Marino",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000056,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000056,46091,46499,cb26a2a3270d175ec9db596e95908f8f9901f0a16e66c4b6d93fdb2020465e76,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,6357133,6403632,inactive_pending_v7,true
bibit:record:bibit000057,bibit,bibit000057,Re Torrismondo,"Tasso, Torquato",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000057,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000057,128960,130064,cf2db19062fd52a08f4884255c285f74d0849e222e218d733a9f73a86711ba01,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,6403633,6533697,inactive_pending_v7,true
bibit:record:bibit000058,bibit,bibit000058,Operette morali d'Isocrate,"Leopardi, Giacomo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000058,800,nineteenth_century_bridge,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000058,127588,128794,f9f97074302ce48579fff2d6150f32af90bb05ab363f609e16160b9213d78f42,existing_committed_slice,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,166032,294826,inactive_pending_v7,true
bibit:record:bibit000059,bibit,bibit000059,Polissena,"Carmignani, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000059,700,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000059,85700,87122,83a9616ec77c56b8b49d36e1f47ef396f89cec4cce68990898b50c43fb5b06bb,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,6533698,6620820,inactive_pending_v7,true
bibit:record:bibit000060,bibit,bibit000060,Discorsi sopra gli uomini illustri di Plutarco,"Foscolo, Ugo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000060,800,nineteenth_century_bridge,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000060,1789,1814,c1241095bea2a7cfd3bdcfb585c1d49f925da54cc4cda04edb14aa05f15f7afc,existing_committed_slice,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,294827,296641,inactive_pending_v7,true
bibit:record:bibit000062,bibit,bibit000062,Così fan tutte,"Da Ponte, Lorenzo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000062,700,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000062,64282,65657,9a424d94ee49026eeaf9e5b7580cf98ab3dc0293ceb8f97ac66e54f6329b58cf,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,6620821,6686478,inactive_pending_v7,true
bibit:record:bibit000064,bibit,bibit000064,Studii di bibliografia analitica,"Manzoni, Giacomo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000064,800,nineteenth_century_bridge,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000064,53509,53818,0696c1ee58de6e87ee0d6489e6cdbeda7836c439cdd029afcf80e103622b481d,existing_committed_slice,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,296642,350460,inactive_pending_v7,true
bibit:record:bibit000065,bibit,bibit000065,Rime,"Di Tarsia, Galeazzo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000065,500,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000065,12405,12517,aa08a0aa733557d70a16c0b164f54d33e60a73896fa80455f004ab421bf1111b,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,3616493,3629010,inactive_pending_v7,true
bibit:record:bibit000066,bibit,bibit000066,Notizie istoriche e geografiche sulla città e chiesa arcivescovile di Damiata,"Leopardi, Giacomo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000066,800,nineteenth_century_bridge,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000066,9309,9394,d3a26d86a0cf96d4887a42406890c3df0a0efd468c0e403ebeddfb5f3aedb2a3,existing_committed_slice,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,350461,359855,inactive_pending_v7,true
bibit:record:bibit000067,bibit,bibit000067,Carteggio,"Giraldi Cinzio, Giambattista",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000067,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit000067,634489,638489,4b9f77252293e3e5aa75fc96511fc9766597d15b7b84634968513665d632287a,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,6686479,7324968,inactive_pending_v7,true
