attribution_id,source_group,origin_id,source_archive,title,author,source_url,rights_label,license_url,required_notice,modification_notice,upstream_attribution_artifact,activation_status
attr:bibit:bibit000019,bibit,bibit000019,Biblioteca Italiana,Commedia,"Alighieri, Dante",http://www.bibliotecaitaliana.it/scheda/bibit000019,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000020,bibit,bibit000020,Biblioteca Italiana,Il dedalione o ver del poeta,"Ammirato, Scipione",http://www.bibliotecaitaliana.it/scheda/bibit000020,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000021,bibit,bibit000021,Biblioteca Italiana,Cronica,Anonimo romano,http://www.bibliotecaitaliana.it/scheda/bibit000021,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000022,bibit,bibit000022,Biblioteca Italiana,Lettere sull'arte,"Aretino, Pietro",http://www.bibliotecaitaliana.it/scheda/bibit000022,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000023,bibit,bibit000023,Biblioteca Italiana,I suppositi,"Ariosto, Ludovico",http://www.bibliotecaitaliana.it/scheda/bibit000023,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000024,bibit,bibit000024,Biblioteca Italiana,Rime,"Ariosto, Ludovico",http://www.bibliotecaitaliana.it/scheda/bibit000024,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000025,bibit,bibit000025,Biblioteca Italiana,Satire,"Ariosto, Ludovico",http://www.bibliotecaitaliana.it/scheda/bibit000025,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000026,bibit,bibit000026,Biblioteca Italiana,Cinque canti,"Ariosto, Ludovico",http://www.bibliotecaitaliana.it/scheda/bibit000026,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000027,bibit,bibit000027,Biblioteca Italiana,Cassaria,"Ariosto, Ludovico",http://www.bibliotecaitaliana.it/scheda/bibit000027,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000028,bibit,bibit000028,Biblioteca Italiana,Iscrizioni obituarie della cattedrale,Non definito,http://www.bibliotecaitaliana.it/scheda/bibit000028,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000030,bibit,bibit000030,Biblioteca Italiana,Novella del grasso legnaiuolo,Non definito,http://www.bibliotecaitaliana.it/scheda/bibit000030,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000031,bibit,bibit000031,Biblioteca Italiana,Della Eloquenza,"Barbaro, Daniele Matteo Alvise",http://www.bibliotecaitaliana.it/scheda/bibit000031,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000032,bibit,bibit000032,Biblioteca Italiana,Dei delitti e delle pene,"Beccaria, Cesare",http://www.bibliotecaitaliana.it/scheda/bibit000032,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000034,bibit,bibit000034,Biblioteca Italiana,Prose della volgar lingua,"Bembo, Pietro",http://www.bibliotecaitaliana.it/scheda/bibit000034,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000035,bibit,bibit000035,Biblioteca Italiana,Asolani,"Bembo, Pietro",http://www.bibliotecaitaliana.it/scheda/bibit000035,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000036,bibit,bibit000036,Biblioteca Italiana,Poesie politiche e romanze,"Berchet, Giovanni",http://www.bibliotecaitaliana.it/scheda/bibit000036,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000037,bibit,bibit000037,Biblioteca Italiana,Breve considerazione intorno al componimento de la comedia de' nostri tempi,"Pino, Bernardino",http://www.bibliotecaitaliana.it/scheda/bibit000037,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000038,bibit,bibit000038,Biblioteca Italiana,Rime,"Berni, Francesco",http://www.bibliotecaitaliana.it/scheda/bibit000038,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000039,bibit,bibit000039,Biblioteca Italiana,Corbaccio,"Boccaccio, Giovanni",http://www.bibliotecaitaliana.it/scheda/bibit000039,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000040,bibit,bibit000040,Biblioteca Italiana,Rime,"Boccaccio, Giovanni",http://www.bibliotecaitaliana.it/scheda/bibit000040,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000041,bibit,bibit000041,Biblioteca Italiana,Teseida,"Boccaccio, Giovanni",http://www.bibliotecaitaliana.it/scheda/bibit000041,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000042,bibit,bibit000042,Biblioteca Italiana,Filocolo,"Boccaccio, Giovanni",http://www.bibliotecaitaliana.it/scheda/bibit000042,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000043,bibit,bibit000043,Biblioteca Italiana,Elegia di Madonna Fiammetta,"Boccaccio, Giovanni",http://www.bibliotecaitaliana.it/scheda/bibit000043,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000044,bibit,bibit000044,Biblioteca Italiana,Caccia di Diana,"Boccaccio, Giovanni",http://www.bibliotecaitaliana.it/scheda/bibit000044,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000045,bibit,bibit000045,Biblioteca Italiana,Amorosa visione,"Boccaccio, Giovanni",http://www.bibliotecaitaliana.it/scheda/bibit000045,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000046,bibit,bibit000046,Biblioteca Italiana,Filostrato,"Boccaccio, Giovanni",http://www.bibliotecaitaliana.it/scheda/bibit000046,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000047,bibit,bibit000047,Biblioteca Italiana,Ninfale fiesolano,"Boccaccio, Giovanni",http://www.bibliotecaitaliana.it/scheda/bibit000047,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000048,bibit,bibit000048,Biblioteca Italiana,Amorum libri,"Boiardo, Matteo Maria",http://www.bibliotecaitaliana.it/scheda/bibit000048,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000049,bibit,bibit000049,Biblioteca Italiana,Orlando innamorato,"Boiardo, Matteo Maria",http://www.bibliotecaitaliana.it/scheda/bibit000049,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000050,bibit,bibit000050,Biblioteca Italiana,Candelaio,"Bruno, Giordano",http://www.bibliotecaitaliana.it/scheda/bibit000050,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000051,bibit,bibit000051,Biblioteca Italiana,Prologhi,"Tasso, Torquato",http://www.bibliotecaitaliana.it/scheda/bibit000051,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000052,bibit,bibit000052,Biblioteca Italiana,Caio Gracco,"Monti, Vincenzo",http://www.bibliotecaitaliana.it/scheda/bibit000052,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000053,bibit,bibit000053,Biblioteca Italiana,Poesie,"Corsellini, Pietro (detto Canterino)",http://www.bibliotecaitaliana.it/scheda/bibit000053,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000055,bibit,bibit000055,Biblioteca Italiana,Novellino,Non definito,http://www.bibliotecaitaliana.it/scheda/bibit000055,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000056,bibit,bibit000056,Biblioteca Italiana,Relazione di Marino Cavalli (1551),"Cavalli, Marino",http://www.bibliotecaitaliana.it/scheda/bibit000056,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000057,bibit,bibit000057,Biblioteca Italiana,Re Torrismondo,"Tasso, Torquato",http://www.bibliotecaitaliana.it/scheda/bibit000057,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000058,bibit,bibit000058,Biblioteca Italiana,Operette morali d'Isocrate,"Leopardi, Giacomo",http://www.bibliotecaitaliana.it/scheda/bibit000058,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000059,bibit,bibit000059,Biblioteca Italiana,Polissena,"Carmignani, Giovanni",http://www.bibliotecaitaliana.it/scheda/bibit000059,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000060,bibit,bibit000060,Biblioteca Italiana,Discorsi sopra gli uomini illustri di Plutarco,"Foscolo, Ugo",http://www.bibliotecaitaliana.it/scheda/bibit000060,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000062,bibit,bibit000062,Biblioteca Italiana,Così fan tutte,"Da Ponte, Lorenzo",http://www.bibliotecaitaliana.it/scheda/bibit000062,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000064,bibit,bibit000064,Biblioteca Italiana,Studii di bibliografia analitica,"Manzoni, Giacomo",http://www.bibliotecaitaliana.it/scheda/bibit000064,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000065,bibit,bibit000065,Biblioteca Italiana,Rime,"Di Tarsia, Galeazzo",http://www.bibliotecaitaliana.it/scheda/bibit000065,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000066,bibit,bibit000066,Biblioteca Italiana,Notizie istoriche e geografiche sulla città e chiesa arcivescovile di Damiata,"Leopardi, Giacomo",http://www.bibliotecaitaliana.it/scheda/bibit000066,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
attr:bibit:bibit000067,bibit,bibit000067,Biblioteca Italiana,Carteggio,"Giraldi Cinzio, Giambattista",http://www.bibliotecaitaliana.it/scheda/bibit000067,personal/scientific non-commercial use; public reuse requires citation,http://www.bibliotecaitaliana.it/,Credit Biblioteca Italiana and cite the work-level TEI source; commercial reuse is prohibited.,Canonical duplicate and verified embedded-sonnet spans may be removed; retained spelling and punctuation are preserved.,data/metadata/bibit_historical_attribution.md,inactive_pending_v7
