segment_id,record_id,source_sha256,character_start,character_end,character_count,segment_sha256,segment_decision,final_role,reason,reference_ids,start_anchor,end_anchor,activation_status,artifact_status,output_shard_path,output_byte_start,output_byte_end,output_sha256
ll:2344213:seg0002,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,5940,6461,521,5946dcba20b310d2f4ef4338df9d40c9f8c8f8707cc59451e65288d25ce29f81,exclude_isolated_sonnet_from_broader_text,excluded,sonnet_isolated_from_broader_stage,v6:dante_i_a_ciascun_alma_presa_e_gentil_core,"A ciascun'alma presa, e gentil core, nel cui cospetto ven lo dir presente, in ciò che mi rescrivan suo parvente, salu","ormendo. Poi la svegliava, e d'esto core ardendo lei paventosa umilmente pascea: appresso gir lo ne vedea piangendo.",inactive_pending_cross_archive_freeze,not_materialized,,,,
ll:2344213:seg0003,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,6461,12584,6123,1edf81ba8477b3ccb0eda27a9e1e0fdad906c48378d6340b586fc377eb42364a,include_broader_text,historical_non_sonnet_poetry,retained_primary_text,,"Questo sonetto si divide in due parti; che la prima parte saluto e domando risponsione, ne la seconda significo a che s","nde. E dissi allora questi due sonetti, li quali comincia lo primo: ""Piangete, amanti,"" e lo secondo: ""Morte villana"".",inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/liber_liber_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,367299,373469,1edf81ba8477b3ccb0eda27a9e1e0fdad906c48378d6340b586fc377eb42364a
ll:2344213:seg0004,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,12584,13100,516,e1f95c952e283b7ad883d65c8a0fd152aec788f4e86a97ec46cd5b5b1fb97cb5,exclude_isolated_sonnet_from_broader_text,excluded,sonnet_isolated_from_broader_stage,v6:dante_vi_piangete_amanti_poi_che_piange_amore,"Piangete, amanti, poi che piange Amore, udendo qual cagion lui fa plorare. Amor sente a Pietà donne chiamare, mostran","ine avenente; e riguardava ver lo ciel sovente, ove l'alma gentil già locata era, che donna fu di sì gaia sembianza.",inactive_pending_cross_archive_freeze,not_materialized,,,,
ll:2344213:seg0005,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,13100,16356,3256,d573d9536c0635d91dfcbdd39198bdbf2911c3db68131e69f3564c898937879f,include_broader_text,historical_non_sonnet_poetry,retained_primary_text,,Questo primo sonetto si divide in tre parti: ne la prima chiamo e sollìcito li fedeli d'Amore a piangere e dico che lo,"ed accompagnato da molti sospiri. Appresso lo giorno, cominciai di ciò questo sonetto, lo quale comincia ""Cavalcando"".",inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/liber_liber_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,373470,376761,d573d9536c0635d91dfcbdd39198bdbf2911c3db68131e69f3564c898937879f
ll:2344213:seg0006,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,16356,16850,494,79320a811d4d47168c00930895ec015282e37ecdf38e1c2819a3985834b237b8,exclude_isolated_sonnet_from_broader_text,excluded,sonnet_isolated_from_broader_stage,v6:dante_viii_cavalcando_l_altr_ier_per_un_cammin,"Cavalcando l'altr'ier per un cammino, pensoso de l'andar che mi sgradia, trovai Amore in mezzo de la via in abito leg","volere; e rècolo a servir novo piacere». Allora presi di lui sì gran parte, ch'elli disparve, e non m'accorsi come.",inactive_pending_cross_archive_freeze,not_materialized,,,,
ll:2344213:seg0007,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,16850,25983,9133,a0681d23016923a383e0d0c7d89e02dd256f437996cd3cbb45dbbb48b0a9c5f6,include_broader_text,historical_non_sonnet_poetry,retained_primary_text,,"Questo sonetto ha tre parti: ne la prima parte dico sì com'io trovai Amore, e quale mi parea; ne la seconda dico quello","nse volontade di scriverne parole rimate; e dìssine allora questo sonetto, lo quale comincia: ""Tutti li miei pensier"".",inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/liber_liber_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,376762,385999,a0681d23016923a383e0d0c7d89e02dd256f437996cd3cbb45dbbb48b0a9c5f6
ll:2344213:seg0008,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,25983,26490,507,bdd1e2832ee7b8a75a44b40e90bec84513471592aab10e9953c90f470c3b3a59,exclude_isolated_sonnet_from_broader_text,excluded,sonnet_isolated_from_broader_stage,v6:dante_x_tutti_li_miei_penser_parlan_d_amore,"Tutti li miei pensier parlan d'Amore; e hanno in loro sì gran varietate, ch'altro mi fa voler sua potestate, altro fo","orosa erranza. E se con tutti vòi far accordanza, convènemi chiamar la mia nemica, madonna la Pietà, che mi difenda.",inactive_pending_cross_archive_freeze,not_materialized,,,,
ll:2344213:seg0009,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,26490,30255,3765,e86d3a89cd433b95bc75977a05ea5b5dd95cae7f3c86d2abbb7b0239128fda12,include_broader_text,historical_non_sonnet_poetry,retained_primary_text,,Questo sonetto in quattro parti si può dividere: ne la prima dico e soppongo che tutti li miei pensieri sono d'Amore; n,"che venissero per avventura ne la sua audienza. E allora dissi questo sonetto, lo quale comincia: ""Con l'altre donne"".",inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/liber_liber_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,386000,389797,e86d3a89cd433b95bc75977a05ea5b5dd95cae7f3c86d2abbb7b0239128fda12
ll:2344213:seg0010,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,30255,30771,516,e9dbbe9d9d52faf45d7e9c3bcd89826ca86425b6ce23375f8580c8ba29daad9f,exclude_isolated_sonnet_from_broader_text,excluded,sonnet_isolated_from_broader_stage,v6:dante_xi_con_l_altre_donne_mia_vista_gabbate,"Con l'altre donne mia vista gabbate, e non pensate, donna, onde si mova ch'io vi rassembri sì figura nova quando rigu","vui: ond'io mi cangio in figura d'altrui, ma non sì ch'io non senta bene allore li guai de li scacciati tormentosi.",inactive_pending_cross_archive_freeze,not_materialized,,,,
ll:2344213:seg0011,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,30771,32643,1872,92c79de5ccdd27132dc37a2002d8bec22797bc409c3680ef305d1c1a58c31494,include_broader_text,historical_non_sonnet_poetry,retained_primary_text,,"Questo sonetto non divido in parti, però che la divisione non si fa se non per aprire la sentenzia de la cosa divisa; o","ponesse anche di quello che mi diviene presso di lei; e dissi questo sonetto, lo quale comincia: ""Ciò che m'incontra"".",inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/liber_liber_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,389798,391694,92c79de5ccdd27132dc37a2002d8bec22797bc409c3680ef305d1c1a58c31494
ll:2344213:seg0012,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,32643,33186,543,25ee2ad49d6264389d47534a83eedbef09d81038af753b6e9baafd688ccfd060,exclude_isolated_sonnet_from_broader_text,excluded,sonnet_isolated_from_broader_stage,v6:dante_xii_ciò_che_m_incontra_ne_la_mente_more,"Ciò che m'incontra ne la mente, more, quand'i' vegno a veder voi, bella gioia; e quand'io vi son presso, i' sento Amo","per la pietà, che 'l vostro gabbo ancide, la qual si cria ne la vista morta de li occhi, c'hanno di lor morte voglia.",inactive_pending_cross_archive_freeze,not_materialized,,,,
ll:2344213:seg0013,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,33186,35199,2013,92bf1a04bb0c7effb67ee74166be1252740a2f50879736a450d612fc93e02816,include_broader_text,historical_non_sonnet_poetry,retained_primary_text,,Questo sonetto si divide in due parti: ne la prima dico la cagione per che non mi tengo di gire presso di questa donna;,"difendea, ma finalmente disconfiggea la mia poca vita. E però dissi questo sonetto, lo quale comincia: ""Spesse fiate"".",inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/liber_liber_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,391695,393728,92bf1a04bb0c7effb67ee74166be1252740a2f50879736a450d612fc93e02816
ll:2344213:seg0014,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,35199,35705,506,94872adefb58953239b079abb41241babcd4878c1cee67c6beef43d274b40b66,exclude_isolated_sonnet_from_broader_text,excluded,sonnet_isolated_from_broader_stage,v6:dante_xiii_spesse_fiate_vegnomi_a_la_mente,"Spesse fiate vègnonmi a la mente le oscure qualità ch'Amor mi dona, e vènnemi pietà, sì che sovente io dico: «Lasso!","o guerire: e se io levo li occhi per guardare, nel cor mi si comincia uno tremoto, che fa de' polsi l'anima partire.",inactive_pending_cross_archive_freeze,not_materialized,,,,
ll:2344213:seg0015,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,35705,45712,10007,f2b71910f978a7916cce0e1bf9e5e4d4a0335d99dceb058cf7c22703e9b56608,include_broader_text,historical_non_sonnet_poetry,retained_primary_text,,"Questo sonetto si divide in quattro parti, secondo che quattro cose sono in esso narrate; e però che sono di sopra ragi","ire parole ne le quali io trattassi d'Amore; e allora dissi questo sonetto, lo qual comincia: ""Amore e 'l cor gentil"".",inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/liber_liber_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,393729,403849,f2b71910f978a7916cce0e1bf9e5e4d4a0335d99dceb058cf7c22703e9b56608
ll:2344213:seg0016,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,45712,46230,518,e84c82b6fe28d20c4b644cfcd0fc8b36fa1851634b0727461df1033645cc8380,exclude_isolated_sonnet_from_broader_text,excluded,sonnet_isolated_from_broader_stage,v6:dante_xvi_amore_e_l_cor_gentil_sono_una_cosa,"Amore e 'l cor gentil sono una cosa, sì come il saggio in suo dittare pone, e così esser l'un sanza l'altro osa com'a","cosa piacente; e tanto dura talora in costui, che fa svegliar lo spirito d'Amore. E simil fàce in donna omo valente.",inactive_pending_cross_archive_freeze,not_materialized,,,,
ll:2344213:seg0017,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,46230,47261,1031,1e2c2c0770e8e1ddb1956cb415c896b6738a0bf7496e904b7bee8f3cc4788c27,include_broader_text,historical_non_sonnet_poetry,retained_primary_text,,Questo sonetto si divide in due parti: ne la prima dico di lui in quanto è in potenzia; ne la seconda dico di lui in qu,"a, ella, mirabilemente operando, lo fa venire. E allora dissi questo sonetto, lo quale comincia: ""Negli occhi porta"".",inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/liber_liber_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,403850,404889,1e2c2c0770e8e1ddb1956cb415c896b6738a0bf7496e904b7bee8f3cc4788c27
ll:2344213:seg0018,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,47261,47775,514,fe857076dc8aea93b1c2117bac4e2ae3db5f8928ff431dee341e6d62722da553,exclude_isolated_sonnet_from_broader_text,excluded,sonnet_isolated_from_broader_stage,v6:dante_xvii_ne_li_occhi_porta_la_mia_donna_amore,"Negli occhi porta la mia donna Amore, per che si fa gentil ciò ch'ella mira; ov'ella passa, ogn'om vèr lei si gira, e","a la vide. Quel ch'ella par quando un poco sorride, non si pò dicer né tenere a mente, sì è novo miracolo e gentile.",inactive_pending_cross_archive_freeze,not_materialized,,,,
ll:2344213:seg0019,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,47775,51779,4004,66663429a9d87dbd6767099607fe7936fff31bd57aae1c5b4fb96c0d7623b505,include_broader_text,historical_non_sonnet_poetry,retained_primary_text,,"Questo sonetto sì ha tre parti. Ne la prima dico sì come questa donna riduce questa potenzia in atto, secondo la nobili","pondendo. E comincia lo primo: ""Voi che portate la sembianza umile"", e l'altro: ""Se' tu colui c'hai trattato sovente"".",inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/liber_liber_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,404890,408947,66663429a9d87dbd6767099607fe7936fff31bd57aae1c5b4fb96c0d7623b505
ll:2344213:seg0020,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,51779,52300,521,efa352891656f92d4e6ec8b25b904ba9e76fdf10da2902f6d0839b6720e7d0b9,exclude_isolated_sonnet_from_broader_text,excluded,sonnet_isolated_from_broader_stage,v6:dante_xviii_voi_che_portate_la_sembianza_umile,"Voi, che portate la sembianza umile, con li occhi bassi mostrando dolore, onde venite che 'l vostro colore par divenu","te. Io veggio li occhi vostri c'hanno pianto, e vèggiovi tornar sì sfigurate, che 'l cor mi triema di vederne tanto.",inactive_pending_cross_archive_freeze,not_materialized,,,,
ll:2344213:seg0021,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,52300,52619,319,e5390e583e4c8479f53ac3cb6e92b5f4c938695870e9b1f2a5168e4f079daa21,include_broader_text,historical_non_sonnet_poetry,retained_primary_text,,"Questo sonetto si divide in due parti: ne la prima chiamo e domando queste donne se vegnono da lei, dicendo loro che i","icano di lei. La seconda comincia quivi: ""E se venite"". Qui appresso è l'altro sonetto, sì come dinanzi avemo narrato.",inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/liber_liber_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,408948,409270,e5390e583e4c8479f53ac3cb6e92b5f4c938695870e9b1f2a5168e4f079daa21
ll:2344213:seg0022,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,52619,53123,504,65a6c04fa9cc9613aea61ac4070ac8e33275f5cd57fb70f560e98c20ff160d98,exclude_protected_v6_sonnet,excluded,sonnet_isolated_from_broader_stage,v6:dante_xix_se_tu_colui_c_hai_trattato_sovente,"Se' tu colui, c'hai trattato sovente di nostra donna, sol parlando a nui? Tu risomigli a la voce ben lui, ma la figur","mo parlare. Ell'ha nel viso la pietà sì scorta, che qual l'avesse voluta mirare sarebbe innanzi lei piangendo morta.",inactive_pending_cross_archive_freeze,not_materialized,,,,
ll:2344213:seg0023,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,53123,64365,11242,f9b956f5f16d8f218ae91a9745cb5dc0d7123901912fbfd10b6207f5be0b4307,include_broader_text,historical_non_sonnet_poetry,retained_primary_text,,"Questo sonetto ha quattro parti, secondo che quattro modi di parlare ebbero in loro le donne per cui rispondo; e però c","e mirasse la bieltade di questa Primavera gentile; e dissi questo sonetto, lo quale comincia: ""Io mi senti' svegliar.""",inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/liber_liber_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,409271,420645,f9b956f5f16d8f218ae91a9745cb5dc0d7123901912fbfd10b6207f5be0b4307
ll:2344213:seg0024,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,64365,64866,501,a6e7b1bfb65ba8fee1de535035dbce8838cecf07f39231a0461bed87e3ae7adb,exclude_isolated_sonnet_from_broader_text,excluded,sonnet_isolated_from_broader_stage,v6:dante_xxi_io_mi_senti_svegliar_dentro_a_lo_core,"Io mi senti' svegliar dentro a lo core un spirito amoroso che dormia: e poi vidi venir da lungi Amore allegro sì, che","maraviglia; e sì come la mente mi ridice, Amor mi disse: «Quell'è Primavera, e quell'ha nome Amor, sì mi somiglia».",inactive_pending_cross_archive_freeze,not_materialized,,,,
ll:2344213:seg0025,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,64866,71311,6445,d54dda3996711205f5967e454002c100eb474b038d5de1c0415725eb0b386528,include_broader_text,historical_non_sonnet_poetry,retained_primary_text,,"Questo sonetto ha molte parti: la prima de le quali dice come io mi sentii svegliare lo tremore usato nel cuore, e come","i lei quello che le parole ne possono fare intendere. Allora dissi questo sonetto, lo quale comincia: ""Tanto gentile"".",inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/liber_liber_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,420646,427167,d54dda3996711205f5967e454002c100eb474b038d5de1c0415725eb0b386528
ll:2344213:seg0026,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,71311,71824,513,a3ce4777ac1ce42c860e44f3410a84eae312dfe1c34ed75b256f07a7e82aad8e,exclude_isolated_sonnet_from_broader_text,excluded,sonnet_isolated_from_broader_stage,v6:dante_xxii_tanto_gentile_e_tanto_onesta_pare,"Tanto gentile e tanto onesta pare la donna mia, quand'ella altrui saluta, ch'ogne lingua deven tremando muta, e li oc","non la prova: e par che de la sua labbia si mova un spirito soave pien d'amore, che va dicendo a l'anima: «Sospira!»",inactive_pending_cross_archive_freeze,not_materialized,,,,
ll:2344213:seg0027,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,71824,72418,594,8f0d43e3de06818e09f23ec7051c8862bf86404ed9f70c34893c26686c2450f5,include_broader_text,historical_non_sonnet_poetry,retained_primary_text,,"Questo sonetto è sì piano ad intendere, per quello che narrato è dinanzi, che non abbisogna d'alcuna divisione; e però","ente ogne salute"", lo quale narra di lei come la sua vertude adoperava ne l'altre, sì come appare ne la sua divisione.",inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/liber_liber_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,427168,427770,8f0d43e3de06818e09f23ec7051c8862bf86404ed9f70c34893c26686c2450f5
ll:2344213:seg0028,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,72418,72921,503,d0b8299ce2feb3418149729fdbf0892ec42323cfb8d01a9e708eb516a3ae5d3d,exclude_isolated_sonnet_from_broader_text,excluded,sonnet_isolated_from_broader_stage,v6:dante_xxiii_vede_perfettamente_onne_salute,Vede perfettamente ogne salute chi la mia donna tra le donne vede; quelle che vanno con lei son tenute di bella grazi,"onore. Ed è ne li atti suoi tanto gentile, che nessun la si può recare a mente, che non sospiri in dolcezza d'amore.",inactive_pending_cross_archive_freeze,not_materialized,,,,
ll:2344213:seg0029,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,72921,74187,1266,de71dd6f5ebb0a824b9619918ba21b8bb182f90858120509ba66811b091f5c2e,include_broader_text,historical_non_sonnet_poetry,retained_primary_text,,Questo sonetto ha tre parti: ne la prima dico tra che gente questa donna più mirabile parea; ne la seconda dico sì come,"redendo potere ciò narrare in brevitade di sonetto, cominciai allora una canzone, la quale comincia: ""Sì lungiamente"".",inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/liber_liber_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,427771,429046,de71dd6f5ebb0a824b9619918ba21b8bb182f90858120509ba66811b091f5c2e
ll:2344213:seg0030,ll:2344213,74699cd4d13923d50e0d0731d04e98f3350ba97981afc7f1184d1c2c1a0660bc,74187,74668,481,e8a1bf22819c621d2df7fbf1144b6eb05f3039556f18f0f48d7d8e72cd444726,exclude_isolated_sonnet_from_broader_text,excluded,sonnet_isolated_from_broader_stage,v6:dante_xxiv_sì_lungiamente_m_ha_tenuto_amore,"Sì lungiamente m'ha tenuto Amore e costumato a la sua segnoria, che sì com'elli m'era forte in pria, così mi sta soav","chiamando la donna mia, per darmi più salute. Questo m'avene ovunque ella mi vede, e sì è cosa umìl, che nol si crede.",inactive_pending_cross_archive_freeze,not_materialized,,,,
