object_id,title,authors,source_archive,source_url,final_role,cleaning_policy,tei_sha256,artifact_status,shard_path,byte_start,byte_end,cleaned_character_count,cleaned_byte_count,cleaned_sha256
bibit000014,Agide,"Alfieri, Vittorio",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000014,historical_non_sonnet_poetry,preserve_rendered_tei_text,1da2588e3eae82fb060b23b6bc82010e5836e0190395ad5a52b86f79605891dd,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,40048,102735,62077,62687,4cbe5e8205f8f13d99c44fea90a37c312555957b5fd8cacf37eda965c96c0261
bibit000015,Bruto primo,"Alfieri, Vittorio",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000015,historical_general,preserve_rendered_tei_text,158f700844f5062473c25582ab9beec624db9848daf2fc307328360ff2e3cb05,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,1069539,1128284,58094,58745,86968d05c5efbdbce049aed69e1c233e48656eafcb7f8e13fca8dcba74ea5e3d
bibit000016,Bruto secondo,"Alfieri, Vittorio",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000016,historical_general,preserve_rendered_tei_text,c097f538b34f3c6dcc204db8413760be99683a29445692f5aebac1c4443f3afd,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,1128285,1190553,61593,62268,3fb0cd897b1f509c9793f190da7a62eb228f52627dc732f1e384a4e356a4a1ae
bibit000017,Agamennone,"Alfieri, Vittorio",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000017,historical_general,preserve_rendered_tei_text,3ae22e8da6910b81767b58fb9705ce7d1c62ca0ba461a0b703da7a0535ae16a2,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,1190554,1250537,59371,59983,7813241c57faf154e82210b039ef7b3ca9579cfbd9d8656d185e6b22486bb6ba
bibit000018,De vulgari eloquentia,"Alighieri, Dante",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000018,historical_general,preserve_rendered_tei_text,8841670222906fa31ec8addaa62258bfa2f8b9f1db5cfefa12f8a243c99a51f9,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,1250538,1331287,80554,80749,f4811c8e701bcae9a7630982dc0fa3789a2c13ba3ec03e216fef9ccc5784cfc1
bibit000019,Commedia,"Alighieri, Dante",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000019,historical_non_sonnet_poetry,preserve_rendered_tei_text,511d5f93944ab91e4c9bccfc7236aa135456a5a71f7ad6a38ad9deb46b21f9de,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,102736,638852,529428,536116,c7dc08388fa5b8ca9f8c056e75b38de4af961f12b01d63f742cb87c7d14b1ce5
bibit000020,Il dedalione o ver del poeta,"Ammirato, Scipione",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000020,historical_general,preserve_rendered_tei_text,24566dcbbe00aacd96325e6f9010b9a901ffede43419ad0c7dce3b6aa43b4226,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,1331288,1399979,67941,68691,dcf80db3a06028c09ab402b32c09cfee48335357095d958535aa6a8a8c9c66db
bibit000021,Cronica,Anonimo romano,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000021,historical_general,strip_editorial_square_delimiters_and_labels,b51408aec2f5b6f6a4c6b5f82896f3a0fb8eaa2967fe3ffb32e9b6d2bb5cea16,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,1399980,1769214,366364,369234,ff0e101aada3124ee5aabddac187f3a28603cce898102059ba691a7ea3a6d3c8
bibit000022,Lettere sull'arte,"Aretino, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000022,historical_general,preserve_rendered_tei_text,b72f18eac305669744b50cab4da40892a7889bf1ff69101ec6575823bf30e439,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,1769215,2900573,1119313,1131358,623c5eae7047c7fb8890cc3f068d6c5569f5839317ea7e4b8c868abfbefbbb85
bibit000023,I suppositi,"Ariosto, Ludovico",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000023,historical_general,preserve_rendered_tei_text,f173c5b78f72d1464b9a7f381660933e25da02062448f7d18cf921d12cf93e0f,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,2900574,2990399,88924,89825,b5f8446729dce597bbcd29aabc23bd5b73a6840851250c037c02dd16d631068e
bibit000024,Rime,"Ariosto, Ludovico",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000024,historical_non_sonnet_poetry,preserve_rendered_tei_text,1d8fe022b6df2a35974c6135dbbf7ed1b0c42e9802adffeb6b78229bb97a1ba0,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,638853,746213,106116,107360,5601331537cdd78c46adb7c105dd883bcf1909bb879b3e41f2e9a62bc67075cc
bibit000025,Satire,"Ariosto, Ludovico",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000025,historical_non_sonnet_poetry,preserve_rendered_tei_text,0c84a0afbbcf9f38f59489ab0d3cb5cfe19520ec9e85c6c1657f1cb7966ce3bc,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,746214,820349,72056,74135,516137a685144bb0c45961e208ee6fb2fa156dd040d50199be94af8cc2e4e6b4
bibit000026,Cinque canti,"Ariosto, Ludovico",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000026,historical_non_sonnet_poetry,preserve_rendered_tei_text,702cfd7b9be1997ab14e864a3d640c7cfde661f541b1021ba800eefadd1917bc,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,820350,992766,170753,172416,0ffca05a7177765de0f5d1625f7ca8f60804ecf5ef9289790b447ee7e53c14da
bibit000027,Cassaria,"Ariosto, Ludovico",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000027,historical_general,preserve_rendered_tei_text,7aab3e7974b5463d65f5a871ad6ae6ee423e8aa10bfb225960ffb5963525b82a,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,2990400,3083672,92251,93272,2cf71f135a665f85e03697ea258e7100cc5cb8cb1f6900cb06420faa391296e8
bibit000028,Iscrizioni obituarie della cattedrale,Non definito,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000028,historical_general,preserve_rendered_tei_text,b2a13a77ee91ab677a884923f7e7a2202fc1ac7b8467ced95d96b058eb168edb,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,3083673,3092575,8854,8902,8434e2fa421e626f50fb826649a719decf8ef1eb2df45b5b8f58d8849bd5f3c0
bibit000030,Novella del grasso legnaiuolo,Non definito,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000030,historical_general,preserve_rendered_tei_text,1b3b8cd903924e3586358cb05a75fcb3ca3d88b70090cf12976bb59e4b675c2d,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,3092576,3169174,75448,76598,01d4d04f45cc3b61e4cccddd6265e03da17a554a45eb3d5543221786bc29bdfc
bibit000031,Della Eloquenza,"Barbaro, Daniele Matteo Alvise",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000031,historical_general,preserve_rendered_tei_text,ab7c0ff477a59c441084ea45d2b367ea08fb952b81ec9389fcf4c1164e2f45cb,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,3169175,3400486,228209,231311,0ebdc87c53f44ba80b80532d5891d4ec00e369105202ec956d47a5376a3b3b2c
bibit000032,Dei delitti e delle pene,"Beccaria, Cesare",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000032,nineteenth_century_bridge,preserve_rendered_tei_text,1d7040328bce5ba89710b0bc6cbb52bc1e5f2050231bd38db7035f3100b3e2a7,text_materialized,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,0,166031,163322,166031,a22ea0d095aa2ef97203670c7c45c6a54775011de4e5167ac36a036e1b6ac225
bibit000034,Prose della volgar lingua,"Bembo, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000034,historical_general,preserve_rendered_tei_text,d7f6b440529be618cc749920197d96848d3d40d6ebbe51d581360d978cc86275,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,3400487,3776252,371303,375765,8e9694115e0f1c6a66bab089f3a140884db9cd388f5f401ae5f8daaca43583bf
bibit000035,Asolani,"Bembo, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000035,historical_general,preserve_rendered_tei_text,5c436d4d966a0ad355b4a399fc2c8d7b0b34c46e02226e057e0147059945cfa0,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,3776253,4113756,333730,337503,c8821d520d4b5ea98cc0e4ab2c5290602fa2b5316151c66d23b7d140723df680
bibit000036,Poesie politiche e romanze,"Berchet, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000036,historical_non_sonnet_poetry,preserve_rendered_tei_text,0ee30f23f68b392ab26f4c8d26d65d27e59922972c87232419e879176692e490,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,992767,1101523,106433,108756,1db81bef8e5cdf4f73b7e505592222bb87f625aecb0d883d05f1a3e3935ce815
bibit000037,Breve considerazione intorno al componimento de la comedia de' nostri tempi,"Pino, Bernardino",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000037,historical_general,preserve_rendered_tei_text,ead98c3bfd714e964e839604e4356791460d65b872797f8e7f8456aac8e067bf,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,4113757,4156147,41752,42390,9203e7fede5c6433b03794d256c83f264fcc51690b23914ade2a2ac8bf6d4a7a
bibit000038,Rime,"Berni, Francesco",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000038,historical_non_sonnet_poetry,strip_editorial_square_delimiters_and_labels,ff7af7279e4e41fdb847d876db403ac6a685f45028e27f241777b0b43b3506ca,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,1101524,1229432,126493,127908,b37c9c525c9bbd374123c3b645c81cdef61f995d5c2850a3cf792601f7e489ff
bibit000039,Corbaccio,"Boccaccio, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000039,historical_general,preserve_rendered_tei_text,44874361adeacf25638bf3de53ac4acbb536718fe2f2c5ef2f61e13b8b2033ac,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,4156148,4327478,169428,171330,92ca044c313cb37db38f8b3b3e89ec17af4175616d5dcfdb05186a987c317b54
bibit000040,Rime,"Boccaccio, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000040,historical_non_sonnet_poetry,preserve_rendered_tei_text,9071b990e776b38942a170b3d3e9e8e0b6025949792fa08e36ef3d5dabb310c8,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,1229433,1274159,44332,44726,fe1d5974c61fc6f3953ea323a29278a11fed522b1a0f5a3ce189f700ccf789ed
bibit000041,Teseida,"Boccaccio, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000041,historical_non_sonnet_poetry,preserve_rendered_tei_text,b2486845d5c6498434b154fdc52317ac184ca27d1bf197c2487dde2bedd938a1,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,1274160,1642703,364731,368543,2384e9ef565a84ed2a43b3374ea2645159a162e9978ad7fd964c95c62b9f2b8b
bibit000042,Filocolo,"Boccaccio, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000042,historical_general,strip_editorial_square_delimiters_and_labels,784180a28348b18537eaa31e18f5f28a4ea0468bc3324e25d9f99f8b5c8052d1,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,4327479,5553360,1210068,1225881,c8a58dcd3a1f9cf03b35d3f67397b387ade2db38abc1423d9bc1951026bb22c5
bibit000043,Elegia di Madonna Fiammetta,"Boccaccio, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000043,historical_general,strip_editorial_square_delimiters_and_labels,45f2dca7368a0a4564581d11a60994b02f211ff4fea8448eaa7bc536991a5543,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,5553361,5890888,333739,337527,dd4d3d9780f47ae17db262e83dcb562882de0c8211c356a3965d1a7e7cd18d91
bibit000044,Caccia di Diana,"Boccaccio, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000044,historical_non_sonnet_poetry,preserve_rendered_tei_text,a0f645b2657388241c03f0c47472c1ed6587ce67aef84f763d70984915fd7d23,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,1642704,1680997,37900,38293,19e95fc2b0a2dcabab8adbf97c8a5d6b46a080a964378472d41dba56d44dadee
bibit000045,Amorosa visione,"Boccaccio, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000045,historical_non_sonnet_poetry,preserve_rendered_tei_text,e7c6433eed5ac5c412428a48082b1d52b62ec2d58e550eaef4372956f1736443,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,1680998,1840947,158117,159949,aa7307ebd61d87f8c3bfdd63d664d54da0e518ee63cbb8f0987fa781f3561794
bibit000046,Filostrato,"Boccaccio, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000046,historical_non_sonnet_poetry,preserve_rendered_tei_text,2bdf30c22c6410afcad1c17661a6557c35cb9fa6f5fb25972d96c80f4a2558ef,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,1840948,2053760,209881,212812,e13df871fae4dc31943e54a00bc714848685591e73933707d95fbb0c9696a7ba
bibit000047,Ninfale fiesolano,"Boccaccio, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000047,historical_non_sonnet_poetry,preserve_rendered_tei_text,37b5270dea75c61af1f88715678be4bde5045d890962b09dc3ca253187ad5934,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,2053761,2201678,143975,147917,c70b988fc066321af453b03088403ad30653fb39fca13d0574a69fdc841def58
bibit000048,Amorum libri,"Boiardo, Matteo Maria",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000048,historical_non_sonnet_poetry,preserve_rendered_tei_text,b7635b8d45b1cc6874282b98dd0769b506932cc12a941c21af025c1cd27f6ea8,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,2201679,2251093,48898,49414,d5d436ed7f9849cd33995c878971128d9236f375c444fb7f9bc81a1b2c1e64b1
bibit000049,Orlando innamorato,"Boiardo, Matteo Maria",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000049,historical_non_sonnet_poetry,preserve_rendered_tei_text,1b986b30ad2f41a76b9d9e1686c18a54dcdcac8e2d04ace7b6475d73695a0d2f,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,2251094,3612861,1349040,1361767,137f65aeb0f5116bd99bb83be6147f46860c5bb219c5d17f3343660eca827d3c
bibit000050,Candelaio,"Bruno, Giordano",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000050,historical_general,preserve_rendered_tei_text,f9b773c5cfe6de9d250e65a93678146e0fbaea9aa4a69861cd7241a9e15e7821,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,5890889,6109640,213850,218751,f02a39a2bd9ce3befe31194f7beb2335dd7fa38be209cc1f7c6fda67cb16cd2a
bibit000051,Prologhi,"Tasso, Torquato",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000051,historical_general,preserve_rendered_tei_text,bc547fd3be8bcbbf97692e6b3469ee8206b8f2cdc131f906c0f18f169b6b08c8,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,6109641,6121413,11660,11772,ca7fe86a9381c907ff9f1ad282de4775d2f844da4273933140d9578bef3e0d71
bibit000052,Caio Gracco,"Monti, Vincenzo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000052,historical_general,preserve_rendered_tei_text,880b0eb8d1d05e77adeec8072e98b602512ffd78662e8c3872fff47982b3941f,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,6121414,6208176,86108,86762,0671576fd850bf92dcee1941c044c21dcf6a9f3e7ad5a4a02fa881044eaa72af
bibit000053,Poesie,"Corsellini, Pietro (detto Canterino)",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000053,historical_non_sonnet_poetry,preserve_rendered_tei_text,537a4635c364f959042967883e6b0bcf84304460bdee45ec21355d129cc7d3b1,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,3612862,3616492,3583,3630,fc5bcf5dc78080d9c1fe37be24b1ddfd3d7fabe380a5ad818a647fe75de0746d
bibit000055,Novellino,Non definito,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000055,historical_general,preserve_rendered_tei_text,0093e6752b81c62a1b0ce5bfd6d570e6f7ffd78c92ad3e20c091da18b45dfae5,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,6208177,6357132,146361,148955,761b0f4189dab1a82ecc727b63a6d9e573fa4de3cda63b5baa198cf6c4f57ca8
bibit000056,Relazione di Marino Cavalli (1551),"Cavalli, Marino",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000056,historical_general,preserve_rendered_tei_text,eb8549e3a353211d9f8e624586053359312356dfe335a0fb1469b7a20dd5ec45,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,6357133,6403632,46091,46499,cb26a2a3270d175ec9db596e95908f8f9901f0a16e66c4b6d93fdb2020465e76
bibit000057,Re Torrismondo,"Tasso, Torquato",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000057,historical_general,strip_editorial_square_delimiters_and_labels,8326adb8f2e95164df3d67015dfc1e405dd3a6662d6ca3796942eec2087c3226,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,6403633,6533697,128960,130064,cf2db19062fd52a08f4884255c285f74d0849e222e218d733a9f73a86711ba01
bibit000058,Operette morali d'Isocrate,"Leopardi, Giacomo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000058,nineteenth_century_bridge,preserve_rendered_tei_text,45e81d7a40ddc75b0d7ee5b43fac5f4ffdf97d4ea731864b9c537ff13b61859e,text_materialized,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,166032,294826,127588,128794,f9f97074302ce48579fff2d6150f32af90bb05ab363f609e16160b9213d78f42
bibit000059,Polissena,"Carmignani, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000059,historical_general,preserve_rendered_tei_text,96e7d06f291489c55d60313e8b8d5029f3bfb75b710d3dd572981597931c084b,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,6533698,6620820,85700,87122,83a9616ec77c56b8b49d36e1f47ef396f89cec4cce68990898b50c43fb5b06bb
bibit000060,Discorsi sopra gli uomini illustri di Plutarco,"Foscolo, Ugo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000060,nineteenth_century_bridge,preserve_rendered_tei_text,7376322417324eec0987e368edb99b9070b7cc902c9b597622614b1587754bef,text_materialized,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,294827,296641,1789,1814,c1241095bea2a7cfd3bdcfb585c1d49f925da54cc4cda04edb14aa05f15f7afc
bibit000062,Così fan tutte,"Da Ponte, Lorenzo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000062,historical_general,preserve_rendered_tei_text,6dacf4c2625fb4acfd1ceda3610097ba9e4d49b72335911126b404d947140b71,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,6620821,6686478,64282,65657,9a424d94ee49026eeaf9e5b7580cf98ab3dc0293ceb8f97ac66e54f6329b58cf
bibit000064,Studii di bibliografia analitica,"Manzoni, Giacomo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000064,nineteenth_century_bridge,preserve_rendered_tei_text,2e3fee0f4109a9f81eba06b225fe56335db60cbde54aefddd2550afa0ce196ea,text_materialized,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,296642,350460,53509,53818,0696c1ee58de6e87ee0d6489e6cdbeda7836c439cdd029afcf80e103622b481d
bibit000065,Rime,"Di Tarsia, Galeazzo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000065,historical_non_sonnet_poetry,preserve_rendered_tei_text,3ea023f1202cfd98c3e7fcb6c40cf04dc47bf4d8c6f19a7bc3a7446b86104108,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,3616493,3629010,12405,12517,aa08a0aa733557d70a16c0b164f54d33e60a73896fa80455f004ab421bf1111b
bibit000066,Notizie istoriche e geografiche sulla città e chiesa arcivescovile di Damiata,"Leopardi, Giacomo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000066,nineteenth_century_bridge,preserve_rendered_tei_text,985dd719f1bd9b05084e8734e0374c5c94dab01bbd3ffc6249eae19f41df508d,text_materialized,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,350461,359855,9309,9394,d3a26d86a0cf96d4887a42406890c3df0a0efd468c0e403ebeddfb5f3aedb2a3
bibit000067,Carteggio,"Giraldi Cinzio, Giambattista",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000067,historical_general,strip_editorial_square_delimiters_and_labels,95748b3963a8fa9150c881e162e33cfbd90d5252b9001bf9861a3a83572bcd57,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,6686479,7324968,634489,638489,4b9f77252293e3e5aa75fc96511fc9766597d15b7b84634968513665d632287a
bibit000068,Rime,"Firenzuola, Agnolo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000068,historical_non_sonnet_poetry,preserve_rendered_tei_text,a8df67cdb37d99aa2103a8eed31eb7f7b4e77525edf9f5acab7a019fdbda987a,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,3629011,3855155,223935,226144,e0992dd757be3e0be345efac6346abeb8725d5b011b100e6f8bf3636f339899b
