segment_id,work_root_id,source_sha256,character_start,character_end,character_count,segment_sha256,segment_decision,final_role,reason,reference_ids,activation_status,artifact_status,output_shard_path,output_byte_start,output_byte_end,output_sha256
itws:4751:seg0001,itws:4751,fee8525f5526bf6897fbe4a08cfdadb63cde7ad6372da5c11c8abcab3f2c4caf,0,2612,2612,fee8525f5526bf6897fbe4a08cfdadb63cde7ad6372da5c11c8abcab3f2c4caf,include_broader_text,nineteenth_century_bridge,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/nineteenth_century_bridge/part-0001.txt,4155,6842,fee8525f5526bf6897fbe4a08cfdadb63cde7ad6372da5c11c8abcab3f2c4caf
itws:5184:seg0001,itws:5184,2b3c2b3762c42c1a2ecb6a8d798467afc2555ad3aae465185bcce6c453913142,0,75353,75353,2b3c2b3762c42c1a2ecb6a8d798467afc2555ad3aae465185bcce6c453913142,exclude_source,excluded,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:5421:seg0001,itws:5421,7aaf1fb39e27b43eba2374e0758fbf9815c9d85909f7d2a1dd6d0751c5edd321,0,19765,19765,7aaf1fb39e27b43eba2374e0758fbf9815c9d85909f7d2a1dd6d0751c5edd321,exclude_source,excluded,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:5596:seg0001,itws:5596,99364428d9265262d53b5c3f470dbda4a5c9ca4bd11a5f80b0480a605bd0a30d,0,15246,15246,99364428d9265262d53b5c3f470dbda4a5c9ca4bd11a5f80b0480a605bd0a30d,exclude_source,excluded,An already resolved project source contains this Wikisource root.,bibit:bibit001594,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:5597:seg0001,itws:5597,9c941e0fb5d0f65c1e42a640175d4ae0e75828cef6799b7096cfcd68b9f8313a,0,25090,25090,9c941e0fb5d0f65c1e42a640175d4ae0e75828cef6799b7096cfcd68b9f8313a,exclude_source,excluded,An already resolved project source contains this Wikisource root.,bibit:bibit001594,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:5598:seg0001,itws:5598,31c207847588e9314793f3c2456e0ce0a85ace4021e9952018c3107a323c46ab,0,224034,224034,31c207847588e9314793f3c2456e0ce0a85ace4021e9952018c3107a323c46ab,exclude_source,excluded,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:5603:seg0001,itws:5603,b4bb3b473fe37074aadd38ca1bf92bf58cd670f46df85c5d67354c30ddafcc26,0,44960,44960,b4bb3b473fe37074aadd38ca1bf92bf58cd670f46df85c5d67354c30ddafcc26,exclude_source,excluded,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:5623:seg0001,itws:5623,d215592be76bbd793744a40cdc59ac0b4af09fe155589b75442ae71fce304b6b,0,223315,223315,d215592be76bbd793744a40cdc59ac0b4af09fe155589b75442ae71fce304b6b,exclude_source,excluded,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:5638:seg0001,itws:5638,8ceaca31e572b33860962ab09291af801b9790857101606750ff0e745470a48a,0,233398,233398,8ceaca31e572b33860962ab09291af801b9790857101606750ff0e745470a48a,exclude_source,excluded,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:5836:seg0001,itws:5836,bf0525691b8ab953a6f09803f224d39e6319b9553e0c6065989feebdbe716249,0,164510,164510,bf0525691b8ab953a6f09803f224d39e6319b9553e0c6065989feebdbe716249,exclude_source,excluded,An already resolved project source contains this Wikisource root.,bibit:bibit001161,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:5877:seg0001,itws:5877,d60ffe57c5780b4195d75381191ad7be1181ab79a106b6c5b1070d225d4815b8,0,258772,258772,d60ffe57c5780b4195d75381191ad7be1181ab79a106b6c5b1070d225d4815b8,exclude_source,excluded,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:5892:seg0001,itws:5892,1ca753ba57ea0c310a57c20c729040836e7378ff8bd7872b6ec8479f37a9e4ee,0,175646,175646,1ca753ba57ea0c310a57c20c729040836e7378ff8bd7872b6ec8479f37a9e4ee,exclude_source,excluded,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:6027:seg0001,itws:6027,96d25f1693e7853d8782fcc0256f2afe911c4c54c4685482ec3e8255428f9837,0,205923,205923,96d25f1693e7853d8782fcc0256f2afe911c4c54c4685482ec3e8255428f9837,exclude_source,excluded,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:6391:seg0001,itws:6391,cb65bb05d9478a4c2c9763418a97c3f2cc998001cfcb9d89dab955f0bd8c4d72,0,34162,34162,cb65bb05d9478a4c2c9763418a97c3f2cc998001cfcb9d89dab955f0bd8c4d72,include_broader_text,historical_general,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_general/part-0001.txt,2804,37957,cb65bb05d9478a4c2c9763418a97c3f2cc998001cfcb9d89dab955f0bd8c4d72
itws:6567:seg0001,itws:6567,d3237ba6a3a9ff580cf14cdec4fc418c106fee0a24767328e8bd29aeeb67873d,0,52319,52319,d3237ba6a3a9ff580cf14cdec4fc418c106fee0a24767328e8bd29aeeb67873d,exclude_source,excluded,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:7091:seg0001,itws:7091,c490eeb2448898d8fccfc5a6c22ed4f37980f603727c7c014adf6d09c591c1eb,0,49547,49547,c490eeb2448898d8fccfc5a6c22ed4f37980f603727c7c014adf6d09c591c1eb,include_broader_text,nineteenth_century_bridge,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/nineteenth_century_bridge/part-0001.txt,6844,57415,c490eeb2448898d8fccfc5a6c22ed4f37980f603727c7c014adf6d09c591c1eb
itws:7178:seg0001,itws:7178,546e02fd6b952c6bf700f6599da7daa51adf7b4b7282c4bf88cbc14cfced63bf,0,664489,664489,546e02fd6b952c6bf700f6599da7daa51adf7b4b7282c4bf88cbc14cfced63bf,exclude_source,excluded,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:7288:seg0001,itws:7288,4273f8f366e3ccb8489811dba8f8214cb6d3a7db4633c584fd0a70e5f3d18d0b,0,19602,19602,4273f8f366e3ccb8489811dba8f8214cb6d3a7db4633c584fd0a70e5f3d18d0b,include_broader_text,historical_general,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_general/part-0001.txt,37959,57864,4273f8f366e3ccb8489811dba8f8214cb6d3a7db4633c584fd0a70e5f3d18d0b
itws:7943:seg0001,itws:7943,1fae6b80541041ed6e2e2cfee7d9500041a093d9083caa56fc48484c6a7490df,0,11722,11722,1fae6b80541041ed6e2e2cfee7d9500041a093d9083caa56fc48484c6a7490df,exclude_source,excluded,"Post-1930 edition names a curator, translator, or illustrator whose contribution needs separate rights evidence.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:8039:seg0001,itws:8039,5c0abed47b2c7740aebfd116272f14fa29d562278f87a091478b43a690cef073,0,128771,128771,5c0abed47b2c7740aebfd116272f14fa29d562278f87a091478b43a690cef073,exclude_source,excluded,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:8686:seg0001,itws:8686,ff5a36d740d8c3f97e1896f0e3add72b5587c6cc0af229e68dd282d9fe542915,0,153472,153472,ff5a36d740d8c3f97e1896f0e3add72b5587c6cc0af229e68dd282d9fe542915,exclude_source,excluded,Unknown markup may contain or corrupt primary text.,,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:8750:seg0001,itws:8750,cedae9ba8c34477770f84983c8817e4fff49bbd6d7d79f333eb1b9637e2f6cf6,0,257758,257758,cedae9ba8c34477770f84983c8817e4fff49bbd6d7d79f333eb1b9637e2f6cf6,include_broader_text,nineteenth_century_bridge,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/nineteenth_century_bridge/part-0001.txt,57417,319892,cedae9ba8c34477770f84983c8817e4fff49bbd6d7d79f333eb1b9637e2f6cf6
itws:8992:seg0001,itws:8992,f9958d5cbcd6f355ddcea23163a2df2bf45ce26c0702e4b45267373b5fb07c27,0,487416,487416,f9958d5cbcd6f355ddcea23163a2df2bf45ce26c0702e4b45267373b5fb07c27,exclude_source,excluded,Missing requested transcription pages make the work incomplete.,,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:10591:seg0001,itws:10591,0aa78f9c65af493ce14f660d8d90697a3253940fcbf212a7bb320264eebc5db2,0,109102,109102,0aa78f9c65af493ce14f660d8d90697a3253940fcbf212a7bb320264eebc5db2,exclude_source,excluded,Local extraction failed rendered-text containment.,,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:10684:seg0001,itws:10684,bec5682df36161fb3a5316fd1b4deccd13d3a1d400471a32ed3309b49aee85d7,0,51906,51906,bec5682df36161fb3a5316fd1b4deccd13d3a1d400471a32ed3309b49aee85d7,exclude_source,excluded,"Post-1930 edition names a curator, translator, or illustrator whose contribution needs separate rights evidence.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:10713:seg0001,itws:10713,085e5cb55593ee7e36466af132c0f1bd4367d2786fe49f88267e90a2cb1292e8,0,1978431,1978431,085e5cb55593ee7e36466af132c0f1bd4367d2786fe49f88267e90a2cb1292e8,exclude_source,excluded,"Post-1930 edition names a curator, translator, or illustrator whose contribution needs separate rights evidence.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:11337:seg0001,itws:11337,b74b57813781fd8c4e52794ae64ecd7ea39d776e7097b207b20b5e56aebbcf09,0,23773,23773,b74b57813781fd8c4e52794ae64ecd7ea39d776e7097b207b20b5e56aebbcf09,exclude_source,excluded,"Post-1930 edition names a curator, translator, or illustrator whose contribution needs separate rights evidence.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:11341:seg0001,itws:11341,a579f79789d6489e46793eae149b3f04973e1927b051082f9460a1cdf04e0cf5,0,3195,3195,a579f79789d6489e46793eae149b3f04973e1927b051082f9460a1cdf04e0cf5,exclude_source,excluded,"Post-1930 edition names a curator, translator, or illustrator whose contribution needs separate rights evidence.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:11642:seg0001,itws:11642,da89359de07530e75df1355b8f7203766b886982eae5cd154143de511ca79ba1,0,39608,39608,da89359de07530e75df1355b8f7203766b886982eae5cd154143de511ca79ba1,exclude_source,excluded,"Post-1930 edition names a curator, translator, or illustrator whose contribution needs separate rights evidence.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:11773:seg0001,itws:11773,893474e641672673135f1aba73b4a05f8aa4102e1fed12828578e0f8cd104915,0,11148,11148,893474e641672673135f1aba73b4a05f8aa4102e1fed12828578e0f8cd104915,exclude_source,excluded,Unknown markup may contain or corrupt primary text.,,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:11776:seg0001,itws:11776,aa8c4ec2ad568d2d9b1129f4e69fd133d482a97a2cb1b00a9fc89b848e80f714,0,130860,130860,aa8c4ec2ad568d2d9b1129f4e69fd133d482a97a2cb1b00a9fc89b848e80f714,include_broader_text,nineteenth_century_bridge,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/nineteenth_century_bridge/part-0001.txt,319894,453089,aa8c4ec2ad568d2d9b1129f4e69fd133d482a97a2cb1b00a9fc89b848e80f714
itws:11802:seg0001,itws:11802,a9e350a6bbdde8fe9fa5def21de24c54152a0488d4ef691e998c89c2f30018f0,0,112972,112972,a9e350a6bbdde8fe9fa5def21de24c54152a0488d4ef691e998c89c2f30018f0,exclude_source,excluded,Unknown markup may contain or corrupt primary text.,,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:11820:seg0001,itws:11820,149dc106b311250bb1f9152a26038e6a62a584a75fc13fa78b5907ee0aacdd30,0,59295,59295,149dc106b311250bb1f9152a26038e6a62a584a75fc13fa78b5907ee0aacdd30,exclude_source,excluded,"Post-1930 edition names a curator, translator, or illustrator whose contribution needs separate rights evidence.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:11876:seg0001,itws:11876,f23670153bbf993eb5e3494ed06c399622b9f89c2e767d4befad83f1cb158a47,0,63459,63459,f23670153bbf993eb5e3494ed06c399622b9f89c2e767d4befad83f1cb158a47,exclude_source,excluded,"Post-1930 edition names a curator, translator, or illustrator whose contribution needs separate rights evidence.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:11901:seg0001,itws:11901,09ed000bfd4642326567a48e70f7d6d972dbc8ee22460c87464d905606508f7f,0,62035,62035,09ed000bfd4642326567a48e70f7d6d972dbc8ee22460c87464d905606508f7f,exclude_source,excluded,"Post-1930 edition names a curator, translator, or illustrator whose contribution needs separate rights evidence.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:11937:seg0001,itws:11937,4b8290d5f5f524054dc508d4d7641acf0f297f906258b6ed890dcaa439e401e9,0,62151,62151,4b8290d5f5f524054dc508d4d7641acf0f297f906258b6ed890dcaa439e401e9,exclude_source,excluded,"Post-1930 edition names a curator, translator, or illustrator whose contribution needs separate rights evidence.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:12077:seg0001,itws:12077,fe96f5416b07cfbc1fd69b407488b776c58dfebeee6d9e248980f8712de691ec,0,60154,60154,fe96f5416b07cfbc1fd69b407488b776c58dfebeee6d9e248980f8712de691ec,exclude_source,excluded,"Post-1930 edition names a curator, translator, or illustrator whose contribution needs separate rights evidence.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:13618:seg0001,itws:13618,0fdda5247330de05216affa3e75718ea75f67b3b7db5d52ce4ea001db00de322,0,42576,42576,0fdda5247330de05216affa3e75718ea75f67b3b7db5d52ce4ea001db00de322,include_broader_text,nineteenth_century_bridge,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/nineteenth_century_bridge/part-0001.txt,453091,496858,0fdda5247330de05216affa3e75718ea75f67b3b7db5d52ce4ea001db00de322
itws:13637:seg0001,itws:13637,30fd3ee85732177e57f582a2b284145801e28c5f781a7a2596529f413bd9649e,0,21725,21725,30fd3ee85732177e57f582a2b284145801e28c5f781a7a2596529f413bd9649e,exclude_source,excluded,An already resolved project source contains this Wikisource root.,bibit:bibit001594,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:13638:seg0001,itws:13638,50b81cc6c1c0df95b0e0102cd2dddd5b7bbc2ce8ce650ec9b68784e7174c7819,0,77166,77166,50b81cc6c1c0df95b0e0102cd2dddd5b7bbc2ce8ce650ec9b68784e7174c7819,exclude_source,excluded,An already resolved project source contains this Wikisource root.,bibit:bibit001594,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:13649:seg0001,itws:13649,b6171505e7b23bb41f2f4a882e1e05d38236bc2c0726aae882fad406f985061f,0,219636,219636,b6171505e7b23bb41f2f4a882e1e05d38236bc2c0726aae882fad406f985061f,exclude_source,excluded,An already resolved project source contains this Wikisource root.,bibit:bibit000621,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:13827:seg0001,itws:13827,62c601c725c2dc80d574e8afa9963f15b806bf9038fcdf7038a53fc73f8ab6cd,0,1671386,1671386,62c601c725c2dc80d574e8afa9963f15b806bf9038fcdf7038a53fc73f8ab6cd,exclude_source,excluded,Unknown markup may contain or corrupt primary text.,,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:14906:seg0001,itws:14906,4528bb1275ec9577a49b0baeb2aa391d26e404a1185db21113fa6d656e7282d9,0,38,38,83dfa4b0a5f8ac002d61cddc3fcf37c3aba3caf61eb6cdab91ae169a0bff069d,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,594,634,83dfa4b0a5f8ac002d61cddc3fcf37c3aba3caf61eb6cdab91ae169a0bff069d
itws:14906:seg0002,itws:14906,4528bb1275ec9577a49b0baeb2aa391d26e404a1185db21113fa6d656e7282d9,38,510,472,ba9f6c85f8c4b553dc8f5c845a1a576bf4350a2265026c45213d1ecebde452b4,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:14906:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:14906:seg0003,itws:14906,4528bb1275ec9577a49b0baeb2aa391d26e404a1185db21113fa6d656e7282d9,510,1522,1012,6ffbab73bdc2b1cba5a7fd8019e6ece805e186e1104ad2f50947e60e4e413cfe,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,635,1684,6ffbab73bdc2b1cba5a7fd8019e6ece805e186e1104ad2f50947e60e4e413cfe
itws:14906:seg0004,itws:14906,4528bb1275ec9577a49b0baeb2aa391d26e404a1185db21113fa6d656e7282d9,1522,2069,547,7984887a657b5de7c41921ceddd49ded4841339669e7baa196cfca9b68fc0095,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:14906:sonnet0002,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:14906:seg0005,itws:14906,4528bb1275ec9577a49b0baeb2aa391d26e404a1185db21113fa6d656e7282d9,2069,8614,6545,c1186c7818bef03eb4621ec14a316b2f0b2ec03a243cc8443d24299f70ca72f6,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,1685,8412,c1186c7818bef03eb4621ec14a316b2f0b2ec03a243cc8443d24299f70ca72f6
itws:15367:seg0001,itws:15367,911ceafa326f93ce9a20a8327b91df75eeb4263aa981be950d766bb1b45802cb,0,248106,248106,911ceafa326f93ce9a20a8327b91df75eeb4263aa981be950d766bb1b45802cb,exclude_source,excluded,"Post-1930 edition names a curator, translator, or illustrator whose contribution needs separate rights evidence.",,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:18792:seg0001,itws:18792,b3a3dbc175bb67a739a1bb01ae7468de8dbe00b16e5e384b2d381c73f18cc645,0,219927,219927,b3a3dbc175bb67a739a1bb01ae7468de8dbe00b16e5e384b2d381c73f18cc645,include_broader_text,historical_general,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_general/part-0001.txt,57866,281971,b3a3dbc175bb67a739a1bb01ae7468de8dbe00b16e5e384b2d381c73f18cc645
