candidate_id,work_root_id,root_title,source_record_author,poem_author,poem_author_resolution,period_bucket,source_url,source_scan_title,source_kind,stanza_pattern,line_count,first_line,last_line,character_start,character_end,source_text_sha256,cleaned_text_sha256,exact_reference_ids,near_reference_ids,protected_v6_reference_ids,candidate_decision,final_role,activation_status,artifact_status,shard_path,byte_start,byte_end,cleaned_character_count,cleaned_byte_count,cleaned_sha256
itws:43794:sonnet0001,itws:43794,Da poi che il mio bel Sol s'è fatto duce,Faustina Maratti,Faustina Maratti,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Da_poi_che_il_mio_bel_Sol_s'%C3%A8_fatto_duce,"Zappi, Maratti - Rime I.pdf",structural_14_line_in_poetry_root,14,14,Da poi che il mio bel Sol s’è fatto duce,Purch’io sia seco al Tempio alto d’Onore.,6,562,728c8b623d467c10ff21425c1918f5ac91fb7a4b3a95fb08c5b81cef3909a0e3,114e22d41e441f44dbd7bc08954a4594f0f0ec48920707c208027c984e01f660,,bibit_sonnet:bibit001063:sonnet_0044,,exclude_canonical_sonnet_duplicate,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,not_materialized_duplicate_or_protected,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
itws:43796:sonnet0001,itws:43796,"Bacio l'arco e lo stral, e bacio il nodo",Faustina Maratti,Faustina Maratti,root_metadata_proxy_pending_v7_review,origins_through_1800,"https://it.wikisource.org/wiki/Bacio_l'arco_e_lo_stral,_e_bacio_il_nodo","Zappi, Maratti - Rime I.pdf",structural_14_line_in_poetry_root,14,14,"Bacio l’arco e lo stral, e bacio il nodo:",Voi che ne udiste in rime sparse il suono.,4,552,8679012e867267ad6364f3c7a19346ee8b18c2b095b37208ea59a689bb66c277,a1e4bbfaa77e2599f40262c784bdab4d7dd24719eb987184137f1f92843560fa,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,3318,3886,549,568,a1e4bbfaa77e2599f40262c784bdab4d7dd24719eb987184137f1f92843560fa
itws:43797:sonnet0001,itws:43797,"Ahi che si turba, ahi che s'innalza e cresce",Faustina Maratti,Faustina Maratti,root_metadata_proxy_pending_v7_review,origins_through_1800,"https://it.wikisource.org/wiki/Ahi_che_si_turba,_ahi_che_s'innalza_e_cresce","Zappi, Maratti - Rime I.pdf",structural_14_line_in_poetry_root,14,14,"Ahi che si turba, ahi che s’innalza e cresce",Or come potrò mai scampar da morte?,3,584,6324ab5f2b6495353ac9e3fcc284ffecb7b712ff54b872199b1d9d9287a343d8,9580dce15031978bc5603eaf5add1f090adcbde0a36e381025c378ed5cb8c826,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,3887,4491,582,604,9580dce15031978bc5603eaf5add1f090adcbde0a36e381025c378ed5cb8c826
itws:43798:sonnet0001,itws:43798,"Dov'è, dolce mio caro, amato Figlio",Faustina Maratti,Faustina Maratti,root_metadata_proxy_pending_v7_review,origins_through_1800,"https://it.wikisource.org/wiki/Dov'%C3%A8,_dolce_mio_caro,_amato_Figlio","Zappi, Maratti - Rime I.pdf",structural_14_line_in_poetry_root,14,14,"Dov’è, dolce mio caro, amato Figlio,",E nè pur d’una lagrima lo bagno.,5,549,3be64de95f33d13aefbae7a5326216b423d0954beb95d50d4df0b887f71ff9e7,36a0d7f4aedea70beca1c0545e72835dd6d89fcae54dec0c1a6d68e12b002230,,bibit_sonnet:bibit001063:sonnet_0049,,exclude_canonical_sonnet_duplicate,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,not_materialized_duplicate_or_protected,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
itws:43799:sonnet0001,itws:43799,Cadder preda di morte e in pena ria,Faustina Maratti,Faustina Maratti,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Cadder_preda_di_morte_e_in_pena_ria,"Zappi, Maratti - Rime I.pdf",structural_14_line_in_poetry_root,14,14,Cadder preda di morte e in pena ria,Che la memoria de’ sofferti danni.,6,553,eef686f5fccfb5c3a53e9a3a9a8283b37e5f679f5561d844afd257715bdb11e0,922812ee70bc01e467a80b6bc13fdd2805cb9933a4711cc1c208f563bade31bc,,bibit_sonnet:bibit001063:sonnet_0052,,exclude_canonical_sonnet_duplicate,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,not_materialized_duplicate_or_protected,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
itws:43801:sonnet0001,itws:43801,S'è ver ch'a un cenno del crudel Caronte,Faustina Maratti,Faustina Maratti,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/S'%C3%A8_ver_ch'a_un_cenno_del_crudel_Caronte,"Zappi, Maratti - Rime I.pdf",structural_14_line_in_poetry_root,14,14,S’è ver ch’a un cenno del crudel Caronte,Il negro Lete basteranno appena.,4,524,8e84a94e937f06d7749d87207118d3cf61b1fb3ec6700ffd6e927f7b33b9a76c,faefab35abb695f1937e950a81fe748143fa27e14d5650b3c222615f0649c469,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,4492,5033,521,541,faefab35abb695f1937e950a81fe748143fa27e14d5650b3c222615f0649c469
itws:43804:sonnet0001,itws:43804,Per non veder del vincitor la sorte,Faustina Maratti,Faustina Maratti,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Per_non_veder_del_vincitor_la_sorte,"Zappi, Maratti - Rime I.pdf",structural_14_line_in_poetry_root,14,14,Per non veder del vincitor la sorte,Ma la morte di Porzia è sola ancora.,6,528,4de1c77e17dcfa4f4009e0608baceb2ecc13932d15594331173320b8e7ecd136,9c7f8bddb29b0de2fb5329462753b4c459690c480a1b5e323dfd2d6eca0a78e6,,bibit_sonnet:bibit001063:sonnet_0061,,exclude_canonical_sonnet_duplicate,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,not_materialized_duplicate_or_protected,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
itws:43899:sonnet0001,itws:43899,Quando l'almo mio Sol fra gli altri appare,Faustina Maratti,Faustina Maratti,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Quando_l'almo_mio_Sol_fra_gli_altri_appare,"Zappi, Maratti - Rime I.pdf",structural_14_line_in_poetry_root,14,14,Quando l’almo mio Sol fra gli altri appare,"Ma il Tebro il dica e voi, voi che ’l vedete.",5,573,d13acc2a811db0a6a6a4c993ebd1a3a1727810e4790500a50c7a79418ddc4d5e,1c9a4b6708a3719293539125f5ce06d3c496fb8c49a565e483392a035d8fa323,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,5034,5633,569,599,1c9a4b6708a3719293539125f5ce06d3c496fb8c49a565e483392a035d8fa323
itws:43900:sonnet0001,itws:43900,Poichè il volo dell'Aquila latina,Faustina Maratti,Faustina Maratti,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Poich%C3%A8_il_volo_dell'Aquila_latina,"Zappi, Maratti - Rime I.pdf",structural_14_line_in_poetry_root,14,14,Poichè il volo dell’Aquila latina,"Italia Italia, sei Reina ancora.",4,513,2ddbc313f83940403e7fccd0ea897be7b6e183f82e0ee20009ef435a515dc60f,6a505b22d1826593810b9b9d4d1317592c38753fbb191f7d3d03fbae2f1fc8b9,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,5634,6156,510,522,6a505b22d1826593810b9b9d4d1317592c38753fbb191f7d3d03fbae2f1fc8b9
itws:43902:sonnet0001,itws:43902,Io non so come a questa età condotte,Faustina Maratti,Faustina Maratti,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Io_non_so_come_a_questa_et%C3%A0_condotte,"Zappi, Maratti - Rime I.pdf",structural_14_line_in_poetry_root,14,14,Io non so come a questa età condotte,Passai superba al mio nemico accanto.,6,531,d07f0923303e624270e4415a2ccb48900622456432e84f35382d3de91c2167fe,bb298642307edcb602c8cbcdd20b7b7725737fcf363f0a4b9af299d93b3f1dac,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,6157,6704,526,547,bb298642307edcb602c8cbcdd20b7b7725737fcf363f0a4b9af299d93b3f1dac
itws:43904:sonnet0001,itws:43904,Prese per vendicar l'onta e l'esiglio,Faustina Maratti,Faustina Maratti,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Prese_per_vendicar_l'onta_e_l'esiglio,"Zappi, Maratti - Rime I.pdf",structural_14_line_in_poetry_root,14,14,"Prese per vendicar l’onta e l’esiglio,",Fè d’una donna il glorioso orgoglio.,6,526,4fdb60196b11ed7974eabfdfb197f4e7cc8562ffd6a76fb739cdc27077f1a697,9501c0c91d5c8ec050f13a804ffdca2e29246bdbaa42fdec82a1d7e0ceed840f,bibit_sonnet:bibit001063:sonnet_0060,,,exclude_canonical_sonnet_duplicate,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,not_materialized_duplicate_or_protected,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
itws:43906:sonnet0001,itws:43906,"Questa che in bianco ammanto, e in bianco velo",Faustina Maratti,Faustina Maratti,root_metadata_proxy_pending_v7_review,origins_through_1800,"https://it.wikisource.org/wiki/Questa_che_in_bianco_ammanto,_e_in_bianco_velo","Zappi, Maratti - Rime I.pdf",structural_14_line_in_poetry_root,14,14,"Questa che in bianco ammanto, e in bianco velo",Le Vergini Romane il Ciel difende.,6,543,915ebff42559801b99771a47a20dd54a03e28940bcded21c742234f0d1b9724b,ff5052e6b95c4236bca87f03d07d9f196830b96322d10a6fb8a2e01fd564df31,,bibit_sonnet:bibit001063:sonnet_0059,,exclude_canonical_sonnet_duplicate,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,not_materialized_duplicate_or_protected,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
itws:43924:sonnet0001,itws:43924,"Muse, poichè il mio Sol gode e desìa",Faustina Maratti,Faustina Maratti,root_metadata_proxy_pending_v7_review,origins_through_1800,"https://it.wikisource.org/wiki/Muse,_poich%C3%A8_il_mio_Sol_gode_e_des%C3%ACa","Zappi, Maratti - Rime I.pdf",structural_14_line_in_poetry_root,14,14,"Muse, poichè il mio Sol gode e desìa",E legga colla mia l’alta sua gloria.,8,544,d37c89fb707d5d919b04bbb0e5f4817df7db6616bd524e272a8940c347c56b70,0e5262517b5cdd14476e136c9b19d54cf6039ab367b4860a55248f17e26f11d1,,bibit_sonnet:bibit001063:sonnet_0046,,exclude_canonical_sonnet_duplicate,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,not_materialized_duplicate_or_protected,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
itws:43925:sonnet0001,itws:43925,Donna che tanto al mio bel Sol piacesti,Faustina Maratti,Faustina Maratti,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Donna_che_tanto_al_mio_bel_Sol_piacesti,"Zappi, Maratti - Rime I.pdf",structural_14_line_in_poetry_root,14,14,"Donna che tanto al mio bel Sol piacesti,",Taci se mi vuoi dir ch’ei t’ama ancora.,6,570,97bdbfb80030b94e157bed8f8c69ac1cbb14b3b2af0bf486f1d781e62a09555b,acfcbe9dca70d3fa523ca4ee0279a68474eb0c967605d22201dbf3211de9d7e5,bibit_sonnet:bibit001063:sonnet_0047,,,exclude_canonical_sonnet_duplicate,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,not_materialized_duplicate_or_protected,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
itws:43927:sonnet0001,itws:43927,"Ovunque il passo volgo, o il guardo io giro",Faustina Maratti,Faustina Maratti,root_metadata_proxy_pending_v7_review,origins_through_1800,"https://it.wikisource.org/wiki/Ovunque_il_passo_volgo,_o_il_guardo_io_giro","Zappi, Maratti - Rime I.pdf",structural_14_line_in_poetry_root,14,14,"Ovunque il passo volgo, o il guardo io giro,",E ad uno ad un non mi contar gli affanni.,6,566,70a14136cbf992b0f177e23d840253225cba0938102ccb901d9d6ee8f915a8d4,6251d5ed44232fa65c2d63a75a316ea9735d664d541a8c661305a7b4e9ba7925,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,6705,7283,561,578,6251d5ed44232fa65c2d63a75a316ea9735d664d541a8c661305a7b4e9ba7925
itws:43929:sonnet0001,itws:43929,Poichè narrò la mal sofferta offesa,Faustina Maratti,Faustina Maratti,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Poich%C3%A8_narr%C3%B2_la_mal_sofferta_offesa,"Zappi, Maratti - Rime I.pdf",structural_14_line_in_poetry_root,14,14,Poichè narrò la mal sofferta offesa,Col farne in se la memorabil prova.,8,533,165ff26597cbb89de9dd68cf9dc547a67ea297e3a3a6005010362c8c7c7106b0,73a624909c8cef418f02e7ecb114ce2471f1dba242b4c3d6faccc06bd18fdb58,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,7284,7831,526,547,73a624909c8cef418f02e7ecb114ce2471f1dba242b4c3d6faccc06bd18fdb58
itws:43930:sonnet0001,itws:43930,Ah rio velen delle create cose,Faustina Maratti,Faustina Maratti,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Ah_rio_velen_delle_create_cose,"Zappi, Maratti - Rime I.pdf",structural_14_line_in_poetry_root,14,14,"Ah rio velen delle create cose,","Tutt’i tuoi cento livid’occhi, e cento.",6,526,d9c2d86c7fc84899b508d3361591789adc0e9ce04e850704a74b2842278397d1,a0d9ae2c92a3ec2b1864c4c9880a990ab1f1b4d26514911f8c003db8a5359d38,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,7832,8366,521,534,a0d9ae2c92a3ec2b1864c4c9880a990ab1f1b4d26514911f8c003db8a5359d38
itws:43933:sonnet0001,itws:43933,Donna real che d'Imeneo la legge,Faustina Maratti,Faustina Maratti,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Donna_real_che_d'Imeneo_la_legge,"Zappi, Maratti - Rime I.pdf",structural_14_line_in_poetry_root,14,14,Donna real che d’Imeneo la legge,Cesari e Fabi non l’abbiate a sdegno.,7,519,480933b7c6e6a36de24b909d2dac79e2c932ad5ecc376c49909b98156d7a6a4c,02a3c3ed19e9c5c51229b1ef8f2f0aeaa3206fc6605e5b1817ed5eae83a56e65,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,8367,8890,513,523,02a3c3ed19e9c5c51229b1ef8f2f0aeaa3206fc6605e5b1817ed5eae83a56e65
itws:43934:sonnet0001,itws:43934,"Scrivi, mi dice un valoroso sdegno",Faustina Maratti,Faustina Maratti,root_metadata_proxy_pending_v7_review,origins_through_1800,"https://it.wikisource.org/wiki/Scrivi,_mi_dice_un_valoroso_sdegno","Zappi, Maratti - Rime I.pdf",structural_14_line_in_poetry_root,14,14,"Scrivi, mi dice un valoroso sdegno,","Sen passa altier sopra l’offesa, e tace.",9,564,83767cf2c489cb7cbb4712c71bece59f077aa729606a9ab4b4cf7f27fd485852,e544d19cf7c7b968aa2d7eaa3e1b3e31e8b81450a4ff164c70e3bc64094ad829,,bibit_sonnet:bibit001063:sonnet_0055,,exclude_canonical_sonnet_duplicate,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,not_materialized_duplicate_or_protected,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
itws:54204:sonnet0001,itws:54204,Donna leggiadra il cui bel nome honora,John Milton,John Milton,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Donna_leggiadra_il_cui_bel_nome_honora,"Poems of Mr. John Milton, Both English and Latin, Compos'd at several times.djvu",structural_14_line_in_poetry_root,14,14,Donna leggiadra il cui bel nome honora,Che ’l disio amoroso al cuor s’invecchi.,5,534,2872bd98e25cc9948daa4859d7d119cfc97a75c3bd7343ab55f443de9c067e9e,4143f6c86f7bcb6095a3a871af8149a634996c4a8678493e99d1b621affc83bd,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,8891,9443,530,552,4143f6c86f7bcb6095a3a871af8149a634996c4a8678493e99d1b621affc83bd
