segment_id,ebook_id,source_cleaned_sha256,character_start,character_end,character_count,segment_sha256,segment_decision,final_role,reason,reference_ids,start_anchor,end_anchor
pg6938:seg0001,6938,9c601b6e93492813716ad474fb5fcfeec7dc5ac4fbeb6e7337de2a0c5c3b9e88,0,82543,82543,2fe015aafb0ad8df0d499f549c7a58fe89ef42632d145699420ee0899984b2a1,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,"Produced by Claudio Paganelli, Carlo Traverso, Charles Franks and the Online Distributed Proofreading Team. This file wa",e di esso che il Rajna afferma essere Maestro Andrea de' Magnabotti da Barberino di Valdelsa maestro di canto.
pg6938:seg0002,6938,9c601b6e93492813716ad474fb5fcfeec7dc5ac4fbeb6e7337de2a0c5c3b9e88,82543,229606,147063,ad95675f70c16a2a31427cd4622afaa99bacfafbfd15dbf36699b8a15025223f,exclude_embedded_canonical_text,excluded,embedded_text_exists_in_canonical_reference,bibit:bibit000859,RIME DI TULLIA D'ARAGONA A DONNA ELEONORA DI TOLEDO DUCHESSA DI FIRENZE *** TULLIA D'ARAGONA Io so bene nobilissi,"rivolga altrove, questa bella pianta sacrare intendo a lei, cui 'l petto ho sacro con la memoria de l'amato nome"
pg6938:seg0003,6938,9c601b6e93492813716ad474fb5fcfeec7dc5ac4fbeb6e7337de2a0c5c3b9e88,229606,237219,7613,7ee5801a246ce1127f290b3c92a8b4d8b3586035d2c184079bd170e42fc77c3e,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,[5 O sante Dee.] [11 raccogliendo.] [15 ch'a quest'ora qui volto ho 'l] [20 m'è.] [23 Eccomi presto.] [24,sì nemica (MARTELLI L.) Voi che lieti pascete ad Arno intorno (ARRIGHI B.) Voi che volgete il vostro alto disio
pg7121:seg0001,7121,17b92b7f169e18e37bd4456baff0a5b2bf74f94eb73313293a146c7ffc075fea,0,500253,500253,17b92b7f169e18e37bd4456baff0a5b2bf74f94eb73313293a146c7ffc075fea,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Charles Franks, and the Distributed Proofreading Team. Ringraziamo la ""Bibliothèque National",erno Italiano avrebbe usato a nostro riguardo!... Seguitiamo dunque i carabinieri e andiamo dal sor Delegato... FINE
pg7151:seg0001,7151,2146498b419dd49c651acc7d21b376a03f162f2be53b032f0c603765c8b54040,0,472432,472432,2146498b419dd49c651acc7d21b376a03f162f2be53b032f0c603765c8b54040,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Charles Franks, and the Distributed Proofreading Team. Giuseppe Garibaldi Cleli","compivano due osceni ed esecrandi tradimenti, ai quali riscontro non può offrire alcuna pagina della storia del mondo."
pg7781:seg0001,7781,bde0c83eece058be9e383ccc2ca9c75460b1663eeb808658539adb9c171ff82b,0,131489,131489,bde0c83eece058be9e383ccc2ca9c75460b1663eeb808658539adb9c171ff82b,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Claudio Paganelli, Carlo Traverso, Charles Franks and the Online Distributed Proofreading Team. This is a co","canal, Nuova York, 1906; Morse, Mars and its mystery, Boston, 1906; Lowell, Mars the abode of life. Nuova York, 1908.]"
pg9641:seg0001,9641,42563191525d35036e2bfcf43997c747e94f43585cb59a13c3c682730adeec4a,0,221857,221857,42563191525d35036e2bfcf43997c747e94f43585cb59a13c3c682730adeec4a,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Claudio Paganelli, Carlo Traverso, Charles Franks and the Online Distributed Proofreading Team. Thi",balli. L'uomo baciò la figlia: poi la vide suggere da un seno avidissimamente: poi si volse ad Alzor:--Io sarò con te!
pg10215:seg0001,10215,9940b9ffc4c9624e69c8235f338bededb7b68ea2cb709c41795a3c914376124a,0,1193927,1193927,9940b9ffc4c9624e69c8235f338bededb7b68ea2cb709c41795a3c914376124a,include_record_text,nineteenth_century_bridge,retained_primary_text,,"We thank the ""Biblioteca Sormani"" di Milano that has provided the images. This book has been completed in cooperation w","il lettore, anche tra il sonno e la veglia, non seppe coglierla da per sè, quando teneva il libro fra le mani. FINE"
pg11206:seg0001,11206,a3336b06ac9178ab77b5b531220f7791a6b7e6bcfad89c33ae6a0140831cd5ed,0,129021,129021,a3336b06ac9178ab77b5b531220f7791a6b7e6bcfad89c33ae6a0140831cd5ed,include_record_text,nineteenth_century_bridge,retained_primary_text,,Please note: There were places where the subscripts of the chemical equations could not be read nor found on the interne,Urati Urea Ureometri Urobilina Urocromo Uroeritrina Xantina Worm-Muller (reattivo di) Zucchero di canna
pg11492:seg0001,11492,879eeb1cabefea2530c69e8bcba0f8fd24d167719a789634d25339c6dd1cb622,0,209631,209631,879eeb1cabefea2530c69e8bcba0f8fd24d167719a789634d25339c6dd1cb622,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Gerolamo Rovetta Il Tenente dei Lancieri ROMANZO Sesto S. Giovanni, 1916. I. La ditta portava il nome del pad","vero il nostro figliuolo!... Chissà, a quest'ora, dove sarà! Maddalena... di', di'... Maddalena, dove sarà?... FINE."
pg11497:seg0001,11497,e0869181aa7dbbdea5be49abcda434f2715174e377db140990a9aaabe2b44117,0,378346,378346,e0869181aa7dbbdea5be49abcda434f2715174e377db140990a9aaabe2b44117,include_record_text,nineteenth_century_bridge,retained_primary_text,,VALENZIA CANDIANO RACCONTO DI GIUSEPPE ROVANI AUTORE DEL LAMBERTO MALATESTA MILANO PRESSO LA TIPOGRAFIA DI VINCEN,"otto la tutela delle vigenti Leggi e Convenzioni fra gli Stati Italiani, essendosi adempiuto a quanto esse prescrivono."
pg11644:seg0001,11644,3d56d70b62f6230cf9bcd07099aef8c9a4646a09292cf3a53e52653acd69ea72,0,658035,658035,3d56d70b62f6230cf9bcd07099aef8c9a4646a09292cf3a53e52653acd69ea72,include_record_text,nineteenth_century_bridge,retained_primary_text,,LA NOTTE DEL COMMENDATORE Racconto di ANTON GIULIO BARRILI CAPITOLO PRIMO. Nel quale si vede che il diavolo non è,"re, dopo essersi voltato sul fianco buono, si pigliò un sonno che aveva pur meritato. Lettori, svegliatevi voi. FINE."
pg11684:seg0001,11684,94c97c30ff39fb3cea6e24850ece1c1f4761d48bc382b126d7556cac5e233c34,0,17942,17942,94c97c30ff39fb3cea6e24850ece1c1f4761d48bc382b126d7556cac5e233c34,include_record_text,historical_general,retained_primary_text,,PIETRO METASTASIO IL SOGNO DI SCIPIONE Azione teatrale allusiva alle sfortunate campagne delle armi Austriache in Ita,"seren: E rispetti la diva incostante Quella fronda che porti sul crine, L'alma grande che chiudi nel sen."
pg11685:seg0001,11685,42b77233a10ade5a36490e666a8a3438b1be1b022d61e71f2b2c81bfc705acc4,0,29494,29494,42b77233a10ade5a36490e666a8a3438b1be1b022d61e71f2b2c81bfc705acc4,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,"PIETRO METASTASIO L'ENDIMIONE INTERLOCUTORI DIANA. ENDIMIONE. AMORE in abito di cacciatore, so",i resti in seno. Nè venga a disturbar Chi bene amar desia La fredda gelosia Col suo veleno. FINE.
pg11724:seg0001,11724,6580ee8cca414fc712eb981806de05bd294f5cbf340d2a96b6a7d761dc9efc72,0,268297,268297,6580ee8cca414fc712eb981806de05bd294f5cbf340d2a96b6a7d761dc9efc72,include_record_text,nineteenth_century_bridge,retained_primary_text,,"LUCIANO ZÙCCOLI ROBERTA MILANO FRATELLI TREVES, EDITORI 1919. PREFAZIONE. Sarebbe difficile dire quali foss","ra d'una galleria come in una voragine profonda. FINE. _Bogliasco, luglio 1896._ _Blevio, febbraio 1897._"
pg12446:seg0001,12446,2950fa833e11c6b170deacfc98f1f006ce92afbbb80f3639fa89ff3ca9da56e6,0,378761,378761,2950fa833e11c6b170deacfc98f1f006ce92afbbb80f3639fa89ff3ca9da56e6,include_record_text,nineteenth_century_bridge,retained_primary_text,,"LUCIANO ZÙCCOLI IL DESIGNATO ROMANZO NUOVA EDIZIONE riveduta dall'autore MILANO FRATELLI TREVES, EDITORI Ottavo","e prove, dimostrarle come tutto io sapessi comprendere.... _Milano, ottobre 1893--aprile 1894._ FINE. [Blank page]"
pg13627:seg0001,13627,6e5f864dbb6fa5f699e157def93e5740f8adea2e6d0ef01cfba2ce76ff25ba3a,0,424750,424750,6e5f864dbb6fa5f699e157def93e5740f8adea2e6d0ef01cfba2ce76ff25ba3a,include_record_text,nineteenth_century_bridge,retained_primary_text,,EMILIO PRAGA MEMORIE DEL PRESBITERIO SCENE DI PROVINCIA TORINO F. CASANOVA. LIBRAIO--EDITORE Via Accademia de,eva pena perchè mi pareva una irriverenza verso le tristi memorie che il suo incontro mi suscitava nell'animo. FINE.
pg15136:seg0001,15136,2a57990aef0433d54525b42fbe7d3e855a8542b2cd2b7154e03c01e975388a05,0,533093,533093,2a57990aef0433d54525b42fbe7d3e855a8542b2cd2b7154e03c01e975388a05,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,"Carlo Traverso, Claudio Paganelli and Distributed Proofreaders AMEDEIDE POEMA EROICO DI GABRIELLO CHIABRERA.",geo le navi inghiotte. FINE. _V._ PAOLO AMEDEO GIOVANELLI Prev. a S. Don. _Rev. Arc._ _V._ Per la Stampa MARONE.
pg15139:seg0001,15139,d1cab76111db2403a9c1b3ab2ef68ac87f9d0ff9eb355b5cd7f2e33f0652adcf,0,30497,30497,d1cab76111db2403a9c1b3ab2ef68ac87f9d0ff9eb355b5cd7f2e33f0652adcf,include_record_text,historical_general,retained_primary_text,,Produced In Memory of Sabine Glaser NOTIZIE DEL,"Padova non ha quindi, nemmeno per questa parte, _che invidiare a qualunque altro dei più ricchi e celebrati d'Europa_."
pg16489:seg0001,16489,57209a2dd291f451e0afab4aa9ff021b847b3ebe7339eed623cf1048b9c7a39e,0,162815,162815,57209a2dd291f451e0afab4aa9ff021b847b3ebe7339eed623cf1048b9c7a39e,include_record_text,nineteenth_century_bridge,retained_primary_text,,Produced by Massimiliano Zattera and the Distributed Proofreaders Europe team (http://dp.rastko.net),piaceri in primavera » II. Dei piaceri in estate » III. Dei piaceri in autunno » IV. Dei piaceri in inverno
pg16920:seg0001,16920,be6ef9621cbd227dc0610681fb43f3bacd9fbcc172fc3d782ee3c6bbff2cb4f2,0,313070,313070,be6ef9621cbd227dc0610681fb43f3bacd9fbcc172fc3d782ee3c6bbff2cb4f2,include_record_text,nineteenth_century_bridge,retained_primary_text,,Produced by Massimiliano Zattera and the Distributed proofreaders Europe team (http://dp.rastko.net/),alla litografia f.a.r.a.p. S. Giovanni in Persiceto (Bo) Aprile 1974
pg16952:seg0001,16952,8ac5a57641245a7be66b818d788d255edcc98af166976f9906cc8408c18039d5,0,176274,176274,8ac5a57641245a7be66b818d788d255edcc98af166976f9906cc8408c18039d5,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Paganelli and the Online Distributed Proofreading Team at https://www.pgdp.net (This file wa",o!--domandarono ad un tempo il re dei Citrulli e il suo ministro. --Circondandolo di cretini--rispose Canella. FINE.
pg16980:seg0001,16980,f8f2c75a860cb9b1898f5c3db1ff159eae12539cff6760a67fea9ebc2924272b,0,284872,284872,f8f2c75a860cb9b1898f5c3db1ff159eae12539cff6760a67fea9ebc2924272b,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Paganelli and the Online Distributed Proofreading Team at https://www.pgdp.net. (This file w","rollino. Lo spirito, all'estremo, s'era rifugiato in quel sogno, e aveva varcato il confine. FINE. [Illustration]"
pg17440:seg0001,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,0,2457,2457,a1ee61528911b6a8b1f03e7c68f582dc32dd612202637b07bd4696428f76641c,exclude_non_primary_or_english_text,excluded,english_dedication_and_front_matter,,"Produced by Louise Hope, Paul Murray and the Online Distributed Proofreading Team at http://www.pgdp.net (This file was","Obliged, and most _Faithful Servant,_ John James Heidegger. * * * * *"
pg17440:seg0002,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,2457,2533,76,dddf5eb7ef959bf5c4d7ddd6b6e024f7cda78e40d37e164c023a8ea64c71b910,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,"Personaggi. Dramatis Personæ Amadigi di Gaula Eroe, amante di Oriana.","Personaggi. Dramatis Personæ Amadigi di Gaula Eroe, amante di Oriana."
pg17440:seg0003,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,2533,2594,61,eb8a0e9289bcfb97a936588d88a36b9734c737b596e13dfa05e439b6ea7d836b,exclude_parallel_english_translation,excluded,parallel_english_block,,"_Amadis_ of _Gaul_, a famous Heroe, in love with _Oriana_.","_Amadis_ of _Gaul_, a famous Heroe, in love with _Oriana_."
pg17440:seg0004,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,2594,2804,210,af5a7ee35bb93dc5561e4674a7c20e134f5190122ed549baccced3975a6a50f7,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,"Sig. Cav. _Nicolino Grimaldi_. Dardano, Prencipe di Tracia. _Dardanus_, Prince of _Thracia_. Sig. _Dia","of _Thracia_. Sig. _Diana Vico_. Oriana, Figlia del' Rè dell' Isole fortunate. Sig. _Anastasia Robinson_."
pg17440:seg0005,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,2804,2863,59,5e71f798e42a3ce3fa68f5c33bb8e67bcbfc7ccf2d3ea086dab372e73f39f349,exclude_parallel_english_translation,excluded,parallel_english_block,,"_Oriana_, Daughter of the King of the Fortunate Islands.","_Oriana_, Daughter of the King of the Fortunate Islands."
pg17440:seg0006,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,2863,3017,154,2428fb2496e944f1a14d355906b294c0536cecef3328d5e198ca04457d0f0e6f,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,"Mrs. _Anastasia Robinson_. Melissa, Maga Amante Di Amadigi. Sig. _Elisabetta Pilotta Schiavonetti, di S","Melissa, Maga Amante Di Amadigi. Sig. _Elisabetta Pilotta Schiavonetti, di S.A.R. la Principessa di Galles_."
pg17440:seg0007,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,3017,3069,52,382d8848bf9ab952a6bd738e0b381d07bbff28774fe20515ed3677a58503ed90,exclude_parallel_english_translation,excluded,parallel_english_block,,"_Melissa_, an Enchantress, in love with _Amadis_.","_Melissa_, an Enchantress, in love with _Amadis_."
pg17440:seg0008,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,3069,3070,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,,
pg17440:seg0009,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,3070,3177,107,517d634eb40022a73199932ff47db307086d84691b44ee4ec7ba290abfa9edc2,exclude_parallel_english_translation,excluded,parallel_english_block,,"Sig. _Elizabetta Pilotta Schiavonetti_, Servant to her Royal Highness the Princess of _Wales_.","Sig. _Elizabetta Pilotta Schiavonetti_, Servant to her Royal Highness the Princess of _Wales_."
pg17440:seg0010,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,3177,3351,174,ce82fd59fea2751ee0b8d28b1df750aad48fed61e904febc514babae5cbb273f,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,* * * * * Amadigi di Gaula. _Amadis_ of _Gaul_.,Amadigi di Gaula. _Amadis_ of _Gaul_. * * * * * ATTO I. SCENA I.
pg17440:seg0011,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,3351,3371,20,5af8401352bd3b4495d0e807ee8517ca70d54e31aeadc86391ac484cecf01422,exclude_parallel_english_translation,excluded,parallel_english_block,,ACT I. SCENE I.,ACT I. SCENE I.
pg17440:seg0012,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,3371,3395,24,adc130665ab5bede5ea864859af857ed92777eb6a18289144d4f37b080d07b6c,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,Giardino di Melissa.,Giardino di Melissa.
pg17440:seg0013,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,3395,3423,28,3b431a5302f93fc2fd11cb3e8beb81a1e63d5d1e7e54a8ef364a228c0d5fc37d,exclude_parallel_english_translation,excluded,parallel_english_block,,SCENE _Melissa_'s Garden.,SCENE _Melissa_'s Garden.
pg17440:seg0014,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,3423,3736,313,700910de1e0e9a87864f9f19bab9ccd4705e7a3bf5a8545e70621cc5738e90b9,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,"Notte. Night. Amadigi, e Dardano. _Amadis_ and _Dardanus_. AMADIGI. AMADIS. Or' che di negro Ammanto E'","Invita; Abbandoniam' queste incantate Soglie, Che già troppo contrarie Furo' alla gloria mia, ed' al' mio Amore."
pg17440:seg0015,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,3736,3989,253,49e60ff7816c05a6e507a9837a39f9fc2e608459ddc51891eb304406c340b669,exclude_parallel_english_translation,excluded,parallel_english_block,,"Now that the Heav'ns with sable Veil Are cover'd close, and all Mankind repose, Prince, let us go, where Hon","s; Let us abandon this enchanted Place, Which too averse already hath prov'd Both to my Glory, and my Love."
pg17440:seg0016,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,3989,4387,398,d0a015e0ea9091b5297b48dad9447df25dbc2e29ed3e504b784b1fa50558c6e0,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,"Dard. Già d' Amadigi il nome Fa' incredibil' le proue Della forza dell' braccio, e del' valore: Dopo tante vit","scello, Qui come inriga il suolo: Tutto con l'arti sue forma d'Incanti, Per piacere à tè Sol', che sei sua vita."
pg17440:seg0017,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,4387,4892,505,3a4d2cddf30ef228117411b440fde16290591baf4e744d5245b90d64cf9c1a20,exclude_parallel_english_translation,excluded,parallel_english_block,,"The Name of _Amadis_ already makes Incredible, th' amazing Proofs As well of Valour as of Strength of Arm:","all the pleasant Ground: All this she forms by her enchanting Arts, You, only you, to please, who are her Life."
pg17440:seg0018,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,4892,4947,55,9c6b93deab719c4daa121c739bdcd28e503a968fc49cfc6a0d0783f580d5a154,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,"Amad. Più cerca ella piacermi, io più la sprezzo.","Amad. Più cerca ella piacermi, io più la sprezzo."
pg17440:seg0019,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,4947,5007,60,925dbd704e5156ac602a2375e2293d4a64ce71c23a3659206db72c0549ce16c5,exclude_parallel_english_translation,excluded,parallel_english_block,,"The more she strives to please, the more I her despise.","The more she strives to please, the more I her despise."
pg17440:seg0020,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,5007,5038,31,83e3a05bd65c910790df1ac25bb5a04e4309ba7a4081ce122f5887d40e0f3cc8,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,Dard. Ingrato dunque sei.,Dard. Ingrato dunque sei.
pg17440:seg0021,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,5038,5067,29,81e99b807a4e868989702439e2d0f9a1be6f1c090847baa4d793b51cb0804993,exclude_parallel_english_translation,excluded,parallel_english_block,,The more ungrateful you.,The more ungrateful you.
pg17440:seg0022,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,5067,5288,221,c3d15ebcec51d55e096107c0f423069b918f02e58897efed2e59f53405b22d83,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,"Amad. Mira; e poi dimmi Ingrato: [Gli mostra il ritratto di Oriana. Mira questi colori, Che non so","olori, Che non sono ch' un' ombra al' par del' giorno, E dì, se posso oh' Dio, Per Melissa Lasciar, l'Idolo mio?"
pg17440:seg0023,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,5288,5573,285,98842454d7f255d76a548bfbf0d9914d2c57919c1a987f6053bfc9b6cbb29213,exclude_parallel_english_translation,excluded,parallel_english_block,,"View first this Piece, then call me Ingrate. [He shews him the Picture of _Oriana_. View but the","adows at the Day's approach, And tell me, if I can, Oh Gods! Leave, for _Melissa_'s sake, this Idol of my Love?"
pg17440:seg0024,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,5573,5667,94,63c0e0616052875632fa16fda08f2c7f5f7efd8f7ce9d96172b4b9d84011b074,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,Dard. (Ah'! che rimiro ò stelle! Questo è il mio ben' si finga.) Ella ti corisponde?,Dard. (Ah'! che rimiro ò stelle! Questo è il mio ben' si finga.) Ella ti corisponde?
pg17440:seg0025,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,5667,5776,109,65758c323a91744e139f0e762b995debc3948fab3084da706d0f7395e7485fd7,exclude_parallel_english_translation,excluded,parallel_english_block,,(Ah me! what is't I see? O Stars! This is my Dear; but I'll dissemble) And does answer thy Love.,(Ah me! what is't I see? O Stars! This is my Dear; but I'll dissemble) And does answer thy Love.
pg17440:seg0026,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,5776,5857,81,2d86af26ff9ee18ba1db16f1022ea6987fa0b33a50455fd6bb5f92dc4de8334e,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,Amad. M'ama quant' Io l'Adoro. Mà; che più qui si tarda? andiam ò Prence.,Amad. M'ama quant' Io l'Adoro. Mà; che più qui si tarda? andiam ò Prence.
pg17440:seg0027,17440,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,5857,5952,95,b9f32570740d5396bc42a3f9934c24beaf0b091184e5b57fc6d3e19986933123,exclude_parallel_english_translation,excluded,parallel_english_block,,"She loves me as much as I do her adore. But pray, why stay we here? Prince, let us go.","She loves me as much as I do her adore. But pray, why stay we here? Prince, let us go."
