ebook_id,title,authors,author_birth_years,author_death_years,subjects,bookshelves,preliminary_role,period_bucket,inventory_status,landing_page_url,plain_text_url,fetched_url,cache_status,fetch_error,raw_character_count,cleaned_character_count,gutenberg_release_years,date_evidence_json,language_variety_evidence_json,selected_evidence_kind,selected_evidence_year_start,selected_evidence_year_end,selected_evidence_text,evidence_confidence,resolved_period_bucket,resolved_role,automatic_decision,resolution_status,manual_review_reasons
12446,Il Designato: Romanzo,"Zùccoli, Luciano",1868,1929,Fiction,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/12446,https://www.gutenberg.org/ebooks/12446.txt.utf-8,https://www.gutenberg.org/ebooks/12446.txt.utf-8,hit,,398231,378761,2004;2024,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
14370,Zanetto; and Cavalleria Rusticana,,,,Operas -- Librettos,Category: Plays/Films/Dramas;IT Musica;Opera,date_and_role_review,unknown,review_missing_period_evidence,https://www.gutenberg.org/ebooks/14370,https://www.gutenberg.org/ebooks/14370.txt.utf-8,https://www.gutenberg.org/ebooks/14370.txt.utf-8,hit,,71038,51458,2004;2024,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",1867,1914,Poetry,Category: Philosophy & Ethics;Category: Poetry;IT Poesia,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/17687,https://www.gutenberg.org/ebooks/17687.txt.utf-8,https://www.gutenberg.org/ebooks/17687.txt.utf-8,hit,,109943,90539,2006,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
17836,Nel paese dei dollari: Tre anni a New-York,"Rossi, Adolfo",1857,1921,Italians -- New York (State) -- New York;New York (N.Y.) -- Social life and customs -- 19th century,Category: American Literature;Category: Novels;IT Viaggi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/17836,https://www.gutenberg.org/ebooks/17836.txt.utf-8,https://www.gutenberg.org/ebooks/17836.txt.utf-8,hit,,297738,278189,2006;2012,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
17838,L'aeroplano del papa: Romanzo profetico in versi liberi,"Marinetti, F. T.",1876,1944,Poetry,Category: French Literature;Category: Novels;Category: Poetry;IT Poesia,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/17838,https://www.gutenberg.org/ebooks/17838.txt.utf-8,https://www.gutenberg.org/ebooks/17838.txt.utf-8,hit,,231080,211530,2006,"[{""kind"":""title_page_edition_year"",""year_start"":1914,""year_end"":1914,""text"":""Tradotto (scopo propaganda) oggi 1914 | EDIZIONI FUTURISTE DI \""POESIA\"" | CORSO VENEZIA, 61--MILANO | 1914 | PROPRIETÀ LETTERARIA | Stab. Tip. TAVEGGIA * Milano * Via Ospedale, 3 | MOVIMENTO FUTURISTA"",""confidence"":""medium""}]","{""marker_counts"":{""sicilian"":2},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
17850,La pergamena distrutta: Romanzo del secolo XVI,"Mulazzi, Virginia",,,Historical fiction,Category: Historical Novels;Category: Novels;Historical Fiction;IT Romanzi storici,date_and_role_review,unknown,review_missing_period_evidence,https://www.gutenberg.org/ebooks/17850,https://www.gutenberg.org/ebooks/17850.txt.utf-8,https://www.gutenberg.org/ebooks/17850.txt.utf-8,hit,,764487,744914,2006,"[{""kind"":""title_page_edition_year"",""year_start"":1872,""year_end"":1872,""text"":""MILANO | TIPOGRAFIA già DOMENICO SALVI e C. (Direttore Lodovica Bortolotti.) | Via Larga, 19 | 1872 | Quest'opera, di proprietà della ditta editrice | SOCIETA' ANONIMA, _Tipografia già Domenico Salvi e C._, | è posta sotto la salvaguardia della legge sulla proprietà letteraria."",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,edition_proves_pre_1901_eligibility_but_work_period_is_ambiguous
17852,Senz'Amore,"Colombi, marchesa",1840,1920,Fiction,Category: Novels;Historical Fiction;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/17852,https://www.gutenberg.org/ebooks/17852.txt.utf-8,https://www.gutenberg.org/ebooks/17852.txt.utf-8,hit,,311132,291677,2006,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
17858,Il ritratto del diavolo,"Barrili, Anton Giulio",1836,1908,Fiction,Category: Historical Novels;Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/17858,https://www.gutenberg.org/ebooks/17858.txt.utf-8,https://www.gutenberg.org/ebooks/17858.txt.utf-8,hit,,419297,399709,2006,[],"{""marker_counts"":{""venetian"":1},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
17874,Tre racconti sentimentali,"Bettoni, Paolo",,,Short stories,Category: Short Stories;IT Racconti,date_and_role_review,unknown,review_missing_period_evidence,https://www.gutenberg.org/ebooks/17874,https://www.gutenberg.org/ebooks/17874.txt.utf-8,https://www.gutenberg.org/ebooks/17874.txt.utf-8,hit,,187022,167581,2006,"[{""kind"":""title_page_edition_year"",""year_start"":1855,""year_end"":1855,""text"":""PAOLO BETTONI | MILANO | PER BORRONI E SCOTTI | 1855. | VIZIO, MISERIA E VIRTÙ | In un viottolo poco lungi dalla Piazza Castello in Milano avvi una | casaccia coi muri qua e là screpolati e puntellati, una casaccia"",""confidence"":""medium""}]","{""marker_counts"":{""milanese"":1},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,edition_proves_pre_1901_eligibility_but_work_period_is_ambiguous
17876,Come le foglie,"Giacosa, Giuseppe",1847,1906,Italian drama (Comedy) -- 19th century,Category: Plays/Films/Dramas;IT Teatro in prosa,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/17876,https://www.gutenberg.org/ebooks/17876.txt.utf-8,https://www.gutenberg.org/ebooks/17876.txt.utf-8,hit,,139447,120120,2006,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
17905,Vecchie cadenze e nuove,"De Marchi, Emilio",1851,1901,Poetry,Category: Poetry;IT Poesia,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/17905,https://www.gutenberg.org/ebooks/17905.txt.utf-8,https://www.gutenberg.org/ebooks/17905.txt.utf-8,hit,,154605,135079,2006,"[{""kind"":""title_page_edition_year"",""year_start"":1904,""year_end"":1904,""text"":""a termini di legge._ | Società Lito-Tipografica Lombarda BOLLINI e COLOMBO | MILANO--Via A. Kramer, 19 | 1904 | _Al lettore_, | Quando nel 1899 usciva per la prima volta sotto forma di Strenna | (dell'Istituto dei Rachitici) questa raccolta di poesie che ora si"",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
17908,Nel sogno,Neera,1846,1918,Fiction,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/17908,https://www.gutenberg.org/ebooks/17908.txt.utf-8,https://www.gutenberg.org/ebooks/17908.txt.utf-8,hit,,118025,98590,2006,[],"{""marker_counts"":{""dialect"":1},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
17986,"Dialogo sopra la generatione de venti, baleni, tuoni, fulgori, fiumi, laghi, valli et montagne","Agrippa, Camillo",,,Meteorology -- Early works to 1800,Category: History - Early Modern (c. 1450-1750);Category: Philosophy & Ethics;Category: Science - Earth/Agricultural/Farming;IT Scienza,date_and_role_review,unknown,review_missing_period_evidence,https://www.gutenberg.org/ebooks/17986,https://www.gutenberg.org/ebooks/17986.txt.utf-8,https://www.gutenberg.org/ebooks/17986.txt.utf-8,hit,,69320,49530,2006,[],"{""marker_counts"":{""milanese"":1},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
18046,Una notte fatale: ovvero il racconto dell'esiliato / bozzetti milanesi,"Porati, R. A.",,,Fiction,Category: Historical Novels;Category: Novels;Category: Romance;IT Romanzi,date_and_role_review,unknown,review_missing_period_evidence,https://www.gutenberg.org/ebooks/18046,https://www.gutenberg.org/ebooks/18046.txt.utf-8,https://www.gutenberg.org/ebooks/18046.txt.utf-8,hit,,276617,257145,2006,[],"{""marker_counts"":{""milanese"":2},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
18456,Enrico IV,"Pirandello, Luigi",1867,1936,Drama,Category: Plays/Films/Dramas;IT Teatro in prosa;Nobel Prizes in Literature,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/18456,https://www.gutenberg.org/ebooks/18456.txt.utf-8,https://www.gutenberg.org/ebooks/18456.txt.utf-8,hit,,137796,118514,2006,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
18457,Sei personaggi in cerca d'autore,"Pirandello, Luigi",1867,1936,Characters and characteristics in literature -- Drama,Category: Plays/Films/Dramas;IT Teatro in prosa;Nobel Prizes in Literature,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/18457,https://www.gutenberg.org/ebooks/18457.txt.utf-8,https://www.gutenberg.org/ebooks/18457.txt.utf-8,hit,,138383,119009,2006,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
19059,Col fuoco non si scherza,"De Marchi, Emilio",1851,1901,Fiction,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/19059,https://www.gutenberg.org/ebooks/19059.txt.utf-8,https://www.gutenberg.org/ebooks/19059.txt.utf-8,hit,,600225,580674,2006,[],"{""marker_counts"":{""milanese"":1},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
19883,"Speranze e glorie; Le tre capitali: Torino, Firenze, Roma","De Amicis, Edmondo",1846,1908,"Cavallotti, Felice, 1842-1898;Florence (Italy) -- Description and travel;Garibaldi, Giuseppe, 1807-1882;Italy -- History -- 19th century;Rome (Italy) -- Description and travel;Socialism -- Italy -- History -- 19th century;Statesmen -- Italy -- Biography;Turin (Italy) -- Description and travel","Category: Essays, Letters & Speeches;Category: Teaching & Education;IT Scienze politiche",date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/19883,https://www.gutenberg.org/ebooks/19883.txt.utf-8,https://www.gutenberg.org/ebooks/19883.txt.utf-8,hit,,440028,420528,2006,"[{""kind"":""title_page_edition_year"",""year_start"":1911,""year_end"":1911,""text"":""Torino--Firenze--Roma | MILANO | FRATELLI TREVES, EDITORI | 1911 | Terzo Migliaio. | PROPRIETÀ LETTERARIA. | _I diritti di riproduzione e di traduzione sono riservati"",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
19886,Fiore di leggende: Cantari antichi I - cantari leggendari,,,,Italian poetry,"Category: Adventure;Category: Mythology, Legends & Folklore;IT Poesia",historical_non_sonnet_poetry_candidate,unknown,review_missing_period_evidence,https://www.gutenberg.org/ebooks/19886,https://www.gutenberg.org/ebooks/19886.txt.utf-8,https://www.gutenberg.org/ebooks/19886.txt.utf-8,hit,,556878,537411,2006,"[{""kind"":""title_page_edition_year"",""year_start"":1914,""year_end"":1914,""text"":""BARI | GIUS. LATERZA & FIGLI | TIPOGRAFI-EDITORI-LIBRAI | 1914 | PROPRIETÀ LETTERARIA | MAGGIO MCMXIV--38475 | Io veggo storie, favole e novelle,"",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
19888,Nuove storie d'ogni colore,"De Marchi, Emilio",1851,1901,Fiction;Short stories,Category: Short Stories;IT Racconti,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/19888,https://www.gutenberg.org/ebooks/19888.txt.utf-8,https://www.gutenberg.org/ebooks/19888.txt.utf-8,hit,,253028,233480,2006,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
19894,In gondoleta: Barcarole e Rime Veneziane,"Negri, Antonio",,,Poetry,Category: Poetry;IT Poesia,historical_non_sonnet_poetry_candidate,unknown,review_missing_period_evidence,https://www.gutenberg.org/ebooks/19894,https://www.gutenberg.org/ebooks/19894.txt.utf-8,https://www.gutenberg.org/ebooks/19894.txt.utf-8,hit,,75232,55772,2006;2010,[],"{""marker_counts"":{""dialect"":3,""venetian"":8},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
20182,La rovina,"Novaro, Angiolo Silvio",1866,1938,Fiction,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/20182,https://www.gutenberg.org/ebooks/20182.txt.utf-8,https://www.gutenberg.org/ebooks/20182.txt.utf-8,hit,,128050,108632,2006,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
21423,L'infedele,"Serao, Matilde",1856,1927,Italian fiction,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/21423,https://www.gutenberg.org/ebooks/21423.txt.utf-8,https://www.gutenberg.org/ebooks/21423.txt.utf-8,hit,,171193,151784,2007,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
22025,Costituzione della Repubblica Italiana e Statuti Costituzionali del Regno d'Italia,Anonymous,,,Constitutional law -- Italian Republic (1802-1805),Category: History - European;Category: History - Modern (1750+);Category: Law & Criminology;IT Legge,date_and_role_review,unknown,review_missing_period_evidence,https://www.gutenberg.org/ebooks/22025,https://www.gutenberg.org/ebooks/22025.txt.utf-8,https://www.gutenberg.org/ebooks/22025.txt.utf-8,hit,,166185,146421,2007;2021,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
22026,"I demagoghi: O, I misteri di Livorno","Monteverde, Cesare",,,Fiction,Category: Novels;IT Romanzi,date_and_role_review,unknown,review_missing_period_evidence,https://www.gutenberg.org/ebooks/22026,https://www.gutenberg.org/ebooks/22026.txt.utf-8,https://www.gutenberg.org/ebooks/22026.txt.utf-8,hit,,675990,656518,2007;2021,"[{""kind"":""title_page_edition_year"",""year_start"":1862,""year_end"":1862,""text"":""MILANO | PRESSO LUIGI CIOFFI EDITORE-LIBRAIO | Via di Chiaravalle, N. 11 rosso. | 1862 | Proprietà letteraria dell'editore, che intende far | valere i propri diritti a norma di legge. | Milano--Ditta Wilmant."",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,edition_proves_pre_1901_eligibility_but_work_period_is_ambiguous
22499,La crisi: commedia in tre atti,"Praga, Marco",1862,1929,Italian drama -- 20th century,Category: Plays/Films/Dramas;IT Teatro in prosa,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/22499,https://www.gutenberg.org/ebooks/22499.txt.utf-8,https://www.gutenberg.org/ebooks/22499.txt.utf-8,hit,,133997,114450,2007;2021,"[{""kind"":""title_page_edition_year"",""year_start"":1907,""year_end"":1907,""text"":""COMMEDIA IN TRE ATTI. | MILANO | FRATELLI TREVES, EDITORI | 1907. | PROPRIETÀ LETTERARIA | _Riservati tutti i diritti.--La rappresentazione e la | riproduzione per la stampa sono vietate a termini e"",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
22502,Economisti del cinque e seicento,"Montanari, Geminiano;Scaruffi, Gasparo;Serra, Antonio, active 1613",1633;1519;,1687;1584;,Economics;Money,Category: Economics;Category: History - Early Modern (c. 1450-1750);IT Economia,date_and_role_review,unknown,review_missing_period_evidence,https://www.gutenberg.org/ebooks/22502,https://www.gutenberg.org/ebooks/22502.txt.utf-8,https://www.gutenberg.org/ebooks/22502.txt.utf-8,hit,,827616,807937,2007;2021,"[{""kind"":""title_page_edition_year"",""year_start"":1913,""year_end"":1913,""text"":""BARI | GIUS. LATERZA & FIGLI | TIPOGRAFI-EDITORI-LIBRAI | 1913 | [Verso] | PROPRIETÁ LETTERARIA | MARZO MCMXIII--34324"",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
22505,Riconciliazione,"Guidi, Tommasina",1833,1903,Fiction,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/22505,https://www.gutenberg.org/ebooks/22505.txt.utf-8,https://www.gutenberg.org/ebooks/22505.txt.utf-8,hit,,141145,121654,2007;2021,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
22506,Le tre valli della Sicilia,"Sangiorgio, Gaetano",1843,1910,Fiction,Category: Historical Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/22506,https://www.gutenberg.org/ebooks/22506.txt.utf-8,https://www.gutenberg.org/ebooks/22506.txt.utf-8,hit,,149339,129722,2007;2021,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
22507,Romanzo d'una signorina per bene,"Vertua Gentile, Anna",1850,1926,Fiction,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/22507,https://www.gutenberg.org/ebooks/22507.txt.utf-8,https://www.gutenberg.org/ebooks/22507.txt.utf-8,hit,,210056,190493,2007;2021,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
23297,La Gioconda,"D'Annunzio, Gabriele",1863,1938,Italian drama -- 19th century;Tragedies (Drama),Banned Books from Anne Haight's list;Category: Plays/Films/Dramas;IT Teatro in prosa,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/23297,https://www.gutenberg.org/ebooks/23297.txt.utf-8,https://www.gutenberg.org/ebooks/23297.txt.utf-8,hit,,144661,125349,2007,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
24072,First Italian Readings,Various,,,Italian language -- Readers,Category: Language & Communication;Category: Teaching & Education;Children's Instructional Books;IT Linguistica,date_and_role_review,unknown,review_missing_period_evidence,https://www.gutenberg.org/ebooks/24072,https://www.gutenberg.org/ebooks/24072.txt.utf-8,https://www.gutenberg.org/ebooks/24072.txt.utf-8,hit,,350792,331436,2007,"[{""kind"":""copyright_year"",""year_start"":1897,""year_end"":1897,""text"":""Copyright, 1897."",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,edition_proves_pre_1901_eligibility_but_work_period_is_ambiguous
25175,I sogni dell'Anarchico,"Mioni, Ugo",1870,1935,Italian fiction -- 20th century,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/25175,https://www.gutenberg.org/ebooks/25175.txt.utf-8,https://www.gutenberg.org/ebooks/25175.txt.utf-8,hit,,239284,219774,2008;2021,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
