ebook_id,title,authors,preliminary_role,period_bucket,selection_reasons,status,error,fetched_url,raw_character_count,cleaned_character_count,cleaned_word_count,nonempty_line_count,replacement_character_count,italian_function_word_ratio,alphabetic_character_ratio,editorial_marker_count,cleaned_sha256,first_characters,last_characters,possible_existing_work_matches,reference_overlap_metrics,max_reference_8gram_containment,content_duplicate_signal
31079,Agide,"Alfieri, Vittorio",historical_non_sonnet_poetry_candidate,nineteenth_century_bridge,metadata_overlap_signal,sample_quality_pass,,https://www.gutenberg.org/ebooks/31079.txt.utf-8,103499,83993,11967,1744,0,0.212585,0.583775,0,2349429faa9e0edbab15c27c848cbd72ef49d2f475585512e5dd1629476260ce,"Produced by Carlo Traverso, Francesca Apicella, Claudio Paganelli and the Online Distributed Proofreading Team Europe at http://dp.rastko.net (Images generously made available by Editore Laterza and the Biblioteca Italiana at http://www.bib","error son pieno... Che dirá Sparta?... ANFAR. I corpi lor si denno alla plebe sottrarre... LEON. Ah! mai sottrarli, mai non potrem, dagli occhi nostri, noi.",bibit:bibit000014,bibit:bibit000014|containment=0.873114|jaccard=0.746329|exact=false,0.873114,True
31080,Sofonisba,"Alfieri, Vittorio",historical_non_sonnet_poetry_candidate,nineteenth_century_bridge,metadata_overlap_signal,sample_quality_pass,,https://www.gutenberg.org/ebooks/31080.txt.utf-8,82127,62622,8864,1307,0,0.199233,0.577736,0,8a7243fafc9a51ee7efb6a3beecf6f56473001d55d90fa7a6ad72c32b01a0dfd,"Produced by Carlo Traverso, Claudio Paganelli and the Online Distributed Proofreading Team Europe at http://dp.rastko.net (Images generously made available by Editore Laterza and the Biblioteca Italiana at http://www.bibliotecaitaliana.it/S","chevol forza usarti vo': (Strascinandolo a forza verso le tende.) non vo' lasciarti io mai... né mai di vita il tuo dolor trarratti, se il tuo Scipione teco ei non uccide.",bibit:bibit000681,bibit:bibit000681|containment=0.836652|jaccard=0.703837|exact=false,0.836652,True
38012,Ottavia,"Alfieri, Vittorio",historical_non_sonnet_poetry_candidate,nineteenth_century_bridge,metadata_overlap_signal;stratified_role_sample:historical_non_sonnet_poetry_candidate,sample_quality_pass,,https://www.gutenberg.org/ebooks/38012.txt.utf-8,96902,77548,11163,1672,0,0.191884,0.585431,0,dfa9d83b3a5f98795dff7abcbc902db49ce07f9291a2c2a56c9fffa5f6748474,"Produced by Carlo Traverso, Claudio Paganelli, Barbara Magni and the Online Distributed Proofreading Team at http://www.pgdp.net VITTORIO ALFIERI TRAGEDIE A CURA DI NICOLA BRUSCOLI","Roma tutta, e il campo, ch'io costei non uccisi: e in un pur s'oda il delitto di Seneca, e la morte. SCENA SESTA SENECA. Te preverrò.--Ma l'altre etá sapranno, scevre di tema e di lusinga, il vero.",bibit:bibit001054,bibit:bibit001054|containment=0.827985|jaccard=0.692910|exact=false,0.827985,True
43460,"I Puritani di Scozia, vol. 3","Scott, Walter",nineteenth_century_bridge_candidate,nineteenth_century_bridge,stratified_role_sample:nineteenth_century_bridge_candidate,sample_quality_pass,,https://www.gutenberg.org/ebooks/43460.txt.utf-8,283252,263563,43483,4193,0,0.249546,0.794983,1,df752dbf5f498053f700241f6a27af5c5dd09724422a36805beceee47097c080,I PURITANI DI SCOZIA ROMANZO STORICO DI WALTER SCOTT VOLGARIZZATO,"ografia e punteggiatura originali sono state mantenute), correggendo senza annotazione minimi errori tipografici. Nell'elenco finale di opere pubblicate alcuni prezzi risultano illeggibili a causa di una etichetta applicata sull'originale.",,,,False
43804,"Storia delle repubbliche italiane dei secoli di mezzo, v. 05 (of 16)","Sismondi, J.-C.-L. Simonde de (Jean-Charles-Léonard Simonde)",nineteenth_century_bridge_candidate,nineteenth_century_bridge,stratified_role_sample:nineteenth_century_bridge_candidate,sample_quality_pass,,https://www.gutenberg.org/ebooks/43804.txt.utf-8,590759,570998,86792,8789,0,0.243168,0.762491,1,f479d942ffea2b812562435e5d6e5685615a0aacc571c00abe8d982fe163242b,STORIA DELLE REPUBBLICHE ITALIANE DEI SECOLI DI MEZZO DI J. C. L. SIMONDO SISMONDI DELLE A,"ende dal Campidoglio il 15 dicembre del 1347 471 FINE DELLA TAVOLA. Nota del Trascrittore Ortografia e punteggiatura originali sono state mantenute, correggendo senza annotazione minimi errori tipografici.",,,,False
44363,"Storia delle repubbliche italiane dei secoli di mezzo, v. 14 (of 16)","Sismondi, J.-C.-L. Simonde de (Jean-Charles-Léonard Simonde)",nineteenth_century_bridge_candidate,nineteenth_century_bridge,stratified_role_sample:nineteenth_century_bridge_candidate,sample_quality_pass,,https://www.gutenberg.org/ebooks/44363.txt.utf-8,745640,725881,110079,11109,0,0.242126,0.744053,1,eb80e5dc45fcc157214fae357ce3be0c2de30290793382acc0a928a424779683,STORIA DELLE REPUBBLICHE ITALIANE DEI SECOLI DI MEZZO DI J. C. L. SIMONDO SISMONDI DELLE A,"acere da suo cugino il cardinale de' Medici 556 FINE DELLA TAVOLA. Nota del Trascrittore Ortografia e punteggiatura originali sono state mantenute, correggendo senza annotazione minimi errori tipografici.",,,,False
44893,Della illustrazione delle lingue antiche e moderne e principalmente dell'italiana: procurata nel secolo XVIII. dagli Italiani - Parte I,"Lucchesini, Cesare",nineteenth_century_bridge_candidate,nineteenth_century_bridge,stratified_role_sample:nineteenth_century_bridge_candidate,sample_quality_pass,,https://www.gutenberg.org/ebooks/44893.txt.utf-8,301784,282005,43264,4327,0,0.254646,0.784103,0,c69c3f122089b4ffb9c41a73e2fb06c8052f6996a4af7a0e40d6dd845a2bd831,NOTE DEL TRASCRITTORE: Sono state adottate le seguenti convenzioni: -testo corsivo (italic): _testo_ -testo grassetto (bold): =testo= -testo spaziato (gesperrt): ~testo~ _DELLA ILLUSTRAZIONE_,"llo stampatore, essendo completamente fuori di contesto; si riferiscono alla trattazione della lingua sarda trattata in precedenza, e la nota è la stessa della nota n. 251. Vengono comunque mantenute per aderenza allʼopera originale.",,,,False
45220,"Storia della decadenza e rovina dell'impero romano, volume 06","Gibbon, Edward",historical_general_candidate,origins_through_1800,stratified_role_sample:historical_general_candidate,sample_quality_pass,,https://www.gutenberg.org/ebooks/45220.txt.utf-8,1004024,984370,153232,14953,0,0.23777,0.777589,1,08816c3f2cf0aac598c634ca35b9122aa8d346e62dc0895560bcdcbdca430617,STORIA DELLA DECADENZA E ROVINA DELL'IMPERO ROMANO DI EDOARDO GIBBON TRADUZIONE DALL'INGLESE,"ernative (follia/follìa e simili), correggendo senza annotazione minimi errori tipografici. Le citazioni in greco sono state trascritte integralmente, senza apportare alcuna correzione per eventuali inesattezze ortografiche o grammaticali.",,,,False
45224,"Storia della decadenza e rovina dell'impero romano, volume 10","Gibbon, Edward",historical_general_candidate,origins_through_1800,stratified_role_sample:historical_general_candidate,sample_quality_pass,,https://www.gutenberg.org/ebooks/45224.txt.utf-8,891016,871362,138751,12982,0,0.25269,0.773681,1,e1050b403f9b1c69f8e20ca27079e6f1ebffa2848315d40a951b7be6ada4ebe0,STORIA DELLA DECADENZA E ROVINA DELL'IMPERO ROMANO DI EDOARDO GIBBON TRADUZIONE DALL'INGLESE,"tive (liturgia/liturgìa e simili), correggendo senza annotazione minimi errori tipografici. Le citazioni in greco sono state trascritte integralmente, senza apportare alcuna correzione per eventuali inesattezze ortografiche o grammaticali.",,,,False
46351,"Un avvocato dell'avvenire: Le Commedie, vol. 1","Carrera, Valentino",nineteenth_century_bridge_candidate,nineteenth_century_bridge,stratified_role_sample:nineteenth_century_bridge_candidate,sample_quality_pass,,https://www.gutenberg.org/ebooks/46351.txt.utf-8,119468,99865,16512,1702,0,0.261567,0.765233,1,c9af0a5ee70ae2129e79218da455b9876b606b8aef847407e2b55498a3a90e35,UN AVVOCATO DELL'AVVENIRE LE COMMEDIE DI VALENTINO CARRERA ..... Se voeren sti poetta,"ologio ed esce guardingo dalla destra)_ Gli è la pazzia ragionante! _(cala il sipario)_ FINE. Nota del Trascrittore Ortografia e punteggiatura originali sono state mantenute, correggendo senza annotazione minimi errori tipografici.",,,,False
46599,Le lettere di Michelangelo Buonarroti,Michelangelo Buonarroti,historical_general_candidate,origins_through_1800,stratified_role_sample:historical_general_candidate,sample_quality_pass,,https://www.gutenberg.org/ebooks/46599.txt.utf-8,1147427,1127791,186873,18604,0,0.252915,0.746696,1,f0cd3bacb5aa1ae5278e9505d77ba129831c063f1c7e5c6df368f12db8f60d92,LE LETTERE DI MICHELANGELO BUONARROTI EDITE ED INEDITE COI RICORDI ED I CONTRATTI ARTISTICI. EDIZIONE ORDINATA DAL COMITA,"le note e della Prefazione, con l'unica eccezione dell'atto a pag. 701 (numero LIV, ""Michelangelo è eletto governator generale delle fortificazioni di Firenze""), nel cui titolo l'anno MCXXIX appariva un evidente refuso, corretto in MDXXIX.",,,,False
46736,Il Concilio,"Petruccelli della Gattina, Ferdinando",nineteenth_century_bridge_candidate,nineteenth_century_bridge,stratified_role_sample:nineteenth_century_bridge_candidate,sample_quality_pass,,https://www.gutenberg.org/ebooks/46736.txt.utf-8,198665,179138,28183,2896,0,0.256076,0.786556,0,ff246187f3a1f79ff9f9639dc0bedfe77ec512f0d600475c80aadd96933e9e99,"IL CONCILIO DI F. PETRUCELLI DELLA GATTINA MILANO E. TREVES, EDITORE",i morti vanno veloci! NOTE DEL TRASCRITTORE: --Corretti gli ovvii errori tipografici e di punteggiatura. --L'indice non è compreso nell'opera originale. Ne è stato prodotto ed aggiunto uno dal trascrittore.,,,,False
47138,Libro segreto,"Ghislanzoni, Antonio",nineteenth_century_bridge_candidate,nineteenth_century_bridge,stratified_role_sample:nineteenth_century_bridge_candidate,sample_quality_pass,,https://www.gutenberg.org/ebooks/47138.txt.utf-8,157635,138081,21382,2567,0,0.227902,0.758562,0,712b36a8b3d0b33e3cfe7dc037dcff1110da94c14bb8ee622ca091ba0369efda,NOTE DEL TRASCRITTORE: —Corretti gli ovvii errori di stampa e di punteggiatura. —Il testo in grassetto è indicato come =testo grassetto=. —Il libro originale risulta mancante dell’indice. Prodotto ed inserito a cura del trascrittore.,"stri che ci pervertono e ci accusano! abbominio ai mariti!» Come abbiamo detto, alla fine della arringa, miss Conninghs Hewers fu portata in trionfo per le strade principali di Nuova York. FINE DEL LIBRO SEGRETO.",,,,False
50648,"Istoria civile del Regno di Napoli, v. 8","Giannone, Pietro",historical_general_candidate,origins_through_1800,stratified_role_sample:historical_general_candidate,sample_quality_pass,,https://www.gutenberg.org/ebooks/50648.txt.utf-8,847540,827923,133056,12660,0,0.261867,0.79082,1,9f2d7efceacbedcac86b52cf523307fef56c9a7897945eebae49e0379553ff5f,ISTORIA CIVILE DEL REGNO DI NAPOLI DI PIETRO GIANNONE VOLUME OTTAVO,"gen. fol. 601. [398] V. Engen. pag. 610. [399] V. Engen. fol. 597. [400] V. Engen. fol. 609. Nota del Trascrittore Ortografia e punteggiatura originali sono state mantenute, correggendo senza annotazione minimi errori tipografici.",,,,False
52377,"Annali d'Italia, vol. 5: dal principio dell'era volgare sino all'anno 1750","Muratori, Lodovico Antonio",historical_general_candidate,origins_through_1800,stratified_role_sample:historical_general_candidate,sample_quality_pass,,https://www.gutenberg.org/ebooks/52377.txt.utf-8,2505601,2486074,400962,38105,0,0.249315,0.779093,1,1eb63c42c3f115bcfb476de86aba5dc60c923dfb9a35efd98b91ac4f9afa5b50,ANNALI D'ITALIA 5 ANNALI D'ITALIA DAL PRINCIPIO DELL'ERA VOLGARE SINO ALL'ANNO 1750 _COMPILATI_ DA L. A,"lib. 30, tom. 21 Rer. Ital. [3091] Cronica di Ferrara, tom. 24 Rer. Ital. FINE DEL VOLUME V. Nota del Trascrittore Ortografia e punteggiatura originali sono state mantenute, correggendo senza annotazione minimi errori tipografici.",,,,False
55236,I Canti,"Leopardi, Giacomo",historical_non_sonnet_poetry_candidate,nineteenth_century_bridge,stratified_role_sample:historical_non_sonnet_poetry_candidate,sample_quality_pass,,https://www.gutenberg.org/ebooks/55236.txt.utf-8,176703,157184,26905,4303,0,0.230701,0.736983,0,419e54da17f06ec7d054d03e4895338cc1ccbea8581cef49af9308da37159e10,CANTI GIACOMO LEOPARDI I ALL'ITALIA. II SOPRA IL MONUMENTO DI DANTE CHE SI PREPARAVA IN FIRENZE. III AD ANGELO MAI. QUAND'EBBE TROVATO I LIBRI DI CICERONE DELLA REPUBBLICA. IV NELLE NO,"zio Mamiani della Rovere, cugino del Leopardi]. Source: I Canti (con la vita del poeta narrata di su l'epistolario da Michele Scherillo)--Quarta edizione, rinnovata e aumentata --Ed. Ulrico Hoepli, Milano, 1920. Cover picture: wikimedia.",,,,False
57787,Orlando innamorato,"Boiardo, Matteo Maria",historical_non_sonnet_poetry_candidate,origins_through_1800,metadata_overlap_signal,sample_quality_pass,,https://www.gutenberg.org/ebooks/57787.txt.utf-8,1346354,1327021,245001,35507,0,0.247758,0.779952,0,a9ab1d59f22b3f95c66b386dfb4cb49a81b6d44986456d7906eb53619024b519,"Produced by Douglas Ethington Orlando innamorato Libro primo Canto primo Signori e cavallier che ve adunati Per odir cose dilettose e nove, Stati attenti e quïeti, ed ascoltati La bella istoria che 'l mio canto muove; E vedereti i ge","e a foco Per questi Galli, che con gran valore Vengon per disertar non so che loco; Però vi lascio in questo vano amore De Fiordespina ardente a poco a poco; Un'altra fiata, se mi fia concesso, Racontarovi il tutto per espresso. - FINE -",bibit:bibit000049,bibit:bibit000049|containment=0.977245|jaccard=0.955463|exact=false,0.977245,True
60160,Lea: dramma in tre atti in prosa con un prologo in versi,"Cavallotti, Felice",historical_non_sonnet_poetry_candidate,nineteenth_century_bridge,stratified_role_sample:historical_non_sonnet_poetry_candidate,sample_quality_pass,,https://www.gutenberg.org/ebooks/60160.txt.utf-8,116264,96584,15136,2523,0,0.238967,0.702073,1,41db86bea0dd23bd0e97b523ba9e38b1f6b0634638afb49bdaec9af0322bb66e,GALLERIA TEATRALE TEATRO DI FELICE CAVALLOTTI VOL. IX. LEA.,"FINE. NOTE: [1] Eugenio Lombardi, il benemerito dirigente del _Teatro Manzoni_ di Milano. Nota del Trascrittore Ortografia e punteggiatura originali sono state mantenute, correggendo senza annotazione minimi errori tipografici.",,,,False
60543,"La sposa di Mènecle: Comedia in un prologo e tre atti, con note","Cavallotti, Felice",nineteenth_century_bridge_candidate,nineteenth_century_bridge,stratified_role_sample:nineteenth_century_bridge_candidate,sample_quality_pass,,https://www.gutenberg.org/ebooks/60543.txt.utf-8,328934,309155,49634,5340,0,0.233449,0.73775,1,c362a843660d685b990f54d072c1f9c70be0d1f113b356365bbda980b535c106,FELICE CAVALLOTTI LA SPOSA DI MÈNECLE COMEDIA IN UN PROLOGO E TRE ATTI CON NOTE,"E C. Nota del Trascrittore Ortografia e punteggiatura originali sono state mantenute, in particolare per quanto riguarda gli accenti, alquanto variabili nell'originale. Sono stati corretti senza annotazione minimi errori tipografici.",,,,False
60644,"I tre moschettieri, vol. IV","Dumas, Alexandre",nineteenth_century_bridge_candidate,nineteenth_century_bridge,stratified_role_sample:nineteenth_century_bridge_candidate,sample_quality_pass,,https://www.gutenberg.org/ebooks/60644.txt.utf-8,352684,333045,55117,5843,0,0.250104,0.784906,1,accdb8979462c08fbec346d578ad9c56a70811bc0f3bb9184cbaab4a043d7d2b,I TRE MOSCHETTIERI DI Alessandro Dumas VERSIONE DI ANGIOLO ORVIETO.,"avevano un quartiere di foresteria, e che non si negava in esso ospitalità ai viaggiatori. (T.) Nota del Trascrittore Ortografia e punteggiatura originali sono state mantenute, correggendo senza annotazione minimi errori tipografici.",,,,False
61304,Cronaca di Fra Salimbene parmigiano vol. I,"Salimbene, da Parma",historical_general_candidate,origins_through_1800,stratified_role_sample:historical_general_candidate,sample_quality_pass,,https://www.gutenberg.org/ebooks/61304.txt.utf-8,711565,691939,116019,10616,0,0.259027,0.786584,2,055330e3003d3a33ad3703306019d172309ab338627c8b58761805035108c151,CRONACA DI FRA SALIMBENE PARMIGIANO DELL'ORDINE DEI MINORI VOLGARIZZATA DA CARLO CANTARELLI,"di Iseo. Nota del Trascrittore Ortografia e punteggiatura originali sono state mantenute, correggendo senza annotazione minimi errori tipografici. Le correzioni indicate a fine volume (Errata Corrige) sono state riportate nel testo.",,,,False
62892,I Tre Giulj: o sieno Sonetti di Niceste Abideno sopra l'Importunità di; un Creditor di Tre Giulj,"Casti, Giovanni Battista",sonnet_specialization_candidate,nineteenth_century_bridge,all_sonnet_candidates;stratified_role_sample:sonnet_specialization_candidate,sample_quality_pass,,https://www.gutenberg.org/ebooks/62892.txt.utf-8,163532,144008,22768,3482,0,0.23678,0.651276,1,74b44cfae143c119fb68366a19270b6270fab98853fa43918b21e2a8000ef13e,I TRE GIULJ O SIENO SONETTI DI NICESTE ABIDENO P. A. SOPRA L'Importunità di un Creditor,"tini il passaggio per gli Stati loro; essi gli risposero colla sola particola negativa _Apoph_. Nota del Trascrittore Ortografia e punteggiatura originali sono state mantenute, correggendo senza annotazione minimi errori tipografici.",,,,False
63082,Pataffio - Tesoretto,"Latini, Brunetto",historical_non_sonnet_poetry_candidate,origins_through_1800,stratified_role_sample:historical_non_sonnet_poetry_candidate,sample_quality_pass,,https://www.gutenberg.org/ebooks/63082.txt.utf-8,366842,347319,54897,8008,0,0.238811,0.702043,1,2f655a1de7d04815053a2a94991129fb0435fcfbb74868199cc28a3536577acc,PATAFFIO — TESORETTO [Illustrazione: Ser Brunetti latino] MESSER BRUNETTO LATINI IN NAPOLI MDCCLXXXVIII.,"orentini di Filippo Villani. Nota del Trascrittore Ortografia e punteggiatura originali sono state mantenute, correggendo senza annotazione minimi errori tipografici. Per comodità di lettura è stato aggiunto un indice a fine volume.",,,,False
63560,"Storia degli Italiani, vol. 03 (di 15)","Cantù, Cesare",nineteenth_century_bridge_candidate,nineteenth_century_bridge,stratified_role_sample:nineteenth_century_bridge_candidate,sample_quality_pass,,https://www.gutenberg.org/ebooks/63560.txt.utf-8,883849,864239,135611,13523,0,0.232238,0.787973,1,b29a2a405f9d38d1ef220ddc339781622a579f61dee02feda632d76e1487f360,STORIA DEGLI ITALIANI PER CESARE CANTÙ EDIZIONE POPOLARE RIVEDUTA DALL'AUTORE E PORTATA FINO AGLI ULTIMI EV,"ICERONE, _in Rullum_, 33. Nota del Trascrittore Ortografia e punteggiatura originali sono state mantenute, correggendo senza annotazione minimi errori tipografici. Il testo greco è stato trascritto tal quale, senza alcuna correzione.",,,,False
64004,La spedizione di Carlo VIII in Italia,"Sanudo, Marino",historical_general_candidate,origins_through_1800,stratified_role_sample:historical_general_candidate,sample_quality_pass,,https://www.gutenberg.org/ebooks/64004.txt.utf-8,1741151,1721559,297642,25886,0,0.198114,0.774367,1,28b2c75134e919580ed63a83080b8c25f7f4fa289223636808855f25824f64f5,LA SPEDIZIONE DI CARLO VIII IN ITALIA RACCONTATA DA MARINO SANUTO E PUBBLICATA PER CURA,". [148] Leggesi in MALIPIERO, _Annali_, nell'_Arch. Stor. Ital._, t. VII, p. I, p. 399 e segg. Nota del Trascrittore Ortografia e punteggiatura originali sono state mantenute, correggendo senza annotazione minimi errori tipografici.",,,,False
