ebook_id,title,authors,author_birth_years,author_death_years,subjects,bookshelves,preliminary_role,period_bucket,inventory_status,landing_page_url,plain_text_url,fetched_url,cache_status,fetch_error,raw_character_count,cleaned_character_count,gutenberg_release_years,date_evidence_json,language_variety_evidence_json,selected_evidence_kind,selected_evidence_year_start,selected_evidence_year_end,selected_evidence_text,evidence_confidence,resolved_period_bucket,resolved_role,automatic_decision,resolution_status,manual_review_reasons
11492,Il Tenente dei Lancieri: Romanzo,"Rovetta, Gerolamo",1854,1910,Fiction,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/11492,https://www.gutenberg.org/ebooks/11492.txt.utf-8,https://www.gutenberg.org/ebooks/11492.txt.utf-8,hit,,229051,209631,2004;2024,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
11644,La notte del Commendatore,"Barrili, Anton Giulio",1836,1908,Fiction,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/11644,https://www.gutenberg.org/ebooks/11644.txt.utf-8,https://www.gutenberg.org/ebooks/11644.txt.utf-8,hit,,677528,658035,2004;2024,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
11724,Roberta,"Zùccoli, Luciano",1868,1929,Italian fiction -- 19th century,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/11724,https://www.gutenberg.org/ebooks/11724.txt.utf-8,https://www.gutenberg.org/ebooks/11724.txt.utf-8,hit,,287713,268297,2004;2024,"[{""kind"":""title_page_edition_year"",""year_start"":1919,""year_end"":1919,""text"":""ROBERTA | MILANO | FRATELLI TREVES, EDITORI | 1919. | PREFAZIONE. | Sarebbe difficile dire quali fossero esattamente le intenzioni | dell'autore di _Roberta_ allorchè egli scrisse, tra il 1896 e il 1897,"",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
12446,Il Designato: Romanzo,"Zùccoli, Luciano",1868,1929,Fiction,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/12446,https://www.gutenberg.org/ebooks/12446.txt.utf-8,https://www.gutenberg.org/ebooks/12446.txt.utf-8,hit,,398231,378761,2004;2024,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
14370,Zanetto; and Cavalleria Rusticana,,,,Operas -- Librettos,Category: Plays/Films/Dramas;IT Musica;Opera,date_and_role_review,unknown,review_missing_period_evidence,https://www.gutenberg.org/ebooks/14370,https://www.gutenberg.org/ebooks/14370.txt.utf-8,https://www.gutenberg.org/ebooks/14370.txt.utf-8,hit,,71038,51458,2004;2024,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
17035,Il Principe della Marsiliana: Romanzo romano,"Perodi, Emma",1850,1918,Fiction,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/17035,https://www.gutenberg.org/ebooks/17035.txt.utf-8,https://www.gutenberg.org/ebooks/17035.txt.utf-8,hit,,351637,332007,2005;2020,"[{""kind"":""title_page_edition_year"",""year_start"":1891,""year_end"":1891,""text"":""EMMA PERODI | MILANO | FRATELLI TREVES, EDITORI | 1891. | PROPRIETÀ LETTERARIA | _Riservati tutti i diritti._ | Milano.--Tip. Fratelli Treves."",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",title_page_edition_year,1891,1891,"EMMA PERODI | MILANO | FRATELLI TREVES, EDITORI | 1891. | PROPRIETÀ LETTERARIA | _Riservati tutti i diritti._ | Milano.--Tip. Fratelli Treves.",medium,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,automatic_resolved,
17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",1867,1914,Poetry,Category: Philosophy & Ethics;Category: Poetry;IT Poesia,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/17687,https://www.gutenberg.org/ebooks/17687.txt.utf-8,https://www.gutenberg.org/ebooks/17687.txt.utf-8,hit,,109943,90539,2006,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
17805,Lezioni e Racconti per i bambini,"Baccini, Ida",1850,1911,Children's stories;Readers,Category: Children & Young Adult Reading;IT Letteratura per ragazzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/17805,https://www.gutenberg.org/ebooks/17805.txt.utf-8,https://www.gutenberg.org/ebooks/17805.txt.utf-8,hit,,214076,194584,2006,"[{""kind"":""title_page_edition_year"",""year_start"":1882,""year_end"":1882,""text"":""TORINO | LIBRERIA GRATO SCIOLDO | S. Fr. da Paola, 34 | 1882 | Proprietà letteraria | dell'Editore Enrico Trevisini | Milano.--Tip. Filippo Poncelletti, Via Broletto, 43"",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",title_page_edition_year,1882,1882,"TORINO | LIBRERIA GRATO SCIOLDO | S. Fr. da Paola, 34 | 1882 | Proprietà letteraria | dell'Editore Enrico Trevisini | Milano.--Tip. Filippo Poncelletti, Via Broletto, 43",medium,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,automatic_resolved,
17836,Nel paese dei dollari: Tre anni a New-York,"Rossi, Adolfo",1857,1921,Italians -- New York (State) -- New York;New York (N.Y.) -- Social life and customs -- 19th century,Category: American Literature;Category: Novels;IT Viaggi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/17836,https://www.gutenberg.org/ebooks/17836.txt.utf-8,https://www.gutenberg.org/ebooks/17836.txt.utf-8,hit,,297738,278189,2006;2012,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
17838,L'aeroplano del papa: Romanzo profetico in versi liberi,"Marinetti, F. T.",1876,1944,Poetry,Category: French Literature;Category: Novels;Category: Poetry;IT Poesia,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/17838,https://www.gutenberg.org/ebooks/17838.txt.utf-8,https://www.gutenberg.org/ebooks/17838.txt.utf-8,hit,,231080,211530,2006,"[{""kind"":""title_page_edition_year"",""year_start"":1914,""year_end"":1914,""text"":""Tradotto (scopo propaganda) oggi 1914 | EDIZIONI FUTURISTE DI \""POESIA\"" | CORSO VENEZIA, 61--MILANO | 1914 | PROPRIETÀ LETTERARIA | Stab. Tip. TAVEGGIA * Milano * Via Ospedale, 3 | MOVIMENTO FUTURISTA"",""confidence"":""medium""}]","{""marker_counts"":{""sicilian"":2},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
17847,Rime di Argia Sbolenfi: con prefazione di Lorenzo Stecchetti,"Guerrini, Olindo",1845,1916,Poetry,Category: Humour;Category: Poetry;IT Poesia,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/17847,https://www.gutenberg.org/ebooks/17847.txt.utf-8,https://www.gutenberg.org/ebooks/17847.txt.utf-8,hit,,169458,150030,2006,"[{""kind"":""title_page_edition_year"",""year_start"":1899,""year_end"":1899,""text"":""PREMIATO STABILIMENTO TIPOGRAFICO | SUCCESSORI MONTI | EDITORI | MDCCCXCIX | L'EDITORE | ADEMPIUTI I DOVERI | ESERCITERÀ I DIRITTI SANCITI DALLE LEGGI"",""confidence"":""medium""}]","{""marker_counts"":{""dialect"":5},""sample_character_count"":20000}",title_page_edition_year,1899,1899,PREMIATO STABILIMENTO TIPOGRAFICO | SUCCESSORI MONTI | EDITORI | MDCCCXCIX | L'EDITORE | ADEMPIUTI I DOVERI | ESERCITERÀ I DIRITTI SANCITI DALLE LEGGI,medium,nineteenth_century_bridge,historical_non_sonnet_poetry_candidate,eligible_nineteenth_century_candidate,automatic_resolved,
17850,La pergamena distrutta: Romanzo del secolo XVI,"Mulazzi, Virginia",,,Historical fiction,Category: Historical Novels;Category: Novels;Historical Fiction;IT Romanzi storici,date_and_role_review,unknown,review_missing_period_evidence,https://www.gutenberg.org/ebooks/17850,https://www.gutenberg.org/ebooks/17850.txt.utf-8,https://www.gutenberg.org/ebooks/17850.txt.utf-8,hit,,764487,744914,2006,"[{""kind"":""title_page_edition_year"",""year_start"":1872,""year_end"":1872,""text"":""MILANO | TIPOGRAFIA già DOMENICO SALVI e C. (Direttore Lodovica Bortolotti.) | Via Larga, 19 | 1872 | Quest'opera, di proprietà della ditta editrice | SOCIETA' ANONIMA, _Tipografia già Domenico Salvi e C._, | è posta sotto la salvaguardia della legge sulla proprietà letteraria."",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,edition_proves_pre_1901_eligibility_but_work_period_is_ambiguous
17852,Senz'Amore,"Colombi, marchesa",1840,1920,Fiction,Category: Novels;Historical Fiction;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/17852,https://www.gutenberg.org/ebooks/17852.txt.utf-8,https://www.gutenberg.org/ebooks/17852.txt.utf-8,hit,,311132,291677,2006,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
17853,Ricordi di Parigi,"De Amicis, Edmondo",1846,1908,"Hugo, Victor, 1802-1885;Paris (France) -- Description and travel;Zola, Émile, 1840-1902",Category: Travel Writing;Historical Fiction;IT Viaggi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/17853,https://www.gutenberg.org/ebooks/17853.txt.utf-8,https://www.gutenberg.org/ebooks/17853.txt.utf-8,hit,,341872,322531,2006,"[{""kind"":""title_page_edition_year"",""year_start"":1879,""year_end"":1879,""text"":""RICORDI DI PARIGI | MILANO | FRATELLI TREVES, EDITORI. | 1879. | DELLO STESSO AUTORE: | _La Vita militare_. (Milano, Treves, 1868). Esaurito. | _La Vita militare_. (Firenze. Lemonnier, 1869)."",""confidence"":""medium""},{""kind"":""title_page_edition_year"",""year_start"":1879,""year_end"":1879,""text"":""RICORDI DI PARIGI | MILANO | FRATELLI TREVES, EDITORI. | 1879. | Milano. Tip. Fratelli Treves | _Gli editori hanno compite tutte le formalità richieste dalla legge | e dalle convenzioni internazionali per riservare la Proprietà"",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",title_page_edition_year,1879,1879,"RICORDI DI PARIGI | MILANO | FRATELLI TREVES, EDITORI. | 1879. | DELLO STESSO AUTORE: | _La Vita militare_. (Milano, Treves, 1868). Esaurito. | _La Vita militare_. (Firenze. Lemonnier, 1869).",medium,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,automatic_resolved,
17858,Il ritratto del diavolo,"Barrili, Anton Giulio",1836,1908,Fiction,Category: Historical Novels;Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/17858,https://www.gutenberg.org/ebooks/17858.txt.utf-8,https://www.gutenberg.org/ebooks/17858.txt.utf-8,hit,,419297,399709,2006,[],"{""marker_counts"":{""venetian"":1},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
17874,Tre racconti sentimentali,"Bettoni, Paolo",,,Short stories,Category: Short Stories;IT Racconti,date_and_role_review,unknown,review_missing_period_evidence,https://www.gutenberg.org/ebooks/17874,https://www.gutenberg.org/ebooks/17874.txt.utf-8,https://www.gutenberg.org/ebooks/17874.txt.utf-8,hit,,187022,167581,2006,"[{""kind"":""title_page_edition_year"",""year_start"":1855,""year_end"":1855,""text"":""PAOLO BETTONI | MILANO | PER BORRONI E SCOTTI | 1855. | VIZIO, MISERIA E VIRTÙ | In un viottolo poco lungi dalla Piazza Castello in Milano avvi una | casaccia coi muri qua e là screpolati e puntellati, una casaccia"",""confidence"":""medium""}]","{""marker_counts"":{""milanese"":1},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,edition_proves_pre_1901_eligibility_but_work_period_is_ambiguous
17876,Come le foglie,"Giacosa, Giuseppe",1847,1906,Italian drama (Comedy) -- 19th century,Category: Plays/Films/Dramas;IT Teatro in prosa,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/17876,https://www.gutenberg.org/ebooks/17876.txt.utf-8,https://www.gutenberg.org/ebooks/17876.txt.utf-8,hit,,139447,120120,2006,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
17896,Carta bollata,"Farina, Salvatore",1846,1918,Fiction,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/17896,https://www.gutenberg.org/ebooks/17896.txt.utf-8,https://www.gutenberg.org/ebooks/17896.txt.utf-8,hit,,155955,136491,2006,"[{""kind"":""title_page_edition_year"",""year_start"":1894,""year_end"":1894,""text"":""SALVATORE FARINA | CARTA BOLLATA | RACCONTO | 1894 | L. OMODEI-ZORINI, EDITORE | MILANO | Proprietà Letteraria"",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",title_page_edition_year,1894,1894,"SALVATORE FARINA | CARTA BOLLATA | RACCONTO | 1894 | L. OMODEI-ZORINI, EDITORE | MILANO | Proprietà Letteraria",medium,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,automatic_resolved,
17905,Vecchie cadenze e nuove,"De Marchi, Emilio",1851,1901,Poetry,Category: Poetry;IT Poesia,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/17905,https://www.gutenberg.org/ebooks/17905.txt.utf-8,https://www.gutenberg.org/ebooks/17905.txt.utf-8,hit,,154605,135079,2006,"[{""kind"":""title_page_edition_year"",""year_start"":1904,""year_end"":1904,""text"":""a termini di legge._ | Società Lito-Tipografica Lombarda BOLLINI e COLOMBO | MILANO--Via A. Kramer, 19 | 1904 | _Al lettore_, | Quando nel 1899 usciva per la prima volta sotto forma di Strenna | (dell'Istituto dei Rachitici) questa raccolta di poesie che ora si"",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
17907,Tempesta e bonaccia: Romanzo senza eroi,"Colombi, marchesa",1840,1920,Fiction,Category: Novels;Category: Romance;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/17907,https://www.gutenberg.org/ebooks/17907.txt.utf-8,https://www.gutenberg.org/ebooks/17907.txt.utf-8,hit,,294093,274454,2006,"[{""kind"":""title_page_edition_year"",""year_start"":1877,""year_end"":1877,""text"":""MILANO | LIBRERIA EDITRICE G. BRIGOLA | Corso Vittorio Emanuele, 26 | 1877 | _Proprietà letteraria._ | _Tipografia Sociale--S. Radegonda 6._ | TEMPESTA E BONACCIA"",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",title_page_edition_year,1877,1877,"MILANO | LIBRERIA EDITRICE G. BRIGOLA | Corso Vittorio Emanuele, 26 | 1877 | _Proprietà letteraria._ | _Tipografia Sociale--S. Radegonda 6._ | TEMPESTA E BONACCIA",medium,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,automatic_resolved,
17908,Nel sogno,Neera,1846,1918,Fiction,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/17908,https://www.gutenberg.org/ebooks/17908.txt.utf-8,https://www.gutenberg.org/ebooks/17908.txt.utf-8,hit,,118025,98590,2006,[],"{""marker_counts"":{""dialect"":1},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
17909,Le Amanti,"Serao, Matilde",1856,1927,Short stories,Category: Novels;IT Racconti,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/17909,https://www.gutenberg.org/ebooks/17909.txt.utf-8,https://www.gutenberg.org/ebooks/17909.txt.utf-8,hit,,387279,367837,2006,"[{""kind"":""title_page_edition_year"",""year_start"":1894,""year_end"":1894,""text"":""SOGNO DI UNA NOTTE D'ESTATE. | MILANO | FRATELLI TREVES, EDITORI | 1894. | OPERE di MATILDE SERAO, | (_Edizioni Treves_). | _All'erta, Sentinella!_ racconti napoletani, 3.ª ed. L. 4--"",""confidence"":""medium""},{""kind"":""title_page_edition_year"",""year_start"":1894,""year_end"":1894,""text"":""SOGNO DI UNA NOTTE D'ESTATE. | MILANO | FRATELLI TREVES, EDITORI | 1894. | PROPRIETÀ LETTERARIA. | _Riservati tutti i diritti._ | Milano. Tip. Treves"",""confidence"":""medium""}]","{""marker_counts"":{""neapolitan"":2},""sample_character_count"":20000}",title_page_edition_year,1894,1894,"SOGNO DI UNA NOTTE D'ESTATE. | MILANO | FRATELLI TREVES, EDITORI | 1894. | OPERE di MATILDE SERAO, | (_Edizioni Treves_). | _All'erta, Sentinella!_ racconti napoletani, 3.ª ed. L. 4--",medium,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,automatic_resolved,
17986,"Dialogo sopra la generatione de venti, baleni, tuoni, fulgori, fiumi, laghi, valli et montagne","Agrippa, Camillo",,,Meteorology -- Early works to 1800,Category: History - Early Modern (c. 1450-1750);Category: Philosophy & Ethics;Category: Science - Earth/Agricultural/Farming;IT Scienza,date_and_role_review,unknown,review_missing_period_evidence,https://www.gutenberg.org/ebooks/17986,https://www.gutenberg.org/ebooks/17986.txt.utf-8,https://www.gutenberg.org/ebooks/17986.txt.utf-8,hit,,69320,49530,2006,[],"{""marker_counts"":{""milanese"":1},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
18008,L'Amuleto,Neera,1846,1918,Fiction,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/18008,https://www.gutenberg.org/ebooks/18008.txt.utf-8,https://www.gutenberg.org/ebooks/18008.txt.utf-8,hit,,178503,159067,2006,"[{""kind"":""title_page_edition_year"",""year_start"":1897,""year_end"":1897,""text"":""NEERA | MILANO | L. F. COGLIATI, Editore | 1897. | Tip. Editr, L. F. Cogliati | Sezione nel Pio Istituto pei Figli della Provvidenza | Piazza Filangieri, 3."",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",title_page_edition_year,1897,1897,"NEERA | MILANO | L. F. COGLIATI, Editore | 1897. | Tip. Editr, L. F. Cogliati | Sezione nel Pio Istituto pei Figli della Provvidenza | Piazza Filangieri, 3.",medium,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,automatic_resolved,
18046,Una notte fatale: ovvero il racconto dell'esiliato / bozzetti milanesi,"Porati, R. A.",,,Fiction,Category: Historical Novels;Category: Novels;Category: Romance;IT Romanzi,date_and_role_review,unknown,review_missing_period_evidence,https://www.gutenberg.org/ebooks/18046,https://www.gutenberg.org/ebooks/18046.txt.utf-8,https://www.gutenberg.org/ebooks/18046.txt.utf-8,hit,,276617,257145,2006,[],"{""marker_counts"":{""milanese"":2},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
